fid,field_1_1,Name,osm_id,ref,oneway,maxspeed,bridge,tunnel,Y,X,Z
699,6283,Prithvi Highway,216640246,H04,B,0,F,F,28.0053036,84.1475775,514.9
700,6285,Prithvi Highway,216640246,H04,B,0,F,F,28.0052987,84.1476442,515.6
701,6287,Prithvi Highway,216640246,H04,B,0,F,F,28.0052849,84.1477213,516.4
702,6289,Prithvi Highway,216640246,H04,B,0,F,F,28.0052634,84.1477919,517.2
703,6291,Prithvi Highway,216640246,H04,B,0,F,F,28.0052163,84.1478984,518.3
704,6293,Prithvi Highway,216640246,H04,B,0,F,F,28.0051644,84.1479983,519.4
705,6295,Prithvi Highway,216640246,H04,B,0,F,F,28.0050067,84.1482656,520.8
706,6297,Prithvi Highway,216640246,H04,B,0,F,F,28.0049008,84.1484864,523.3
707,6299,Prithvi Highway,216640246,H04,B,0,F,F,28.0048762,84.1485505,524
708,6301,Prithvi Highway,216640246,H04,B,0,F,F,28.0048708,84.1486208,524.4
709,6303,Prithvi Highway,216640246,H04,B,0,F,F,28.0048748,84.1487213,523.8
710,6305,Prithvi Highway,216640246,H04,B,0,F,F,28.0049798,84.1493035,520.8
711,6307,Prithvi Highway,216640246,H04,B,0,F,F,28.0051094,84.1499143,512.3
712,6309,Prithvi Highway,216640246,H04,B,0,F,F,28.0051326,84.1500458,510.9
713,6311,Prithvi Highway,216640246,H04,B,0,F,F,28.0051522,84.1501818,510.8
714,6313,Prithvi Highway,216640246,H04,B,0,F,F,28.005165,84.1503247,510.8
715,6315,Prithvi Highway,216640246,H04,B,0,F,F,28.0051681,84.1504565,511
716,6317,Prithvi Highway,216640246,H04,B,0,F,F,28.0051628,84.1505869,511
717,6319,Prithvi Highway,216640246,H04,B,0,F,F,28.0051516,84.1507097,511
718,6321,Prithvi Highway,216640246,H04,B,0,F,F,28.0051128,84.1509208,510.8
719,6323,Prithvi Highway,216640246,H04,B,0,F,F,28.0049378,84.1516364,510.2
720,6325,Prithvi Highway,216640246,H04,B,0,F,F,28.0047404,84.1523625,512.6
721,6327,Prithvi Highway,216640246,H04,B,0,F,F,28.004511,84.153277,510.6
722,6329,Prithvi Highway,216640246,H04,B,0,F,F,28.0044796,84.1533805,510.6
723,6331,Prithvi Highway,216640246,H04,B,0,F,F,28.0044432,84.1534715,510
724,6333,Prithvi Highway,216640246,H04,B,0,F,F,28.0044097,84.1535367,509.9
725,6335,Prithvi Highway,216640246,H04,B,0,F,F,28.0043731,84.153583,510
726,6337,Prithvi Highway,216640246,H04,B,0,F,F,28.0043262,84.1536245,510
727,6339,Prithvi Highway,216640246,H04,B,0,F,F,28.0041926,84.1537252,508.9
728,6341,Prithvi Highway,216640246,H04,B,0,F,F,28.0035581,84.1541406,510.9
729,6343,Prithvi Highway,216640246,H04,B,0,F,F,28.0034752,84.1542086,510
730,6345,Prithvi Highway,216640246,H04,B,0,F,F,28.0034357,84.1542595,509.1
731,6347,Prithvi Highway,216640246,H04,B,0,F,F,28.003408,84.1542989,508.5
732,6349,Prithvi Highway,216640246,H04,B,0,F,F,28.0033784,84.154355,507.5
733,6351,Prithvi Highway,216640246,H04,B,0,F,F,28.0033588,84.1544044,506.6
734,6353,Prithvi Highway,216640246,H04,B,0,F,F,28.0033434,84.154463,505.7
735,6355,Prithvi Highway,216640246,H04,B,0,F,F,28.0033192,84.1546062,504.6
736,6357,Prithvi Highway,216640246,H04,B,0,F,F,28.0032977,84.1547473,504.1
737,6359,Prithvi Highway,216640246,H04,B,0,F,F,28.0032364,84.1551471,507.9
738,6361,Prithvi Highway,216640246,H04,B,0,F,F,28.0031794,84.1554585,509.6
739,6363,Prithvi Highway,216640246,H04,B,0,F,F,28.0031415,84.1555859,510
740,6365,Prithvi Highway,216640246,H04,B,0,F,F,28.0031025,84.1556744,509.5
741,6367,Prithvi Highway,216640246,H04,B,0,F,F,28.0029098,84.1560228,507.9
742,6369,Prithvi Highway,216640246,H04,B,0,F,F,28.0028195,84.1561747,507.9
743,6371,Prithvi Highway,216640246,H04,B,0,F,F,28.0027413,84.1562967,508.2
744,6373,Prithvi Highway,216640246,H04,B,0,F,F,28.0027016,84.1563584,508.3
745,6375,Prithvi Highway,216640246,H04,B,0,F,F,28.0026223,84.1564704,508.9
746,6377,Prithvi Highway,216640246,H04,B,0,F,F,28.0023808,84.1567761,510.5
747,6379,Prithvi Highway,216640246,H04,B,0,F,F,28.0023517,84.156807,510.6
748,6381,Prithvi Highway,216640246,H04,B,0,F,F,28.0023139,84.1568345,510.8
749,6383,Prithvi Highway,216640246,H04,B,0,F,F,28.0021041,84.1569983,511.1
750,6385,Prithvi Highway,216640246,H04,B,0,F,F,28.0017473,84.1572268,510.7
751,6387,Prithvi Highway,216640246,H04,B,0,F,F,28.0015282,84.1573629,511.2
752,6389,Prithvi Highway,216640246,H04,B,0,F,F,28.0011961,84.1575902,511.9
753,6391,Prithvi Highway,216640246,H04,B,0,F,F,28.0010179,84.1577444,511.6
754,6393,Prithvi Highway,216640246,H04,B,0,F,F,28.0007023,84.1580763,511.4
755,6395,Prithvi Highway,216640246,H04,B,0,F,F,28.0003906,84.1584512,511.2
756,6397,Prithvi Highway,216640246,H04,B,0,F,F,28.0002985,84.1585652,511.1
757,6399,Prithvi Highway,216640246,H04,B,0,F,F,27.9999592,84.1589561,513.8
758,6401,Prithvi Highway,216640246,H04,B,0,F,F,27.9998601,84.1590563,515.5
759,6403,Prithvi Highway,216640246,H04,B,0,F,F,27.999459,84.1594516,516.5
760,6405,Prithvi Highway,216640246,H04,B,0,F,F,27.9991167,84.1597889,513.5
761,6407,Prithvi Highway,216640246,H04,B,0,F,F,27.9990013,84.1599177,514.5
762,6409,Prithvi Highway,216640246,H04,B,0,F,F,27.998932,84.1600095,514.5
763,6411,Prithvi Highway,216640246,H04,B,0,F,F,27.9988024,84.1602033,516.6
764,6413,Prithvi Highway,216640246,H04,B,0,F,F,27.998723,84.1603408,515.7
765,6415,Prithvi Highway,216640246,H04,B,0,F,F,27.9986751,84.1604253,514.9
766,6417,Prithvi Highway,216640246,H04,B,0,F,F,27.9986354,84.1605098,513.7
767,6419,Prithvi Highway,216640246,H04,B,0,F,F,27.9985531,84.1608249,508.2
768,6421,Prithvi Highway,216640246,H04,B,0,F,F,27.9985306,84.1609195,507.6
769,6423,Prithvi Highway,216640246,H04,B,0,F,F,27.9982807,84.1626153,508.1
770,6425,Prithvi Highway,216640246,H04,B,0,F,F,27.9981375,84.1636272,509.2
771,6427,Prithvi Highway,216640246,H04,B,0,F,F,27.9980457,84.1641348,512.1
772,6429,Prithvi Highway,216640246,H04,B,0,F,F,27.998035,84.1641891,512.2
773,6431,Prithvi Highway,216640246,H04,B,0,F,F,27.9980131,84.1642535,512.2
774,6433,Prithvi Highway,216640246,H04,B,0,F,F,27.99798,84.1643286,512.2
775,6435,Prithvi Highway,216640246,H04,B,0,F,F,27.9979551,84.1643718,512.2
776,6437,Prithvi Highway,216640246,H04,B,0,F,F,27.9978769,84.1644962,511.9
777,6439,Prithvi Highway,216640246,H04,B,0,F,F,27.9976354,84.1648241,509.3
778,6441,Prithvi Highway,216640246,H04,B,0,F,F,27.9962511,84.1665173,511.8
779,6443,Prithvi Highway,216640246,H04,B,0,F,F,27.9951711,84.1678342,511.7
780,6445,Prithvi Highway,216640246,H04,B,0,F,F,27.9950811,84.1679764,512.7
781,6447,Prithvi Highway,216640246,H04,B,0,F,F,27.9949812,84.1681455,514.3
782,6449,Prithvi Highway,216640246,H04,B,0,F,F,27.9949146,84.1682797,515.5
783,6451,Prithvi Highway,216640246,H04,B,0,F,F,27.9948372,84.1684699,516.1
784,6453,Prithvi Highway,216640246,H04,B,0,F,F,27.9947135,84.1689264,514.9
785,6455,Prithvi Highway,216640246,H04,B,0,F,F,27.9944327,84.1699624,517
786,6457,Prithvi Highway,216640246,H04,B,0,F,F,27.9943213,84.1703674,516.5
787,6459,Prithvi Highway,216640246,H04,B,0,F,F,27.9940747,84.1713219,516.6
788,6461,Prithvi Highway,216640246,H04,B,0,F,F,27.994029,84.1715159,517.7
789,6463,Prithvi Highway,216640246,H04,B,0,F,F,27.9936428,84.1729532,523
790,6465,Prithvi Highway,216640246,H04,B,0,F,F,27.9935417,84.1732362,525.3
791,6467,Prithvi Highway,216640246,H04,B,0,F,F,27.9934266,84.1734665,526.3
792,6469,Prithvi Highway,216640246,H04,B,0,F,F,27.992823,84.1745697,527.5
793,6471,Prithvi Highway,216640246,H04,B,0,F,F,27.9923881,84.1753772,527.3
794,6473,Prithvi Highway,216640246,H04,B,0,F,F,27.9920093,84.1760899,524.1
795,6477,Prithvi Highway,216643914,H04,B,0,T,F,27.9918721,84.1763159,524.7
796,6479,Prithvi Highway,216643915,H04,B,0,F,F,27.9915688,84.1768277,530.4
797,6481,Prithvi Highway,216643915,H04,B,0,F,F,27.991273,84.1772883,534.8
798,6483,Prithvi Highway,216643915,H04,B,0,F,F,27.9906976,84.1783436,539.4
799,6485,Prithvi Highway,216643915,H04,B,0,F,F,27.9903931,84.1789829,535.3
800,6487,Prithvi Highway,216643915,H04,B,0,F,F,27.9900817,84.1796367,534.5
801,6489,Prithvi Highway,216643915,H04,B,0,F,F,27.9897252,84.1804467,541.6
802,6491,Prithvi Highway,216643915,H04,B,0,F,F,27.9895504,84.1809486,545.4
803,6493,Prithvi Highway,216643915,H04,B,0,F,F,27.9892665,84.1818655,548.4
804,6495,Prithvi Highway,216643915,H04,B,0,F,F,27.9891768,84.1821554,546.7
805,6497,Prithvi Highway,216643915,H04,B,0,F,F,27.9891312,84.1823025,545.7
806,6499,Prithvi Highway,216643915,H04,B,0,F,F,27.9890803,84.1824686,545.4
807,6501,Prithvi Highway,216643915,H04,B,0,F,F,27.988818,84.183325,548.2
808,6503,Prithvi Highway,216643915,H04,B,0,F,F,27.9883301,84.1849177,549.1
809,6505,Prithvi Highway,216643915,H04,B,0,F,F,27.9879246,84.186085,557
810,6507,Prithvi Highway,216643915,H04,B,0,F,F,27.9878825,84.1862064,557.2
811,6509,Prithvi Highway,216643915,H04,B,0,F,F,27.9878756,84.1862261,557.3
812,6513,Prithvi Highway,216643915,H04,B,0,F,F,27.9875804,84.1869041,560.9
813,6515,Prithvi Highway,216643915,H04,B,0,F,F,27.9872982,84.1872883,560.8
814,6517,Prithvi Highway,216643915,H04,B,0,F,F,27.9871118,84.1875031,560.7
815,6519,Prithvi Highway,216643915,H04,B,0,F,F,27.9865311,84.1882267,556.2
816,6521,Prithvi Highway,216643915,H04,B,0,F,F,27.986174,84.1887155,557.5
817,6523,Prithvi Highway,216643915,H04,B,0,F,F,27.9861006,84.1888276,558.1
818,6525,Prithvi Highway,216643915,H04,B,0,F,F,27.986003,84.1889922,557.7
819,6527,Prithvi Highway,216643915,H04,B,0,F,F,27.9859279,84.1891926,556.3
820,6529,Prithvi Highway,216643915,H04,B,0,F,F,27.9858177,84.1894921,555.3
821,6531,Prithvi Highway,216643915,H04,B,0,F,F,27.9854361,84.1905537,553.1
822,6533,Prithvi Highway,216643915,H04,B,0,F,F,27.9852491,84.1911149,550.5
823,6535,Prithvi Highway,216643915,H04,B,0,F,F,27.9851818,84.1915218,549.4
824,6537,Prithvi Highway,216643915,H04,B,0,F,F,27.9851113,84.1920903,547.5
825,6539,Prithvi Highway,216643915,H04,B,0,F,F,27.9850358,84.1922817,547
826,6541,Prithvi Highway,216643915,H04,B,0,F,F,27.9847323,84.1926737,549.6
827,6543,Prithvi Highway,216643915,H04,B,0,F,F,27.9843516,84.1932422,546.7
828,6545,Prithvi Highway,216643915,H04,B,0,F,F,27.9840293,84.1936638,548.8
829,6547,Prithvi Highway,216643915,H04,B,0,F,F,27.9833573,84.1948226,539.2
830,6549,Prithvi Highway,216643915,H04,B,0,F,F,27.9831932,84.195031,542.2
831,6551,Prithvi Highway,216643915,H04,B,0,F,F,27.982738,84.1954196,539.6
832,6553,Prithvi Highway,216643915,H04,B,0,F,F,27.9825923,84.1956546,539.3
833,6555,Prithvi Highway,216643915,H04,B,0,F,F,27.9823183,84.1973527,538.8
834,6557,Prithvi Highway,216643915,H04,B,0,F,F,27.982267,84.1978367,537
835,6559,Prithvi Highway,216643915,H04,B,0,F,F,27.9822531,84.1980994,534.5
836,6561,Prithvi Highway,216643915,H04,B,0,F,F,27.982363,84.1993311,536.6
837,6563,Prithvi Highway,216643915,H04,B,0,F,F,27.9823912,84.1997232,533.5
838,6565,Prithvi Highway,216643915,H04,B,0,F,F,27.9825718,84.2021211,531.1
839,6567,Prithvi Highway,216643915,H04,B,0,F,F,27.9826279,84.2032509,521.8
840,6569,Prithvi Highway,216643915,H04,B,0,F,F,27.982681,84.2045516,520.9
841,6571,Prithvi Highway,216643915,H04,B,0,F,F,27.9826842,84.2049882,519.7
842,6573,Prithvi Highway,216643915,H04,B,0,F,F,27.9825851,84.2059112,515.5
843,6575,Prithvi Highway,216643915,H04,B,0,F,F,27.982444,84.2070532,518.1
844,6577,Prithvi Highway,216643915,H04,B,0,F,F,27.9823744,84.207291,516.2
845,6579,Prithvi Highway,216643915,H04,B,0,F,F,27.9822526,84.2074474,515
846,6581,Prithvi Highway,216643915,H04,B,0,F,F,27.981959,84.2076879,513.4
847,6583,Prithvi Highway,216643915,H04,B,0,F,F,27.9815887,84.2079419,507.3
848,6585,Prithvi Highway,216643915,H04,B,0,F,F,27.9813959,84.2080832,504.8
849,6587,Prithvi Highway,216643915,H04,B,0,F,F,27.9811221,84.2083031,508.8
850,6589,Prithvi Highway,216643915,H04,B,0,F,F,27.9803096,84.2091194,508
851,6591,Prithvi Highway,216643915,H04,B,0,F,F,27.9793159,84.210107,506.2
852,6593,Prithvi Highway,216643915,H04,B,0,F,F,27.978923,84.2104894,504.9
853,6595,Prithvi Highway,216643915,H04,B,0,F,F,27.9786536,84.2107977,503.7
854,6597,Prithvi Highway,216643915,H04,B,0,F,F,27.9785731,84.2109654,504.1
855,6599,Prithvi Highway,216643915,H04,B,0,F,F,27.9784687,84.2112271,505
856,6601,Prithvi Highway,216643915,H04,B,0,F,F,27.9782924,84.2118408,507.1
857,6603,Prithvi Highway,216643915,H04,B,0,F,F,27.9781284,84.2125781,510.3
858,6605,Prithvi Highway,216643915,H04,B,0,F,F,27.9780377,84.2130964,504.9
859,6607,Prithvi Highway,216643915,H04,B,0,F,F,27.977903,84.2138174,500.9
860,6609,Prithvi Highway,216643915,H04,B,0,F,F,27.9778963,84.2144796,503.2
861,6611,Prithvi Highway,216643915,H04,B,0,F,F,27.9778668,84.2153044,501.9
862,6613,Prithvi Highway,216643915,H04,B,0,F,F,27.9778772,84.2156016,499.1
863,6615,Prithvi Highway,216643915,H04,B,0,F,F,27.9779134,84.2157573,496.9
864,6617,Prithvi Highway,216643915,H04,B,0,F,F,27.977994,84.2159712,496.8
865,6619,Prithvi Highway,216643915,H04,B,0,F,F,27.9782614,84.2166769,498.7
866,6621,Prithvi Highway,216643915,H04,B,0,F,F,27.9783142,84.2168677,499.4
867,6623,Prithvi Highway,216643915,H04,B,0,F,F,27.9783373,84.217032,499.5
868,6625,Prithvi Highway,216643915,H04,B,0,F,F,27.9783587,84.2174061,497.4
869,6627,Prithvi Highway,216643915,H04,B,0,F,F,27.9784209,84.2186228,503.7
870,6629,Prithvi Highway,216643915,H04,B,0,F,F,27.9784516,84.2197083,492.2
871,6631,Prithvi Highway,216643915,H04,B,0,F,F,27.9785012,84.2214985,489.7
872,6633,Prithvi Highway,216643915,H04,B,0,F,F,27.9785274,84.2228313,485.9
873,6635,Prithvi Highway,216643915,H04,B,0,F,F,27.9785933,84.2252604,488
874,6637,Prithvi Highway,216643915,H04,B,0,F,F,27.9785966,84.2254481,488.1
875,6639,Prithvi Highway,216643915,H04,B,0,F,F,27.9786015,84.2257329,487.4
876,6641,Prithvi Highway,216643915,H04,B,0,F,F,27.9786188,84.2265386,486.4
877,6643,Prithvi Highway,216643915,H04,B,0,F,F,27.9786232,84.2267468,485.9
878,6647,Prithvi Highway,216643915,H04,B,0,F,F,27.9785147,84.2274643,486.4
879,6649,Prithvi Highway,216643915,H04,B,0,F,F,27.9783005,84.2282043,479.7
880,6651,Prithvi Highway,216643915,H04,B,0,F,F,27.9782063,84.2285189,479.4
881,6653,Prithvi Highway,216643915,H04,B,0,F,F,27.9782136,84.2287517,478.9
882,6655,Prithvi Highway,216643915,H04,B,0,F,F,27.9784912,84.2304487,485.7
883,6657,Prithvi Highway,216643915,H04,B,0,F,F,27.9786058,84.230732,486.4
884,6659,Prithvi Highway,216643915,H04,B,0,F,F,27.9789727,84.2311585,477.6
885,6661,Prithvi Highway,216643915,H04,B,0,F,F,27.9792077,84.2315241,477
886,6663,Prithvi Highway,216643915,H04,B,0,F,F,27.9793046,84.2318576,474.8
887,6665,Prithvi Highway,216643915,H04,B,0,F,F,27.9794067,84.23234,471
888,6667,Prithvi Highway,216643915,H04,B,0,F,F,27.9796435,84.232914,469.2
889,6669,Prithvi Highway,216643915,H04,B,0,F,F,27.9801957,84.2343669,459.2
890,6671,Prithvi Highway,216643915,H04,B,0,F,F,27.9802369,84.2346021,457.2
891,6673,Prithvi Highway,216643915,H04,B,0,F,F,27.9802141,84.2349656,453.6
892,6675,Prithvi Highway,216643915,H04,B,0,F,F,27.9801401,84.2353291,453
893,6677,Prithvi Highway,216643915,H04,B,0,F,F,27.9799051,84.2361112,450.4
894,6679,Prithvi Highway,216643915,H04,B,0,F,F,27.9798459,84.2363338,451.7
895,6681,Prithvi Highway,216643915,H04,B,0,F,F,27.9799349,84.23704,439
896,6683,Prithvi Highway,216643915,H04,B,0,F,F,27.9799249,84.2372465,436.1
897,6685,Prithvi Highway,216643915,H04,B,0,F,F,27.9798713,84.2373978,437
898,6687,Prithvi Highway,216643915,H04,B,0,F,F,27.9798397,84.2374873,436.8
899,6689,Prithvi Highway,216643915,H04,B,0,F,F,27.9797133,84.2377122,438.6
900,6691,Prithvi Highway,216643915,H04,B,0,F,F,27.9795279,84.237978,444.9
901,6693,Prithvi Highway,216643915,H04,B,0,F,F,27.9794824,84.2380784,446.9
902,6695,Prithvi Highway,216643915,H04,B,0,F,F,27.9794622,84.2381229,447.8
903,6697,Prithvi Highway,216643915,H04,B,0,F,F,27.9794524,84.2382456,447.9
904,6699,Prithvi Highway,216643915,H04,B,0,F,F,27.9794688,84.2383329,446.7
905,6701,Prithvi Highway,216643915,H04,B,0,F,F,27.9796805,84.2385875,438
906,6703,Prithvi Highway,216643915,H04,B,0,F,F,27.9798096,84.2388084,436.8
907,6705,Prithvi Highway,216643915,H04,B,0,F,F,27.9798938,84.2389387,435.3
908,6707,Prithvi Highway,216643915,H04,B,0,F,F,27.9799874,84.2391859,430.5
909,6709,Prithvi Highway,216643915,H04,B,0,F,F,27.9799792,84.2393475,429.7
910,6711,Prithvi Highway,216643915,H04,B,0,F,F,27.9799417,84.2394602,430.1
911,6713,Prithvi Highway,216643915,H04,B,0,F,F,27.9798252,84.2396439,429.4
912,6715,Prithvi Highway,216643915,H04,B,0,F,F,27.979653,84.2397611,428.8
913,6717,Prithvi Highway,216643915,H04,B,0,F,F,27.979433,84.2398327,427.5
914,6719,Prithvi Highway,216643915,H04,B,0,F,F,27.9791941,84.2399468,426.5
915,6721,Prithvi Highway,216643915,H04,B,0,F,F,27.9791256,84.2400479,427.5
916,6723,Prithvi Highway,216643915,H04,B,0,F,F,27.9790908,84.2402227,429
917,6725,Prithvi Highway,216643915,H04,B,0,F,F,27.9791674,84.2406077,425.8
918,6727,Prithvi Highway,216643915,H04,B,0,F,F,27.979237,84.2408324,423.7
919,6729,Prithvi Highway,216643915,H04,B,0,F,F,27.9797229,84.2419438,418
920,6733,Prithvi Highway,216643915,H04,B,0,F,F,27.9804479,84.2428436,410.6
921,6735,Prithvi Highway,216643915,H04,B,0,F,F,27.9806085,84.2431299,406.6
922,6737,Prithvi Highway,216643915,H04,B,0,F,F,27.9807809,84.2435407,407.4
923,6739,Prithvi Highway,216643915,H04,B,0,F,F,27.9809418,84.2439242,410.1
924,6741,Prithvi Highway,216643915,H04,B,0,F,F,27.9812298,84.2444255,405.5
925,6743,Prithvi Highway,216643915,H04,B,0,F,F,27.9813011,84.2445937,404.8
926,6745,Prithvi Highway,216643915,H04,B,0,F,F,27.9813466,84.2447462,404.3
927,6747,Prithvi Highway,216643915,H04,B,0,F,F,27.9815008,84.2455147,397.3
928,6749,Prithvi Highway,216643915,H04,B,0,F,F,27.981733,84.2459157,389.9
929,6751,Prithvi Highway,216643915,H04,B,0,F,F,27.9818664,84.2461235,385.8
930,6753,Prithvi Highway,216643915,H04,B,0,F,F,27.9819594,84.2462746,383.7
931,6755,Prithvi Highway,216643915,H04,B,0,F,F,27.9820446,84.2465012,383.4
932,6757,Prithvi Highway,216643915,H04,B,0,F,F,27.9820797,84.2466581,384.5
933,6759,Prithvi Highway,216643915,H04,B,0,F,F,27.9821018,84.2468226,386.3
934,6761,Prithvi Highway,216643915,H04,B,0,F,F,27.9820892,84.2469869,387.9
935,6763,Prithvi Highway,216643915,H04,B,0,F,F,27.9820804,84.2471203,387
936,6765,Prithvi Highway,216643915,H04,B,0,F,F,27.9820462,84.2472998,386.4
937,6767,Prithvi Highway,216643915,H04,B,0,F,F,27.9819502,84.2475361,386.3
938,6769,Prithvi Highway,216643915,H04,B,0,F,F,27.9818518,84.2477112,387
939,6771,Prithvi Highway,216643915,H04,B,0,F,F,27.9817346,84.2478874,387.5
940,6773,Prithvi Highway,216643915,H04,B,0,F,F,27.9816088,84.2480506,387.6
941,6775,Prithvi Highway,216643915,H04,B,0,F,F,27.9811389,84.2489267,378.7
942,6777,Prithvi Highway,216643915,H04,B,0,F,F,27.98102,84.2491223,378.3
943,6779,Prithvi Highway,216643915,H04,B,0,F,F,27.9808914,84.2492259,378.7
944,6783,Prithvi Highway,216643915,H04,B,0,F,F,27.9803467,84.2494301,379.1
945,6785,Prithvi Highway,216643915,H04,B,0,F,F,27.9801384,84.2495124,380.8
946,6787,Prithvi Highway,216643915,H04,B,0,F,F,27.9799961,84.2496055,382.8
947,6789,Prithvi Highway,216643915,H04,B,0,F,F,27.9799246,84.2497395,384.8
948,6791,Prithvi Highway,216643915,H04,B,0,F,F,27.9799112,84.2498856,387.3
949,6793,Prithvi Highway,216643915,H04,B,0,F,F,27.9799344,84.2499742,387.5
950,6795,Prithvi Highway,216643915,H04,B,0,F,F,27.9799907,84.2500553,386.6
951,6797,Prithvi Highway,216643915,H04,B,0,F,F,27.9803417,84.2501755,374.8
952,6799,Prithvi Highway,216643915,H04,B,0,F,F,27.9804914,84.2502305,372.2
953,6801,Prithvi Highway,216643915,H04,B,0,F,F,27.9806434,84.2503148,369.6
954,9,Bridge,,H04,,,T,F,27.9807137,84.2503792,368.5
955,6807,Prithvi Highway,216643915,H04,B,0,F,F,27.9807943,84.2505509,367.7
956,6809,Prithvi Highway,216643915,H04,B,0,F,F,27.980802,84.2506535,366.9
957,6811,Prithvi Highway,216643915,H04,B,0,F,F,27.9807497,84.2509665,365.8
958,6813,Prithvi Highway,216643915,H04,B,0,F,F,27.9806396,84.2514331,363
959,6815,Prithvi Highway,216643915,H04,B,0,F,F,27.980504,84.2519156,361.8
960,6817,Prithvi Highway,216643915,H04,B,0,F,F,27.9804034,84.2520288,362.7
961,6819,Prithvi Highway,216643915,H04,B,0,F,F,27.9802986,84.252104,363.6
962,6821,Prithvi Highway,216643915,H04,B,0,F,F,27.9799991,84.2522249,362
963,6823,Prithvi Highway,216643915,H04,B,0,F,F,27.9798018,84.2523104,361.4
964,6825,Prithvi Highway,216643915,H04,B,0,F,F,27.9796496,84.2524208,366.4
965,6827,Prithvi Highway,216643915,H04,B,0,F,F,27.9796028,84.2524901,370
966,6829,Prithvi Highway,216643915,H04,B,0,F,F,27.9795649,84.252584,372.2
967,6831,Prithvi Highway,216643915,H04,B,0,F,F,27.9795552,84.2527152,371.8
968,6833,Prithvi Highway,216643915,H04,B,0,F,F,27.9795789,84.2530214,365
969,6837,Prithvi Highway,216643915,H04,B,0,F,F,27.9795703,84.2533846,361.6
970,6839,Prithvi Highway,216643915,H04,B,0,F,F,27.9794828,84.2536232,359.1
971,6841,Prithvi Highway,216643915,H04,B,0,F,F,27.9790017,84.2542457,357.9
972,6843,Prithvi Highway,216643915,H04,B,0,F,F,27.9789215,84.2544285,356.6
973,6845,Prithvi Highway,216643915,H04,B,0,F,F,27.9789154,84.2545086,356.2
974,6847,Prithvi Highway,216643915,H04,B,0,F,F,27.9789091,84.2545905,356.1
975,6849,Prithvi Highway,216643915,H04,B,0,F,F,27.9789452,84.2547519,355.3
976,6851,Prithvi Highway,216643915,H04,B,0,F,F,27.979347,84.2556025,350
977,6853,Prithvi Highway,216643915,H04,B,0,F,F,27.9794278,84.2557905,348.4
978,6855,Prithvi Highway,216643915,H04,B,0,F,F,27.98006,84.2571646,344.6
979,6857,Prithvi Highway,216643915,H04,B,0,F,F,27.9800884,84.2573047,343.7
980,6859,Prithvi Highway,216643915,H04,B,0,F,F,27.9800861,84.2574489,343.3
981,6861,Prithvi Highway,216643915,H04,B,0,F,F,27.980041,84.2576104,342.8
982,6863,Prithvi Highway,216643915,H04,B,0,F,F,27.9799652,84.2577467,342.5
983,6867,Prithvi Highway,216643915,H04,B,0,F,F,27.9796869,84.2581771,342.9
984,6869,Prithvi Highway,216643915,H04,B,0,F,F,27.9795497,84.2584271,342.8
985,6871,Prithvi Highway,216643915,H04,B,0,F,F,27.9791765,84.2590261,337.5
986,6873,Prithvi Highway,216643915,H04,B,0,F,F,27.9791054,84.2591447,334.8
987,6875,Prithvi Highway,216643915,H04,B,0,F,F,27.9790557,84.2592674,331.1
988,6877,Prithvi Highway,216643915,H04,B,0,F,F,27.9790225,84.2594203,326.3
989,5838,Madi Bridge,216519794,H04,B,0,T,F,27.9790609,84.259492,324.1
990,5732,Prithvi Highway,216519784,H04,B,0,F,F,27.9800193,84.2629635,331.8
991,5733,Prithvi Highway,216519784,H04,B,0,F,F,27.9800198,84.263094,335.8
992,5735,Prithvi Highway,216519784,H04,B,0,F,F,27.9800426,84.2632302,340.7
993,5737,Prithvi Highway,216519784,H04,B,0,F,F,27.9800385,84.2633179,343.2
994,5739,Prithvi Highway,216519784,H04,B,0,F,F,27.9800114,84.2633988,345.1
995,5741,Prithvi Highway,216519784,H04,B,0,F,F,27.9799875,84.2634659,346.7
996,5743,Prithvi Highway,216519784,H04,B,0,F,F,27.9798982,84.2635544,345.9
997,5745,Prithvi Highway,216519784,H04,B,0,F,F,27.9796806,84.2637268,342.6
998,5747,Prithvi Highway,216519784,H04,B,0,F,F,27.9795557,84.2638253,343.4
999,5749,Prithvi Highway,216519784,H04,B,0,F,F,27.9793526,84.26405,341.9
1000,5751,Prithvi Highway,216519784,H04,B,0,F,F,27.9792522,84.2641919,340.2
1001,5753,Prithvi Highway,216519784,H04,B,0,F,F,27.9790897,84.2644335,341.3
1002,5755,Prithvi Highway,216519784,H04,B,0,F,F,27.9789165,84.2646727,344.4
1003,5757,Prithvi Highway,216519784,H04,B,0,F,F,27.9787459,84.2648806,344.9
1004,5759,Prithvi Highway,216519784,H04,B,0,F,F,27.9785963,84.2650232,344.4
1005,5761,Prithvi Highway,216519784,H04,B,0,F,F,27.9784541,84.2651233,344.1
1006,5763,Prithvi Highway,216519784,H04,B,0,F,F,27.9782843,84.2652094,344.8
1007,5765,Prithvi Highway,216519784,H04,B,0,F,F,27.9780458,84.2652862,348.1
1008,5767,Prithvi Highway,216519784,H04,B,0,F,F,27.9778472,84.2653082,347
1009,5769,Prithvi Highway,216519784,H04,B,0,F,F,27.9772179,84.2653658,346.6
1010,5771,Prithvi Highway,216519784,H04,B,0,F,F,27.9769776,84.2654152,346.6
