fid,LENGTH,FEATURES,y,x,mgrs
"200",1049.613,Highway,"27.97972113","84.23833074",45RTL2835598028
"200",1049.613,Highway,"27.97983819","84.23847713",45RTL2837098041
"200",1049.613,Highway,"27.97998450","84.23867441",45RTL2839098057
"200",1049.613,Highway,"27.98004065","84.23882066",45RTL2840498063
"200",1049.613,Highway,"27.98008100","84.23897324",45RTL2841998067
"200",1049.613,Highway,"27.98009198","84.23914481",45RTL2843698068
"200",1049.613,Highway,"27.98009198","84.23914481",45RTL2843698068
"200",1049.613,Highway,"27.98009167","84.23932270",45RTL2845498067
"200",1049.613,Highway,"27.98007343","84.23943322",45RTL2846498065
"200",1049.613,Highway,"27.98004624","84.23949987",45RTL2847198062
"200",1049.613,Highway,"27.98001453","84.23956969",45RTL2847898058
"200",1049.613,Highway,"27.97991738","84.23964571",45RTL2848598047
"200",1049.613,Highway,"27.97982252","84.23970586",45RTL2849198037
"200",1049.613,Highway,"27.97970736","84.23976279",45RTL2849698024
"200",1049.613,Highway,"27.97946347","84.23988932",45RTL2850897996
"200",1049.613,Highway,"27.97940696","84.23995273",45RTL2851497990
"200",1049.613,Highway,"27.97937972","84.24004543",45RTL2852397987
"200",1049.613,Highway,"27.97935007","84.24022962",45RTL2854197983
"200",1049.613,Highway,"27.97937227","84.24043933",45RTL2856297985
"200",1049.613,Highway,"27.97941700","84.24066181",45RTL2858497990
"200",1049.613,Highway,"27.97953592","84.24103693",45RTL2862198002
"200",1049.613,Highway,"27.97965267","84.24136122",45RTL2865398014
"200",1049.613,Highway,"27.97973804","84.24157107",45RTL2867498023
"200",1049.613,Highway,"27.97987745","84.24183823",45RTL2870198038
"200",1049.613,Highway,"27.98004169","84.24209846",45RTL2872798056
"200",1049.613,Highway,"27.98015875","84.24224485",45RTL2874198068
"200",1049.613,Highway,"27.98031191","84.24239450",45RTL2875698085
"200",1049.613,Highway,"27.98045382","84.24252189",45RTL2876998100
"200",1049.613,Highway,"27.98054841","84.24261423",45RTL2877998111
"200",1049.613,Highway,"27.98061819","84.24270969",45RTL2878898118
"200",1049.613,Highway,"27.98066767","84.24279557",45RTL2879798123
"200",1049.613,Highway,"27.98072375","84.24297678",45RTL2881598129
"200",1049.613,Highway,"27.98079099","84.24322789",45RTL2884098136
"200",1049.613,Highway,"27.98085159","84.24341006",45RTL2885898142
"201",253.5466,Highway,"27.97913751","84.23129550",45RTL2766197979
"201",253.5466,Highway,"27.97930192","84.23146740",45RTL2767997997
"201",253.5466,Highway,"27.97941898","84.23162013",45RTL2769498010
"201",253.5466,Highway,"27.97949772","84.23175372",45RTL2770798018
"201",253.5466,Highway,"27.97954256","84.23192536",45RTL2772498023
"201",253.5466,Highway,"27.97956471","84.23216685",45RTL2774898025
"201",253.5466,Highway,"27.97958689","84.23239562",45RTL2777198027
"201",253.5466,Highway,"27.97964297","84.23258635",45RTL2779098033
"201",253.5466,Highway,"27.98007220","84.23358541",45RTL2788998078
"202",120.7257,Highway,"27.97951462","84.20998502",45RTL2556598069
"202",120.7257,Highway,"27.97918023","84.21030490",45RTL2559698031
"202",120.7257,Highway,"27.97896550","84.21055863",45RTL2562098007
"202",120.7257,Highway,"27.97873945","84.21084409",45RTL2564897981
"203",137.5657,Highway,"27.97868469","84.22407763",45RTL2695097945
"203",137.5657,Highway,"27.97872076","84.22547547",45RTL2708897946
"204",216.563,Highway,"27.97872076","84.22547547",45RTL2708897946
"204",216.563,Highway,"27.97876494","84.22604737",45RTL2714497950
"204",216.563,Highway,"27.97877104","84.22645401",45RTL2718497950
"204",216.563,Highway,"27.97877104","84.22645401",45RTL2718497950
"204",216.563,Highway,"27.97876361","84.22686062",45RTL2722497948
"204",216.563,Highway,"27.97873602","84.22717188",45RTL2725597944
"204",216.563,Highway,"27.97864522","84.22750461",45RTL2728797933
"204",216.563,Highway,"27.97860437","84.22765065",45RTL2730197928
"205",229.8965,Highway,"27.97860725","84.22174226",45RTL2672097942
"205",229.8965,Highway,"27.97861359","84.22200625",45RTL2674697942
"205",229.8965,Highway,"27.97868469","84.22407763",45RTL2695097945
"206",213.2245,Highway,"27.97855207","84.21957561",45RTL2650797941
"206",213.2245,Highway,"27.97858190","84.22067196",45RTL2661497942
"206",213.2245,Highway,"27.97860725","84.22174226",45RTL2672097942
"207",48.42949,Highway,"27.97853931","84.21908351",45RTL2645897940
"207",48.42949,Highway,"27.97855207","84.21957561",45RTL2650797941
"208",77.54031,Highway,"27.97851801","84.21829564",45RTL2638097940
"208",77.54031,Highway,"27.97853931","84.21908351",45RTL2645897940
"209",382.1116,Highway,"27.97860437","84.22765065",45RTL2730197928
"209",382.1116,Highway,"27.97856355","84.22777446",45RTL2731397924
"209",382.1116,Highway,"27.97847742","84.22801571",45RTL2733797914
"209",382.1116,Highway,"27.97842072","84.22819349",45RTL2735497907
"209",382.1116,Highway,"27.97838653","84.22840308",45RTL2737597903
"209",382.1116,Highway,"27.97835893","84.22872069",45RTL2740697899
"209",382.1116,Highway,"27.97841429","84.22934980",45RTL2746897904
"209",382.1116,Highway,"27.97845231","84.22954684",45RTL2748897907
"209",382.1116,Highway,"27.97850385","84.22975661",45RTL2750897913
"209",382.1116,Highway,"27.97859348","84.23012530",45RTL2754597922
"209",382.1116,Highway,"27.97873258","84.23059576",45RTL2759197936
"209",382.1116,Highway,"27.97888991","84.23095189",45RTL2762797953
"209",382.1116,Highway,"27.97901367","84.23114911",45RTL2764797966
"209",382.1116,Highway,"27.97913751","84.23129550",45RTL2766197979
"210",202.6858,Highway,"27.97817371","84.21629774",45RTL2618397906
"210",202.6858,Highway,"27.97830187","84.21657977",45RTL2621197920
"210",202.6858,Highway,"27.97837377","84.21677052",45RTL2623097927
"210",202.6858,Highway,"27.97842527","84.21701841",45RTL2625597932
"210",202.6858,Highway,"27.97846967","84.21747595",45RTL2630097936
"210",202.6858,Highway,"27.97851801","84.21829564",45RTL2638097940
"211",60.32954,Highway,"27.97802573","84.21570817",45RTL2612597891
"211",60.32954,Highway,"27.97805033","84.21584799",45RTL2613897894
"211",60.32954,Highway,"27.97817371","84.21629774",45RTL2618397906
"212",492.4991,Highway,"27.97873945","84.21084409",45RTL2564897981
"212",492.4991,Highway,"27.97868290","84.21094024",45RTL2565797975
"212",492.4991,Highway,"27.97856291","84.21120685",45RTL2568397961
"212",492.4991,Highway,"27.97842692","84.21161321",45RTL2572397945
"212",492.4991,Highway,"27.97835878","84.21191169",45RTL2575297937
"212",492.4991,Highway,"27.97823373","84.21253408",45RTL2581397921
"212",492.4991,Highway,"27.97802918","84.21349940",45RTL2590797896
"212",492.4991,Highway,"27.97796073","84.21398848",45RTL2595597888
"212",492.4991,Highway,"27.97795553","84.21443321",45RTL2599997886
"212",492.4991,Highway,"27.97795482","84.21489066",45RTL2604497885
"212",492.4991,Highway,"27.97799229","84.21545619",45RTL2610097888
"212",492.4991,Highway,"27.97802573","84.21570817",45RTL2612597891
"213",665.8157,Highway,"28.00014348","84.15886778",45RTM2058800472
"213",665.8157,Highway,"27.99974813","84.15931839",45RTM2063100427
"213",665.8157,Highway,"27.99963974","84.15940719",45RTM2064000415
"213",665.8157,Highway,"27.99949297","84.15950865",45RTM2064900398
"213",665.8157,Highway,"27.99933041","84.15961009",45RTM2065900380
"213",665.8157,Highway,"27.99922200","84.15971160",45RTM2066900368
"213",665.8157,Highway,"27.99903672","84.15994645",45RTM2069100347
"213",665.8157,Highway,"27.99890114","84.16012418",45RTM2070900331
"213",665.8157,Highway,"27.99881521","84.16029563",45RTM2072500321
"213",665.8157,Highway,"27.99875401","84.16053702",45RTM2074900314
"213",665.8157,Highway,"27.99870855","84.16082926",45RTM2077700308
"213",665.8157,Highway,"27.99859464","84.16176323",45RTM2086900293
"213",665.8157,Highway,"27.99858288","84.16216991",45RTM2090900291
"213",665.8157,Highway,"27.99854876","84.16240498",45RTM2093200287
"213",665.8157,Highway,"27.99846250","84.16285603",45RTM2097600276
"213",665.8157,Highway,"27.99833763","84.16351037",45RTM2104000261
"213",665.8157,Highway,"27.99823556","84.16396775",45RTM2108500249
"213",665.8157,Highway,"27.99814054","84.16418366",45RTM2110600238
"213",665.8157,Highway,"27.99804329","84.16438686",45RTM2112600226
"213",665.8157,Highway,"27.99801391","84.16442685",45RTM2113000223
"213",665.8157,Highway,"27.99777889","84.16474740",45RTM2116100196
"214",205.4355,Highway,"27.98279405","84.20467172",45RTL2505198444
"214",205.4355,Highway,"27.98282294","84.20497040",45RTL2508098447
"214",205.4355,Highway,"27.98282294","84.20497040",45RTL2508098447
"214",205.4355,Highway,"27.98282249","84.20526903",45RTL2510998446
"214",205.4355,Highway,"27.98280412","84.20548502",45RTL2513198444
"214",205.4355,Highway,"27.98272200","84.20608815",45RTL2519098433
"214",205.4355,Highway,"27.98263303","84.20674273",45RTL2525498422
"215",160.095,Highway,"27.92284080","84.49893928",45RTL5387091171
"215",160.095,Highway,"27.92337073","84.49838862",45RTL5381791231
"215",160.095,Highway,"27.92347959","84.49823036",45RTL5380191243
"215",160.095,Highway,"27.92377926","84.49771674",45RTL5375291278
"216",82.06916,Highway,"27.92231300","84.49952424",45RTL5392691112
"216",82.06916,Highway,"27.92284080","84.49893928",45RTL5387091171
"217",103.2677,Highway,"27.92149916","84.49997389",45RTL5396991020
"217",103.2677,Highway,"27.92189432","84.49988045",45RTL5396091064
"217",103.2677,Highway,"27.92205713","84.49977960",45RTL5395191083
"217",103.2677,Highway,"27.92219294","84.49965640",45RTL5393991098
"217",103.2677,Highway,"27.92231300","84.49952424",45RTL5392691112
"218",305.0167,Highway,"27.91280846","84.51409331",45RTL5533990029
"218",305.0167,Highway,"27.91287891","84.51274754",45RTL5520790039
"218",305.0167,Highway,"27.91295162","84.51139544",45RTL5507490050
"218",305.0167,Highway,"27.91299143","84.51100196",45RTL5503590055
"219",535.5067,Highway,"27.91299143","84.51100196",45RTL5503590055
"219",535.5067,Highway,"27.91305801","84.51008159",45RTL5494590065
"219",535.5067,Highway,"27.91305801","84.51008159",45RTL5494590065
"219",535.5067,Highway,"27.91303714","84.50962433",45RTL5490090063
"219",535.5067,Highway,"27.91298175","84.50935104",45RTL5487290058
"219",535.5067,Highway,"27.91290777","84.50922370",45RTL5486090050
"219",535.5067,Highway,"27.91266112","84.50880983",45RTL5481890023
"219",535.5067,Highway,"27.91248872","84.50845345",45RTL5478390005
"219",535.5067,Highway,"27.91243318","84.50821826",45RTL5476089999
"219",535.5067,Highway,"27.91241130","84.50803403",45RTL5474289997
"219",535.5067,Highway,"27.91236959","84.50710681",45RTL5465089994
"219",535.5067,Highway,"27.91226178","84.50574752",45RTL5451689985
"220",90.91819,Highway,"27.91185835","84.52612100",45RTL5652189900
"220",90.91819,Highway,"27.91210092","84.52581740",45RTL5649289927
"220",90.91819,Highway,"27.91222134","84.52559575",45RTL5647089941
"220",90.91819,Highway,"27.91225554","84.52550068",45RTL5646189945
"220",90.91819,Highway,"27.91226740","84.52534835",45RTL5644689946
"221",354.8202,Highway,"27.91226740","84.52534835",45RTL5644689946
"221",354.8202,Highway,"27.91227948","84.52513887",45RTL5642589948
"221",354.8202,Highway,"27.91227948","84.52513887",45RTL5642589948
"221",354.8202,Highway,"27.91225110","84.52489111",45RTL5640189946
"221",354.8202,Highway,"27.91219578","84.52460511",45RTL5637389940
"221",354.8202,Highway,"27.91191308","84.52360054",45RTL5627389911
"221",354.8202,Highway,"27.91180210","84.52311745",45RTL5622589899
"221",354.8202,Highway,"27.91173618","84.52265362",45RTL5617989893
"221",354.8202,Highway,"27.91162993","84.52211341",45RTL5612689882
"221",354.8202,Highway,"27.91159262","84.52184020",45RTL5609989879
"222",784.7418,Highway,"27.91159262","84.52184020",45RTL5609989879
"222",784.7418,Highway,"27.91159924","84.52128149",45RTL5604489881
"222",784.7418,Highway,"27.91161799","84.52109744",45RTL5602689883
"222",784.7418,Highway,"27.91167533","84.52085009",45RTL5600289890
"222",784.7418,Highway,"27.91195462","84.51977837",45RTL5589789923
"222",784.7418,Highway,"27.91201227","84.51944848",45RTL5586489930
"222",784.7418,Highway,"27.91203696","84.51888349",45RTL5580989934
"222",784.7418,Highway,"27.91204069","84.51789300",45RTL5571189936
"222",784.7418,Highway,"27.91204069","84.51789300",45RTL5571189936
"222",784.7418,Highway,"27.91203930","84.51706121",45RTL5562989938
"222",784.7418,Highway,"27.91206747","84.51676927",45RTL5560189941
"222",784.7418,Highway,"27.91213584","84.51658546",45RTL5558389949
"222",784.7418,Highway,"27.91234015","84.51624991",45RTL5555089973
"222",784.7418,Highway,"27.91243115","84.51604716",45RTL5553189983
"222",784.7418,Highway,"27.91251781","84.51579994",45RTL5550689993
"222",784.7418,Highway,"27.91261418","84.51536863",45RTL5546490005
"222",784.7418,Highway,"27.91270692","84.51470238",45RTL5539990016
"222",784.7418,Highway,"27.91280846","84.51409331",45RTL5533990029
"223",59.35539,Highway,"27.91143280","84.52648721",45RTL5655689852
"223",59.35539,Highway,"27.91185835","84.52612100",45RTL5652189900
"224",481.4725,Highway,"27.90949574","84.53035725",45RTL5693389629
"224",481.4725,Highway,"27.91030385","84.52966276",45RTL5686689720
"224",481.4725,Highway,"27.91052580","84.52944162",45RTL5684589745
"224",481.4725,Highway,"27.91060535","84.52928962",45RTL5683089754
"224",481.4725,Highway,"27.91065100","84.52915015",45RTL5681789760
"224",481.4725,Highway,"27.91066280","84.52901687",45RTL5680389761
"224",481.4725,Highway,"27.91066280","84.52901687",45RTL5680389761
"224",481.4725,Highway,"27.91063469","84.52869927",45RTL5677289759
"224",481.4725,Highway,"27.91055920","84.52779094",45RTL5668389752
"224",481.4725,Highway,"27.91057141","84.52754973",45RTL5665989754
"224",481.4725,Highway,"27.91061272","84.52736580",45RTL5664189759
"224",481.4725,Highway,"27.91065149","84.52725805",45RTL5663089764
"224",481.4725,Highway,"27.91078300","84.52708725",45RTL5661489778
"224",481.4725,Highway,"27.91096421","84.52689765",45RTL5659689799
"224",481.4725,Highway,"27.91122919","84.52663226",45RTL5657089829
"224",481.4725,Highway,"27.91143280","84.52648721",45RTL5655689852
"225",17.06982,Highway,"27.90937799","84.53046906",45RTL5694489616
"225",17.06982,Highway,"27.90949574","84.53035725",45RTL5693389629
"226",79.19382,Highway,"27.90880982","84.53095708",45RTL5699089552
"226",79.19382,Highway,"27.90937799","84.53046906",45RTL5694489616
"227",109.7124,Highway,"27.90803554","84.53165171",45RTL5705789465
"227",109.7124,Highway,"27.90880982","84.53095708",45RTL5699089552
"228",202.9816,Highway,"27.90660923","84.53293234",45RTL5718089304
"228",202.9816,Highway,"27.90685811","84.53275071",45RTL5716389332
"228",202.9816,Highway,"27.90699841","84.53264346",45RTL5715289348
"228",202.9816,Highway,"27.90714113","84.53249178",45RTL5713889364
"228",202.9816,Highway,"27.90738361","84.53221360",45RTL5711189392
"228",202.9816,Highway,"27.90756032","84.53202399",45RTL5709389411
"228",202.9816,Highway,"27.90803554","84.53165171",45RTL5705789465
"229",706.9827,Highway,"27.90106246","84.53615067",45RTL5748488683
"229",706.9827,Highway,"27.90111916","84.53607477",45RTL5747788690
"229",706.9827,Highway,"27.90125036","84.53598653",45RTL5746988704
"229",706.9827,Highway,"27.90144696","84.53590496",45RTL5746188726
"229",706.9827,Highway,"27.90188298","84.53575474",45RTL5744788775
"229",706.9827,Highway,"27.90207945","84.53570492",45RTL5744388797
"229",706.9827,Highway,"27.90232328","84.53566167",45RTL5743988824
"229",706.9827,Highway,"27.90307265","84.53557648",45RTL5743288907
"229",706.9827,Highway,"27.90324880","84.53553291",45RTL5742888927
"229",706.9827,Highway,"27.90345217","84.53545137",45RTL5742188949
"229",706.9827,Highway,"27.90371680","84.53528125",45RTL5740588979
"229",706.9827,Highway,"27.90446350","84.53471987",45RTL5735189063
"229",706.9827,Highway,"27.90480959","84.53448665",45RTL5732989102
"229",706.9827,Highway,"27.90561336","84.53375411",45RTL5725989192
"229",706.9827,Highway,"27.90591903","84.53346990",45RTL5723189227
"229",706.9827,Highway,"27.90637614","84.53311660",45RTL5719889278
"229",706.9827,Highway,"27.90660923","84.53293234",45RTL5718089304
"230",249.4364,Highway,"27.89950538","84.53797777",45RTL5766188507
"230",249.4364,Highway,"27.89999708","84.53743421",45RTL5760888563
"230",249.4364,Highway,"27.90038240","84.53697901",45RTL5756488606
"230",249.4364,Highway,"27.90064294","84.53670095",45RTL5753888636
"230",249.4364,Highway,"27.90081980","84.53647326",45RTL5751688656
"230",249.4364,Highway,"27.90106246","84.53615067",45RTL5748488683
"231",1186.501,Highway,"27.87535500","84.58470645",45RTL6220985739
"231",1186.501,Highway,"27.87536842","84.58473445",45RTL6221285740
"231",1186.501,Highway,"27.87556892","84.58480344",45RTL6221985762
"231",1186.501,Highway,"27.87569236","84.58495644",45RTL6223485776
"231",1186.501,Highway,"27.87662275","84.58634580",45RTL6237385876
"231",1186.501,Highway,"27.87672336","84.58656215",45RTL6239585887
"231",1186.501,Highway,"27.87685732","84.58689293",45RTL6242885901
"231",1186.501,Highway,"27.87695820","84.58704581",45RTL6244385912
"231",1186.501,Highway,"27.87749733","84.58759460",45RTL6249885971
"231",1186.501,Highway,"27.87771047","84.58787503",45RTL6252685994
"231",1186.501,Highway,"27.87785560","84.58823127",45RTL6256286009
"231",1186.501,Highway,"27.87794394","84.58867607",45RTL6260686018
"231",1186.501,Highway,"27.87794394","84.58867607",45RTL6260686018
"231",1186.501,Highway,"27.87794275","84.58895535",45RTL6263386017
"231",1186.501,Highway,"27.87787328","84.58937390",45RTL6267486009
"231",1186.501,Highway,"27.87767760","84.59028687",45RTL6276485985
"231",1186.501,Highway,"27.87761957","84.59066740",45RTL6280185978
"231",1186.501,Highway,"27.87753794","84.59128900",45RTL6286285968
"231",1186.501,Highway,"27.87745751","84.59163132",45RTL6289685958
"231",1186.501,Highway,"27.87735495","84.59187196",45RTL6291985946
"231",1186.501,Highway,"27.87718465","84.59212493",45RTL6294485927
"231",1186.501,Highway,"27.87689022","84.59238992",45RTL6296985894
"231",1186.501,Highway,"27.87672019","84.59257942",45RTL6298785875
"231",1186.501,Highway,"27.87659529","84.59276916",45RTL6300685861
"231",1186.501,Highway,"27.87617481","84.59349046",45RTL6307685813
"231",1186.501,Highway,"27.87566429","84.59416049",45RTL6314185755
"231",1186.501,Highway,"27.87561200","84.59425351",45RTL6315085749
"231",1186.501,Highway,"27.87536604","84.59478788",45RTL6320285720
"231",1186.501,Highway,"27.87535694","84.59480369",45RTL6320485719
"232",348.5824,Highway,"27.87535546","84.54034846",45RTL5784085826
"232",348.5824,Highway,"27.87588407","84.54017590",45RTL5782585885
"232",348.5824,Highway,"27.87685736","84.53994778",45RTL5780485993
"232",348.5824,Highway,"27.87730888","84.53987385",45RTL5779886043
"232",348.5824,Highway,"27.87753900","84.53987499",45RTL5779986069
"232",348.5824,Highway,"27.87782765","84.53990816",45RTL5780386101
"232",348.5824,Highway,"27.87812062","84.53999213",45RTL5781286133
"232",348.5824,Highway,"27.87842702","84.54010473",45RTL5782386167
"233",1201.969,Highway,"27.91202124","84.50180974",45RTL5412889966
"233",1201.969,Highway,"27.91209580","84.50177833",45RTL5412589975
"233",1201.969,Highway,"27.91220875","84.50174076",45RTL5412189987
"233",1201.969,Highway,"27.91239382","84.50172256",45RTL5412090008
"233",1201.969,Highway,"27.91247287","84.50169753",45RTL5411890017
"233",1201.969,Highway,"27.91255200","84.50165345",45RTL5411490025
"233",1201.969,Highway,"27.91268329","84.50153341",45RTL5410290040
"233",1201.969,Highway,"27.91284179","84.50137541",45RTL5408790058
"233",1201.969,Highway,"27.91337415","84.50078101",45RTL5403090118
"233",1201.969,Highway,"27.91413321","84.49988286",45RTL5394390204
"233",1201.969,Highway,"27.91452967","84.49943386",45RTL5390090249
"233",1201.969,Highway,"27.91479006","84.49917472",45RTL5387590278
"233",1201.969,Highway,"27.91491456","84.49906100",45RTL5386490293
"233",1201.969,Highway,"27.91507283","84.49896648",45RTL5385590310
"233",1201.969,Highway,"27.91534407","84.49882804",45RTL5384290341
"233",1201.969,Highway,"27.91558584","84.49872755",45RTL5383290368
"233",1201.969,Highway,"27.91579584","84.49867772",45RTL5382890391
"233",1201.969,Highway,"27.91627422","84.49865451",45RTL5382790444
"233",1201.969,Highway,"27.91691272","84.49865109",45RTL5382890515
"233",1201.969,Highway,"27.91701646","84.49866427",45RTL5382990526
"233",1201.969,Highway,"27.91711568","84.49867742",45RTL5383190537
"233",1201.969,Highway,"27.91730057","84.49871002",45RTL5383590558
"233",1201.969,Highway,"27.91755963","84.49881915",45RTL5384690586
"233",1201.969,Highway,"27.91787039","84.49897933",45RTL5386290620
"233",1201.969,Highway,"27.91799890","84.49900532",45RTL5386590634
"233",1201.969,Highway,"27.91826514","84.49900019",45RTL5386590664
"233",1201.969,Highway,"27.91887903","84.49893951",45RTL5386190732
"233",1201.969,Highway,"27.91902565","84.49894653",45RTL5386290748
"233",1201.969,Highway,"27.91914948","84.49901695",45RTL5386990762
"233",1201.969,Highway,"27.91923931","84.49913166",45RTL5388190772
"233",1201.969,Highway,"27.91943018","84.49938018",45RTL5390590792
"233",1201.969,Highway,"27.91957635","84.49951420",45RTL5391990808
"233",1201.969,Highway,"27.91972260","84.49962282",45RTL5393090824
"233",1201.969,Highway,"27.92002678","84.49973217",45RTL5394190858
"233",1201.969,Highway,"27.92081103","84.49997707",45RTL5396790944
"233",1201.969,Highway,"27.92099140","84.50000965",45RTL5397190964
"233",1201.969,Highway,"27.92112000","84.50001024",45RTL5397190978
"233",1201.969,Highway,"27.92149916","84.49997389",45RTL5396991020
"234",2794.422,Highway,"27.87842702","84.54010473",45RTL5782386167
"234",2794.422,Highway,"27.87855975","84.54020060",45RTL5783386181
"234",2794.422,Highway,"27.87867659","84.54032495",45RTL5784686194
"234",2794.422,Highway,"27.87896365","84.54076436",45RTL5788986225
"234",2794.422,Highway,"27.87952802","84.54182720",45RTL5799586285
"234",2794.422,Highway,"27.87989335","84.54244473",45RTL5805786324
"234",2794.422,Highway,"27.88025606","84.54315112",45RTL5812786363
"234",2794.422,Highway,"27.88054762","84.54359056",45RTL5817186395
"234",2794.422,Highway,"27.88074977","84.54382008",45RTL5819486417
"234",2794.422,Highway,"27.88095212","84.54399883",45RTL5821286439
"234",2794.422,Highway,"27.88115020","84.54411407",45RTL5822486460
"234",2794.422,Highway,"27.88134172","84.54417851",45RTL5823186482
"234",2794.422,Highway,"27.88149288","84.54417926",45RTL5823186498
"234",2794.422,Highway,"27.88159007","84.54413531",45RTL5822786509
"234",2794.422,Highway,"27.88166943","84.54403415",45RTL5821886518
"234",2794.422,Highway,"27.88176040","84.54385052",45RTL5820086529
"234",2794.422,Highway,"27.88190163","84.54350845",45RTL5816686545
"234",2794.422,Highway,"27.88199934","84.54333120",45RTL5814986556
"234",2794.422,Highway,"27.88219216","84.54306556",45RTL5812386578
"234",2794.422,Highway,"27.88292187","84.54224400",45RTL5804486661
"234",2794.422,Highway,"27.88376711","84.54130239",45RTL5795386756
"234",2794.422,Highway,"27.88398256","84.54101781",45RTL5792686781
"234",2794.422,Highway,"27.88415732","84.54075207",45RTL5790086800
"234",2794.422,Highway,"27.88435001","84.54051816",45RTL5787786822
"234",2794.422,Highway,"27.88462171","84.54027194",45RTL5785486853
"234",2794.422,Highway,"27.88506956","84.53998216",45RTL5782686903
"234",2794.422,Highway,"27.88544718","84.53976821",45RTL5780686945
"234",2794.422,Highway,"27.88565729","84.53969307",45RTL5779986969
"234",2794.422,Highway,"27.88588756","84.53965613",45RTL5779686994
"234",2794.422,Highway,"27.88632309","84.53963290",45RTL5779487043
"234",2794.422,Highway,"27.88718040","84.53963715",45RTL5779787138
"234",2794.422,Highway,"27.88755253","84.53967073",45RTL5780187179
"234",2794.422,Highway,"27.88822884","84.53980739",45RTL5781687254
"234",2794.422,Highway,"27.88850393","84.53984685",45RTL5782087284
"234",2794.422,Highway,"27.88870698","84.53984785",45RTL5782187306
"234",2794.422,Highway,"27.88933465","84.53973035",45RTL5781187376
"234",2794.422,Highway,"27.88947462","84.53970565",45RTL5780987392
"234",2794.422,Highway,"27.88967760","84.53972571",45RTL5781187414
"234",2794.422,Highway,"27.89041700","84.53988173",45RTL5782887496
"234",2794.422,Highway,"27.89060200","84.53988265",45RTL5782987516
"234",2794.422,Highway,"27.89097440","84.53984640",45RTL5782687558
"234",2794.422,Highway,"27.89122956","84.53979054",45RTL5782187586
"234",2794.422,Highway,"27.89154579","84.53969688",45RTL5781287621
"234",2794.422,Highway,"27.89196369","84.53956564",45RTL5780087668
"234",2794.422,Highway,"27.89214871","84.53956021",45RTL5780087688
"234",2794.422,Highway,"27.89229070","84.53959900",45RTL5780487704
"234",2794.422,Highway,"27.89259475","84.53973383",45RTL5781887738
"234",2794.422,Highway,"27.89281998","84.53983017",45RTL5782887762
"234",2794.422,Highway,"27.89313995","84.53993333",45RTL5783987798
"234",2794.422,Highway,"27.89355698","84.54002427",45RTL5784987844
"234",2794.422,Highway,"27.89427860","84.54011039",45RTL5785987923
"234",2794.422,Highway,"27.89444784","84.54010488",45RTL5785987942
"234",2794.422,Highway,"27.89461724","84.54005493",45RTL5785487961
"234",2794.422,Highway,"27.89572459","84.53958429",45RTL5781188085
"234",2794.422,Highway,"27.89614052","84.53937876",45RTL5779188131
"234",2794.422,Highway,"27.89619478","84.53935173",45RTL5778988137
"234",2794.422,Highway,"27.89639815","84.53927020",45RTL5778188160
"234",2794.422,Highway,"27.89657881","84.53922666",45RTL5777788180
"234",2794.422,Highway,"27.89689476","84.53920283",45RTL5777688215
"234",2794.422,Highway,"27.89763949","84.53914939",45RTL5777288298
"234",2794.422,Highway,"27.89794880","84.53909378",45RTL5776788332
"234",2794.422,Highway,"27.89818599","84.53901877",45RTL5776088359
"234",2794.422,Highway,"27.89848667","84.53886155",45RTL5774688392
"234",2794.422,Highway,"27.89878085","84.53863445",45RTL5772488425
"234",2794.422,Highway,"27.89913612","84.53836322",45RTL5769888465
"234",2794.422,Highway,"27.89950538","84.53797777",45RTL5766188507
"235",333.862,Highway,"27.91226178","84.50574752",45RTL5451689985
"235",333.862,Highway,"27.91211370","84.50429280",45RTL5437389972
"235",333.862,Highway,"27.91204352","84.50374008",45RTL5431889965
"235",333.862,Highway,"27.91195472","84.50334600",45RTL5427989956
"235",333.862,Highway,"27.91185903","84.50298364",45RTL5424389946
"235",333.862,Highway,"27.91181483","84.50272945",45RTL5421889942
"235",333.862,Highway,"27.91181101","84.50253895",45RTL5419989942
"235",333.862,Highway,"27.91180248","84.50240430",45RTL5418689941
"236",36.49293,Highway,"27.91184643","84.50210799",45RTL5415789946
"236",36.49293,Highway,"27.91186250","84.50203123",45RTL5414989948
"236",36.49293,Highway,"27.91190350","84.50192348",45RTL5413989953
"236",36.49293,Highway,"27.91202124","84.50180974",45RTL5412889966
"237",30.88411,Highway,"27.98909742","84.32351169",45RTL3676098881
"237",30.88411,Highway,"27.98908991","84.32382555",45RTL3679198879
"238",391.9831,Highway,"27.98867332","84.31962748",45RTL3637798842
"238",391.9831,Highway,"27.98883274","84.31995963",45RTL3641098859
"238",391.9831,Highway,"27.98891356","84.32012888",45RTL3642798868
"238",391.9831,Highway,"27.98896736","84.32028154",45RTL3644298874
"238",391.9831,Highway,"27.98900090","84.32040999",45RTL3645598877
"238",391.9831,Highway,"27.98903885","84.32058484",45RTL3647298881
"238",391.9831,Highway,"27.98907667","84.32081370",45RTL3649498884
"238",391.9831,Highway,"27.98912102","84.32114233",45RTL3652798889
"238",391.9831,Highway,"27.98914742","84.32143343",45RTL3655698891
"238",391.9831,Highway,"27.98915113","84.32177656",45RTL3658998891
"238",391.9831,Highway,"27.98915113","84.32177656",45RTL3658998891
"238",391.9831,Highway,"27.98909742","84.32351169",45RTL3676098881
