fid,LENGTH,FEATURES,y,x,mgrs
"105",63.76501,Bridge Road,"27.80692613","84.83384423",45RTL8661077697
"106",10.73546,Highway,"27.80628195","84.83404229",45RTL8662977625
"106",10.73546,Highway,"27.80636798","84.83399220",45RTL8662477635
"107",1839.537,Highway,"27.80778314","84.77340670",45RTL8065777898
"107",1839.537,Highway,"27.80763589","84.77311070",45RTL8062777882
"107",1839.537,Highway,"27.80757329","84.77300877",45RTL8061777876
"107",1839.537,Highway,"27.80751714","84.77296397",45RTL8061277870
"107",1839.537,Highway,"27.80741121","84.77294419",45RTL8061077858
"107",1839.537,Highway,"27.80677045","84.77294917",45RTL8060977787
"107",1839.537,Highway,"27.80661038","84.77292901",45RTL8060777769
"107",1839.537,Highway,"27.80652032","84.77289665",45RTL8060477759
"107",1839.537,Highway,"27.80645072","84.77283590",45RTL8059877752
"107",1839.537,Highway,"27.80637897","84.77275610",45RTL8059077744
"107",1839.537,Highway,"27.80633877","84.77268287",45RTL8058277739
"107",1839.537,Highway,"27.80628969","84.77258421",45RTL8057377734
"107",1839.537,Highway,"27.80627453","84.77246992",45RTL8056177733
"107",1839.537,Highway,"27.80626819","84.77239376",45RTL8055477732
"107",1839.537,Highway,"27.80627773","84.77230185",45RTL8054577733
"107",1839.537,Highway,"27.80630295","84.77222909",45RTL8053877736
"107",1839.537,Highway,"27.80634848","84.77215646",45RTL8053177741
"107",1839.537,Highway,"27.80642114","84.77207452",45RTL8052377750
"107",1839.537,Highway,"27.80647103","84.77202730",45RTL8051877755
"107",1839.537,Highway,"27.80651630","84.77200224",45RTL8051677760
"107",1839.537,Highway,"27.80659538","84.77198060",45RTL8051477769
"107",1839.537,Highway,"27.80670809","84.77199726",45RTL8051677782
"107",1839.537,Highway,"27.80691309","84.77205262",45RTL8052177804
"107",1839.537,Highway,"27.80703252","84.77207884",45RTL8052477817
"107",1839.537,Highway,"27.80713848","84.77209227",45RTL8052677829
"107",1839.537,Highway,"27.80726481","84.77209317",45RTL8052677843
"107",1839.537,Highway,"27.80731670","84.77209353",45RTL8052677849
"107",1839.537,Highway,"27.80739124","84.77207820",45RTL8052577857
"107",1839.537,Highway,"27.80745011","84.77204056",45RTL8052177864
"107",1839.537,Highway,"27.80751134","84.77198390",45RTL8051677871
"107",1839.537,Highway,"27.80757957","84.77188607",45RTL8050677878
"107",1839.537,Highway,"27.80761401","84.77177848",45RTL8049677882
"107",1839.537,Highway,"27.80762360","84.77167705",45RTL8048677884
"107",1839.537,Highway,"27.80762458","84.77150199",45RTL8046977884
"107",1839.537,Highway,"27.80762491","84.77144236",45RTL8046377884
"107",1839.537,Highway,"27.80762491","84.77144236",45RTL8046377884
"107",1839.537,Highway,"27.80760134","84.77122019",45RTL8044177882
"107",1839.537,Highway,"27.80754150","84.77062350",45RTL8038277876
"107",1839.537,Highway,"27.80752654","84.77047433",45RTL8036777875
"107",1839.537,Highway,"27.80752758","84.77028722",45RTL8034977875
"107",1839.537,Highway,"27.80758447","84.76979602",45RTL8030077883
"107",1839.537,Highway,"27.80764919","84.76951738",45RTL8027377890
"107",1839.537,Highway,"27.80773430","84.76922302",45RTL8024477900
"107",1839.537,Highway,"27.80785352","84.76888133",45RTL8021177914
"107",1839.537,Highway,"27.80795873","84.76862517",45RTL8018677926
"107",1839.537,Highway,"27.80808172","84.76841671",45RTL8016577940
"107",1839.537,Highway,"27.80818402","84.76827787",45RTL8015277952
"107",1839.537,Highway,"27.80828383","84.76818026",45RTL8014377963
"107",1839.537,Highway,"27.80839490","84.76808589",45RTL8013477976
"107",1839.537,Highway,"27.80851257","84.76802328",45RTL8012877989
"107",1839.537,Highway,"27.80863237","84.76798290",45RTL8012478002
"107",1839.537,Highway,"27.80874533","84.76795515",45RTL8012178015
"107",1839.537,Highway,"27.80910204","84.76791008",45RTL8011878054
"107",1839.537,Highway,"27.80924431","84.76788571",45RTL8011578070
"107",1839.537,Highway,"27.80947256","84.76781754",45RTL8010978095
"107",1839.537,Highway,"27.80977315","84.76772133",45RTL8010078129
"107",1839.537,Highway,"27.80999475","84.76763091",45RTL8009278154
"107",1839.537,Highway,"27.81013503","84.76755895",45RTL8008578169
"107",1839.537,Highway,"27.81028444","84.76746802",45RTL8007678186
"107",1839.537,Highway,"27.81049051","84.76732991",45RTL8006378209
"107",1839.537,Highway,"27.81059473","84.76725135",45RTL8005678221
"107",1839.537,Highway,"27.81068998","84.76716321",45RTL8004778232
"107",1839.537,Highway,"27.81096882","84.76692095",45RTL8002478263
"107",1839.537,Highway,"27.81119100","84.76672587",45RTL8000578288
"107",1839.537,Highway,"27.81136316","84.76660021",45RTL7999378307
"107",1839.537,Highway,"27.81175484","84.76635239",45RTL7996978351
"107",1839.537,Highway,"27.81204234","84.76617680",45RTL7995378383
"107",1839.537,Highway,"27.81214430","84.76609822",45RTL7994578395
"107",1839.537,Highway,"27.81221234","84.76603526",45RTL7993978402
"107",1839.537,Highway,"27.81227595","84.76595641",45RTL7993278409
"107",1839.537,Highway,"27.81233975","84.76584268",45RTL7992078417
"107",1839.537,Highway,"27.81241751","84.76565292",45RTL7990278426
"107",1839.537,Highway,"27.81249505","84.76550122",45RTL7988778435
"107",1839.537,Highway,"27.81256339","84.76538434",45RTL7987678442
"107",1839.537,Highway,"27.81309196","84.76445238",45RTL7978578503
"107",1839.537,Highway,"27.81366910","84.76330507",45RTL7967378569
"107",1839.537,Highway,"27.81376060","84.76307924",45RTL7965178579
"107",1839.537,Highway,"27.81381776","84.76294135",45RTL7963878586
"107",1839.537,Highway,"27.81382689","84.76292239",45RTL7963678587
"107",1839.537,Highway,"27.81387283","84.76277363",45RTL7962178592
"107",1839.537,Highway,"27.81390068","84.76263427",45RTL7960778595
"107",1839.537,Highway,"27.81391486","84.76251701",45RTL7959678597
"107",1839.537,Highway,"27.81392735","84.76229825",45RTL7957478599
"107",1839.537,Highway,"27.81392735","84.76229825",45RTL7957478599
"107",1839.537,Highway,"27.81392170","84.76209521",45RTL7955478599
"107",1839.537,Highway,"27.81390239","84.76191429",45RTL7953678597
"107",1839.537,Highway,"27.81385596","84.76174269",45RTL7951978592
"107",1839.537,Highway,"27.81379143","84.76158048",45RTL7950378585
"107",1839.537,Highway,"27.81371556","84.76142770",45RTL7948878577
"107",1839.537,Highway,"27.81363730","84.76130029",45RTL7947578569
"107",1839.537,Highway,"27.81354330","84.76116324",45RTL7946278559
"107",1839.537,Highway,"27.81341989","84.76104186",45RTL7945078545
"108",349.1324,Highway,"27.80754484","84.75655116",45RTL7899577902
"108",349.1324,Highway,"27.80747340","84.75641428",45RTL7898277894
"108",349.1324,Highway,"27.80698506","84.75577659",45RTL7891877841
"108",349.1324,Highway,"27.80683028","84.75561376",45RTL7890177825
"108",349.1324,Highway,"27.80672923","84.75552743",45RTL7889377814
"108",349.1324,Highway,"27.80656513","84.75541846",45RTL7888277796
"108",349.1324,Highway,"27.80623699","84.75518784",45RTL7885877760
"108",349.1324,Highway,"27.80615840","84.75512070",45RTL7885177751
"108",349.1324,Highway,"27.80605735","84.75503436",45RTL7884377740
"108",349.1324,Highway,"27.80555467","84.75454247",45RTL7879377685
"108",349.1324,Highway,"27.80519538","84.75423235",45RTL7876277646
"109",1114.337,Highway,"27.80423763","84.86129745",45RTL8931077351
"109",1114.337,Highway,"27.80441931","84.86110479",45RTL8929277372
"109",1114.337,Highway,"27.80455118","84.86094218",45RTL8927677387
"109",1114.337,Highway,"27.80485213","84.86043711",45RTL8922777421
"109",1114.337,Highway,"27.80492744","84.86029816",45RTL8921377429
"109",1114.337,Highway,"27.80502987","84.86015308",45RTL8919977441
"109",1114.337,Highway,"27.80513210","84.86003971",45RTL8918877453
"109",1114.337,Highway,"27.80560434","84.85956136",45RTL8914277506
"109",1114.337,Highway,"27.80606495","84.85914001",45RTL8910177558
"109",1114.337,Highway,"27.80630324","84.85891353",45RTL8907977584
"109",1114.337,Highway,"27.80641687","84.85878122",45RTL8906777597
"109",1114.337,Highway,"27.80654209","84.85859826",45RTL8904977611
"109",1114.337,Highway,"27.80661060","84.85846559",45RTL8903677619
"109",1114.337,Highway,"27.80667451","84.85834558",45RTL8902477626
"109",1114.337,Highway,"27.80673194","84.85818111",45RTL8900877633
"109",1114.337,Highway,"27.80677816","84.85800387",45RTL8899177639
"109",1114.337,Highway,"27.80680174","84.85783913",45RTL8897477641
"109",1114.337,Highway,"27.80680779","84.85759180",45RTL8895077643
"109",1114.337,Highway,"27.80684227","84.85567012",45RTL8876177650
"109",1114.337,Highway,"27.80686193","84.85541021",45RTL8873577652
"109",1114.337,Highway,"27.80689699","84.85521385",45RTL8871677656
"109",1114.337,Highway,"27.80694326","84.85502709",45RTL8869877662
"109",1114.337,Highway,"27.80701447","84.85482150",45RTL8867777670
"109",1114.337,Highway,"27.80719505","84.85444233",45RTL8864077691
"109",1114.337,Highway,"27.80734820","84.85412003",45RTL8860977708
"109",1114.337,Highway,"27.80744446","84.85387657",45RTL8858577719
"109",1114.337,Highway,"27.80752713","84.85364252",45RTL8856277729
"109",1114.337,Highway,"27.80760100","84.85337035",45RTL8853677738
"109",1114.337,Highway,"27.80765899","84.85311390",45RTL8851077745
"109",1114.337,Highway,"27.80771700","84.85285429",45RTL8848577751
"109",1114.337,Highway,"27.80776856","84.85254071",45RTL8845477758
"109",1114.337,Highway,"27.80779757","84.85222695",45RTL8842377761
"109",1114.337,Highway,"27.80783026","84.85131696",45RTL8833477767
"110",273.7868,Highway,"27.80519538","84.75423235",45RTL7876277646
"110",273.7868,Highway,"27.80496634","84.75403350",45RTL7874277621
"110",273.7868,Highway,"27.80482273","84.75389043",45RTL7872777605
"110",273.7868,Highway,"27.80469257","84.75376393",45RTL7871577591
"110",273.7868,Highway,"27.80401787","84.75295879",45RTL7863477518
"110",273.7868,Highway,"27.80381633","84.75268148",45RTL7860677496
"110",273.7868,Highway,"27.80368206","84.75248075",45RTL7858677481
"110",273.7868,Highway,"27.80361053","84.75235974",45RTL7857477474
"110",273.7868,Highway,"27.80352111","84.75220690",45RTL7855977464
"111",74.07133,Highway,"27.80260621","84.87212825",45RTL9037477152
"111",74.07133,Highway,"27.80307207","84.87266731",45RTL9042877203
"112",8.4375,Bridge Trails &Tracks,"27.80254497","84.87217914",45RTL9037977145
"112",8.4375,Bridge Trails &Tracks,"27.80260621","84.87212825",45RTL9037477152
"113",194.8774,Highway,"27.80352111","84.75220690",45RTL7855977464
"113",194.8774,Highway,"27.80345865","84.75207644",45RTL7854677457
"113",194.8774,Highway,"27.80341193","84.75195560",45RTL7853477452
"113",194.8774,Highway,"27.80338095","84.75184438",45RTL7852377449
"113",194.8774,Highway,"27.80335262","84.75166024",45RTL7850577446
"113",194.8774,Highway,"27.80328743","84.75120310",45RTL7846077440
"113",194.8774,Highway,"27.80326776","84.75108562",45RTL7844877438
"113",194.8774,Highway,"27.80323463","84.75095536",45RTL7843577434
"113",194.8774,Highway,"27.80317934","84.75075074",45RTL7841577429
"113",194.8774,Highway,"27.80313537","84.75053922",45RTL7839477424
"113",194.8774,Highway,"27.80310284","84.75029669",45RTL7837077421
"114",80.14189,Bridge Road,"27.80310284","84.75029669",45RTL7837077421
"114",80.14189,Bridge Road,"27.80300343","84.74949109",45RTL7829077412
"115",181.8822,Highway,"27.80278760","84.74768632",45RTL7811277391
"115",181.8822,Highway,"27.80301737","84.74858478",45RTL7820177415
"115",181.8822,Highway,"27.80303689","84.74873080",45RTL7821577417
"115",181.8822,Highway,"27.80304287","84.74887610",45RTL7823077417
"115",181.8822,Highway,"27.80304287","84.74887610",45RTL7823077417
"115",181.8822,Highway,"27.80302347","84.74912397",45RTL7825477414
"115",181.8822,Highway,"27.80299988","84.74931410",45RTL7827377411
"115",181.8822,Highway,"27.80300343","84.74949109",45RTL7829077412
"116",1064.047,Highway,"27.80783026","84.85131696",45RTL8833477767
"116",1064.047,Highway,"27.80785166","84.85040689",45RTL8824477771
"116",1064.047,Highway,"27.80785166","84.85040689",45RTL8824477771
"116",1064.047,Highway,"27.80782811","84.85020056",45RTL8822477768
"116",1064.047,Highway,"27.80779527","84.85003855",45RTL8820877765
"116",1064.047,Highway,"27.80773771","84.84986049",45RTL8819077759
"116",1064.047,Highway,"27.80765964","84.84971400",45RTL8817577750
"116",1064.047,Highway,"27.80756999","84.84961815",45RTL8816677741
"116",1064.047,Highway,"27.80740601","84.84950270",45RTL8815477723
"116",1064.047,Highway,"27.80728905","84.84944470",45RTL8814877710
"116",1064.047,Highway,"27.80716516","84.84941202",45RTL8814577696
"116",1064.047,Highway,"27.80672564","84.84934517",45RTL8813777648
"116",1064.047,Highway,"27.80659032","84.84933778",45RTL8813677633
"116",1064.047,Highway,"27.80642108","84.84934280",45RTL8813677614
"116",1064.047,Highway,"27.80616581","84.84939791",45RTL8814177585
"116",1064.047,Highway,"27.80604834","84.84942236",45RTL8814477572
"116",1064.047,Highway,"27.80589939","84.84943072",45RTL8814477556
"116",1064.047,Highway,"27.80575507","84.84942008",45RTL8814377540
"116",1064.047,Highway,"27.80559061","84.84938075",45RTL8813977522
"116",1064.047,Highway,"27.80545094","84.84934795",45RTL8813577506
"116",1064.047,Highway,"27.80507315","84.84914837",45RTL8811577465
"116",1064.047,Highway,"27.80496747","84.84909047",45RTL8810977453
"116",1064.047,Highway,"27.80484817","84.84904514",45RTL8810477440
"116",1064.047,Highway,"27.80447652","84.84894711",45RTL8809477399
"116",1064.047,Highway,"27.80427387","84.84888210",45RTL8808777377
"116",1064.047,Highway,"27.80412323","84.84879847",45RTL8807877360
"116",1064.047,Highway,"27.80398853","84.84868960",45RTL8806777345
"116",1064.047,Highway,"27.80388099","84.84856824",45RTL8805577334
"116",1064.047,Highway,"27.80373116","84.84835142",45RTL8803477317
"116",1064.047,Highway,"27.80357496","84.84807112",45RTL8800677301
"116",1064.047,Highway,"27.80349927","84.84790562",45RTL8798977293
"116",1064.047,Highway,"27.80345728","84.84776258",45RTL8797577288
"116",1064.047,Highway,"27.80337788","84.84746702",45RTL8794677280
"116",1064.047,Highway,"27.80329777","84.84728563",45RTL8792877271
"116",1064.047,Highway,"27.80321955","84.84716450",45RTL8791677263
"116",1064.047,Highway,"27.80307840","84.84700484",45RTL8790077247
"116",1064.047,Highway,"27.80298857","84.84693754",45RTL8789377238
"116",1064.047,Highway,"27.80282687","84.84681577",45RTL8788077220
"116",1064.047,Highway,"27.80273041","84.84672623",45RTL8787177209
"116",1064.047,Highway,"27.80261384","84.84660481",45RTL8785977197
"116",1064.047,Highway,"27.80247276","84.84643246",45RTL8784277181
"116",1064.047,Highway,"27.80238338","84.84629222",45RTL8782877172
"116",1064.047,Highway,"27.80230086","84.84613619",45RTL8781277163
"116",1064.047,Highway,"27.80223639","84.84598029",45RTL8779777156
"116",1064.047,Highway,"27.80214759","84.84574492",45RTL8777477147
"116",1064.047,Highway,"27.80205003","84.84546508",45RTL8774677136
"116",1064.047,Highway,"27.80179290","84.84471781",45RTL8767277109
"117",128.4202,Highway,"27.80254497","84.87217914",45RTL9037977145
"117",128.4202,Highway,"27.80240946","84.87220279",45RTL9038177130
"117",128.4202,Highway,"27.80215176","84.87228319",45RTL9038977101
"117",128.4202,Highway,"27.80195263","84.87237674",45RTL9039877079
"117",128.4202,Highway,"27.80173309","84.87248916",45RTL9040877055
"117",128.4202,Highway,"27.80148154","84.87266729",45RTL9042577026
"118",211.6172,Highway,"27.80117843","84.86957342",45RTL9012076998
"118",211.6172,Highway,"27.80114128","84.86938284",45RTL9010176994
"118",211.6172,Highway,"27.80097794","84.86844916",45RTL9000976978
"118",211.6172,Highway,"27.80080588","84.86746721",45RTL8991276960
"119",780.2775,Highway,"27.80080588","84.86746721",45RTL8991276960
"119",780.2775,Highway,"27.80074279","84.86709630",45RTL8987576954
"119",780.2775,Highway,"27.80071751","84.86681068",45RTL8984776952
"119",780.2775,Highway,"27.80070726","84.86664568",45RTL8983076951
"119",780.2775,Highway,"27.80070265","84.86594161",45RTL8976176952
"119",780.2775,Highway,"27.80073171","84.86562470",45RTL8973076955
"119",780.2775,Highway,"27.80075582","84.86537753",45RTL8970676958
"119",780.2775,Highway,"27.80079089","84.86518118",45RTL8968676963
"119",780.2775,Highway,"27.80083281","84.86497220",45RTL8966676968
"119",780.2775,Highway,"27.80088363","84.86478233",45RTL8964776974
"119",780.2775,Highway,"27.80093865","84.86464322",45RTL8963476980
"119",780.2775,Highway,"27.80100748","84.86445983",45RTL8961676988
"119",780.2775,Highway,"27.80108751","84.86428921",45RTL8959976997
"119",780.2775,Highway,"27.80116742","84.86413761",45RTL8958477006
"119",780.2775,Highway,"27.80130393","84.86395475",45RTL8956677022
"119",780.2775,Highway,"27.80142884","84.86382254",45RTL8955477036
"119",780.2775,Highway,"27.80181944","84.86341335",45RTL8951477080
"119",780.2775,Highway,"27.80255390","84.86285465",45RTL8946077162
"119",780.2775,Highway,"27.80275785","84.86271038",45RTL8944777185
"119",780.2775,Highway,"27.80297331","84.86252813",45RTL8942977209
"119",780.2775,Highway,"27.80423763","84.86129745",45RTL8931077351
"120",1407.384,Highway,"27.80179290","84.84471781",45RTL8767277109
"120",1407.384,Highway,"27.80171508","84.84453010",45RTL8765377101
"120",1407.384,Highway,"27.80167301","84.84439974",45RTL8764077096
"120",1407.384,Highway,"27.80149597","84.84383704",45RTL8758477078
"120",1407.384,Highway,"27.80131473","84.84322039",45RTL8752377059
"120",1407.384,Highway,"27.80092918","84.84170150",45RTL8737377018
"120",1407.384,Highway,"27.80089646","84.84151731",45RTL8735577015
"120",1407.384,Highway,"27.80087506","84.84132686",45RTL8733677013
"120",1407.384,Highway,"27.80085821","84.84113011",45RTL8731677012
"120",1407.384,Highway,"27.80084828","84.84090804",45RTL8729477011
"120",1407.384,Highway,"27.80084936","84.84073045",45RTL8727777011
"120",1407.384,Highway,"27.80086842","84.84056568",45RTL8726177014
"120",1407.384,Highway,"27.80090307","84.84043275",45RTL8724877018
"120",1407.384,Highway,"27.80100659","84.84010373",45RTL8721677030
"120",1407.384,Highway,"27.80121730","84.83958524",45RTL8716577054
"120",1407.384,Highway,"27.80132013","84.83937038",45RTL8714477066
"120",1407.384,Highway,"27.80139539","84.83923776",45RTL8713177074
"120",1407.384,Highway,"27.80146380","84.83911777",45RTL8711977082
"120",1407.384,Highway,"27.80157756","84.83896008",45RTL8710477095
"120",1407.384,Highway,"27.80170253","84.83881515",45RTL8709077109
"120",1407.384,Highway,"27.80188867","84.83862630",45RTL8707277130
"120",1407.384,Highway,"27.80213818","84.83840621",45RTL8705077158
"120",1407.384,Highway,"27.80276574","84.83797274",45RTL8700977228
"120",1407.384,Highway,"27.80289268","84.83787350",45RTL8699977243
"120",1407.384,Highway,"27.80311267","84.83768426",45RTL8698177267
"120",1407.384,Highway,"27.80344603","84.83740139",45RTL8695477305
"120",1407.384,Highway,"27.80379732","84.83713768",45RTL8692977344
"120",1407.384,Highway,"27.80381998","84.83712200",45RTL8692777347
"120",1407.384,Highway,"27.80415523","84.83689939",45RTL8690677384
"120",1407.384,Highway,"27.80433189","84.83678658",45RTL8689577404
"120",1407.384,Highway,"27.80452877","84.83668660",45RTL8688677426
"120",1407.384,Highway,"27.80472107","84.83659927",45RTL8687777448
"120",1407.384,Highway,"27.80504440","84.83648123",45RTL8686677484
"120",1407.384,Highway,"27.80538789","84.83638871",45RTL8685877522
"120",1407.384,Highway,"27.80552355","84.83633901",45RTL8685377537
"120",1407.384,Highway,"27.80566606","84.83627667",45RTL8684877553
"120",1407.384,Highway,"27.80582448","84.83619542",45RTL8684077571
"120",1407.384,Highway,"27.80633866","84.83585684",45RTL8680777628
"120",1407.384,Highway,"27.80637718","84.83582922",45RTL8680577632
"120",1407.384,Highway,"27.80641806","84.83578450",45RTL8680077637
"120",1407.384,Highway,"27.80645227","84.83572450",45RTL8679577641
"120",1407.384,Highway,"27.80646185","84.83563260",45RTL8678677642
"120",1407.384,Highway,"27.80646185","84.83563260",45RTL8678677642
"120",1407.384,Highway,"27.80643172","84.83539133",45RTL8676277639
"120",1407.384,Highway,"27.80636143","84.83507681",45RTL8673177632
"120",1407.384,Highway,"27.80631050","84.83491785",45RTL8671577627
"120",1407.384,Highway,"27.80628905","84.83473374",45RTL8669777625
"120",1407.384,Highway,"27.80625671","84.83448611",45RTL8667277621
"120",1407.384,Highway,"27.80623541","84.83427663",45RTL8665277619
"120",1407.384,Highway,"27.80622927","84.83417192",45RTL8664177619
"120",1407.384,Highway,"27.80624325","84.83409908",45RTL8663477621
"120",1407.384,Highway,"27.80628195","84.83404229",45RTL8662977625
"121",411.8939,Highway,"27.80063325","84.87266749",45RTL9042476932
"121",411.8939,Highway,"27.80062434","84.87264965",45RTL9042276931
"121",411.8939,Highway,"27.80063206","84.87249939",45RTL9040776933
"121",411.8939,Highway,"27.80064628","84.87239168",45RTL9039776934
"121",411.8939,Highway,"27.80067830","84.87232217",45RTL9039076938
"121",411.8939,Highway,"27.80077171","84.87217703",45RTL9037676949
"121",411.8939,Highway,"27.80087391","84.87207002",45RTL9036576960
"121",411.8939,Highway,"27.80094654","84.87200083",45RTL9035976968
"121",411.8939,Highway,"27.80104613","84.87195089",45RTL9035476979
"121",411.8939,Highway,"27.80136220","84.87191535",45RTL9035177015
"121",411.8939,Highway,"27.80149103","84.87187832",45RTL9034877029
"121",411.8939,Highway,"27.80159734","84.87183477",45RTL9034477041
"121",411.8939,Highway,"27.80173334","84.87173437",45RTL9033477056
"121",411.8939,Highway,"27.80184021","84.87160203",45RTL9032177068
"121",411.8939,Highway,"27.80189721","84.87150734",45RTL9031277074
"121",411.8939,Highway,"27.80192476","84.87143145",45RTL9030477078
"121",411.8939,Highway,"27.80192476","84.87143145",45RTL9030477078
"121",411.8939,Highway,"27.80192077","84.87134896",45RTL9029677077
"121",411.8939,Highway,"27.80189877","84.87125999",45RTL9028777075
"121",411.8939,Highway,"27.80168234","84.87087770",45RTL9024977052
"121",411.8939,Highway,"27.80157937","84.87075002",45RTL9023777041
"121",411.8939,Highway,"27.80151249","84.87062263",45RTL9022477033
"121",411.8939,Highway,"27.80143485","84.87041270",45RTL9020377025
"121",411.8939,Highway,"27.80135729","84.87019009",45RTL9018177017
"121",411.8939,Highway,"27.80128424","84.86996751",45RTL9015977009
"121",411.8939,Highway,"27.80122904","84.86977679",45RTL9014077003
"121",411.8939,Highway,"27.80117843","84.86957342",45RTL9012076998
"122",216.3016,Highway,"27.81314146","84.83125345",45RTL8636778390
"122",216.3016,Highway,"27.81327135","84.83103813",45RTL8634678405
"122",216.3016,Highway,"27.81328958","84.83100782",45RTL8634378407
"122",216.3016,Highway,"27.81343099","84.83075389",45RTL8631978423
"122",216.3016,Highway,"27.81356802","84.83047582",45RTL8629178439
"122",216.3016,Highway,"27.81363696","84.83026701",45RTL8627178447
"122",216.3016,Highway,"27.81368992","84.83008979",45RTL8625478453
"122",216.3016,Highway,"27.81375916","84.82983023",45RTL8622878461
"122",216.3016,Highway,"27.81378764","84.82959574",45RTL8620578464
"122",216.3016,Highway,"27.81379563","84.82939281",45RTL8618578466
"122",216.3016,Highway,"27.81379659","84.82923233",45RTL8616978466
"123",311.0147,Highway,"27.81190328","84.79045213",45RTL8234478324
"123",311.0147,Highway,"27.81193748","84.79038895",45RTL8233878328
"123",311.0147,Highway,"27.81198761","84.79030367",45RTL8233078334
"123",311.0147,Highway,"27.81205123","84.79022484",45RTL8232278341
"123",311.0147,Highway,"27.81212385","84.79014925",45RTL8231578349
"123",311.0147,Highway,"27.81230062","84.79001097",45RTL8230278369
"123",311.0147,Highway,"27.81252715","84.78985085",45RTL8228678395
"123",311.0147,Highway,"27.81269945","84.78970302",45RTL8227278414
"123",311.0147,Highway,"27.81277668","84.78961160",45RTL8226378423
"123",311.0147,Highway,"27.81283352","84.78953589",45RTL8225678429
"123",311.0147,Highway,"27.81285866","84.78947898",45RTL8225078432
"123",311.0147,Highway,"27.81287713","84.78940617",45RTL8224378434
"123",311.0147,Highway,"27.81288198","84.78934721",45RTL8223878435
"123",311.0147,Highway,"27.81288433","84.78933010",45RTL8223678435
"123",311.0147,Highway,"27.81288433","84.78933010",45RTL8223678435
"123",311.0147,Highway,"27.81286675","84.78924750",45RTL8222878433
"123",311.0147,Highway,"27.81282891","84.78915842",45RTL8221978429
"123",311.0147,Highway,"27.81277087","84.78905016",45RTL8220878423
"123",311.0147,Highway,"27.81259397","84.78881735",45RTL8218578404
"123",311.0147,Highway,"27.81246393","84.78867368",45RTL8217078390
"123",311.0147,Highway,"27.81221924","84.78845941",45RTL8214978363
"123",311.0147,Highway,"27.81214983","84.78836693",45RTL8213978355
"123",311.0147,Highway,"27.81212993","84.78829701",45RTL8213378353
"123",311.0147,Highway,"27.81212139","84.78821131",45RTL8212478353
"123",311.0147,Highway,"27.81214666","84.78813220",45RTL8211678356
"124",240.4354,Highway,"27.87303434","84.61560703",45RTL6524785422
"124",240.4354,Highway,"27.87302615","84.61592434",45RTL6527985420
"124",240.4354,Highway,"27.87297876","84.61643184",45RTL6532885414
"124",240.4354,Highway,"27.87277984","84.61803018",45RTL6548585389
"125",213.2654,Highway,"27.87277984","84.61803018",45RTL6548585389
"125",213.2654,Highway,"27.87250625","84.62017394",45RTL6569685355
"126",251.1518,Highway,"27.87250625","84.62017394",45RTL6569685355
"126",251.1518,Highway,"27.87220626","84.62266155",45RTL6594085317
"126",251.1518,Highway,"27.87219931","84.62270086",45RTL6594485316
"127",397.2177,Highway,"27.87218969","84.54217596",45RTL5801385471
"127",397.2177,Highway,"27.87316392","84.54170794",45RTL5797085580
"127",397.2177,Highway,"27.87432793","84.54117422",45RTL5792085710
"127",397.2177,Highway,"27.87455406","84.54104205",45RTL5790785735
"127",397.2177,Highway,"27.87473959","84.54090968",45RTL5789485756
"127",397.2177,Highway,"27.87492746","84.54075193",45RTL5787985777
"127",397.2177,Highway,"27.87534190","84.54035284",45RTL5784185824
"127",397.2177,Highway,"27.87535546","84.54034846",45RTL5784085826
"128",932.3593,Highway,"27.87218969","84.54217596",45RTL5801385471
"128",932.3593,Highway,"27.87157033","84.54247436",45RTL5804185402
"128",932.3593,Highway,"27.87107302","84.54271942",45RTL5806485346
"128",932.3593,Highway,"27.87055294","84.54301513",45RTL5809285288
"128",932.3593,Highway,"27.87001015","84.54334882",45RTL5812485227
"128",932.3593,Highway,"27.86972732","84.54355686",45RTL5814485196
"128",932.3593,Highway,"27.86952795","84.54376531",45RTL5816485173
"128",932.3593,Highway,"27.86938046","84.54398037",45RTL5818585156
"128",932.3593,Highway,"27.86922812","84.54427792",45RTL5821485139
"128",932.3593,Highway,"27.86911404","84.54460104",45RTL5824585126
"128",932.3593,Highway,"27.86902254","84.54491793",45RTL5827685115
"128",932.3593,Highway,"27.86896474","84.54527307",45RTL5831185108
"128",932.3593,Highway,"27.86891801","84.54567904",45RTL5835185102
"128",932.3593,Highway,"27.86889379","84.54609781",45RTL5839285098
"128",932.3593,Highway,"27.86889677","84.54648499",45RTL5843185098
"128",932.3593,Highway,"27.86906647","84.54806622",45RTL5858785113
"128",932.3593,Highway,"27.86919800","84.54903162",45RTL5868285126
"128",932.3593,Highway,"27.86920835","84.54926651",45RTL5870585127
"128",932.3593,Highway,"27.86920835","84.54926651",45RTL5870585127
"128",932.3593,Highway,"27.86917831","84.54944407",45RTL5872385123
"128",932.3593,Highway,"27.86911664","84.54963417",45RTL5874185116
"129",546.0596,Highway,"27.86911664","84.54963417",45RTL5874185116
"129",546.0596,Highway,"27.86900786","84.54975421",45RTL5875385104
"129",546.0596,Highway,"27.86886066","84.54989310",45RTL5876685087
"129",546.0596,Highway,"27.86869092","84.55002553",45RTL5877985068
"129",546.0596,Highway,"27.86830206","84.55022666",45RTL5879885024
"129",546.0596,Highway,"27.86811463","84.55027015",45RTL5880285004
