id,X,Y,Z,length,bridge,tunnel,grade,hz. angle
58,586515.8145825412,5591133.406580551,2994264.707523786,98.97283265232583,0,0,-1.5155674136045356,0.8374072950287534
59,586503.1797612098,5591138.327736839,2994257.450930094,15.379032521682797,0,0,-1.9507078847579422,2.2012585688631723
60,586461.3361243064,5591154.759150112,2994233.1582930265,51.098077333145085,0,0,-1.9570207964583117,0.15875072413412428
61,586422.8827238396,5591169.088671111,2994207.0297532347,48.64873863894647,0,0,-6.988875960862366,1.0015168573664495
62,586323.7667633514,5591214.015912475,2994143.192250075,126.16519904400184,0,0,-0.07926115977911839,3.9460887876390736
63,586298.4089984021,5591225.281171302,2994126.4927549227,32.38511136317385,0,0,-1.2351354778879773,0.4304959368441892
64,586295.2464809264,5591226.546382653,2994124.35149232,4.023342152705941,0,0,-4.970991588806826,2.1487193605050785
65,586222.333861826,5591255.300072632,2994074.7199157393,92.77024364208144,0,0,-5.497452415535768,0.28239707102172856
66,586188.5606232536,5591271.086264266,2994053.840815032,42.729057283295816,0,0,1.8722622282441523,3.529990061754814
67,586162.5882072308,5591283.738826414,2994036.1756771696,33.863118856113054,0,0,0.8859195789814601,0.9210121068771584
68,586007.5777867474,5591350.591916305,2993932.400008992,198.15891449089605,0,0,-2.523227386890895,2.6435748646811374
69,585997.273081103,5591355.160109267,2993925.551100081,13.189499559231212,0,0,-1.516357759457729,0.578621928813877
70,585987.2647059809,5591359.637649655,2993918.1803175844,13.21152433015956,0,0,-3.7845746448696227,0.19450309238379357
71,585902.178392297,5591395.015159308,2993862.6816142877,107.570233025487,0,0,-2.9748006581353637,1.5260072598312535
72,585793.5432346563,5591446.51647227,2993791.0659565153,139.93850488903175,0,0,0.7860595630003233,2.787754684375542
73,585633.6750788663,5591513.967154008,2993687.3062597145,202.17194756661766,0,0,-2.4236794762959777,2.4889208592298813
74,585520.2579641663,5591555.453370389,2993622.0002326467,137.2932089645979,0,0,-3.7146775419278724,2.7838493563752076
75,585329.5016090377,5591631.7429670915,2993512.0980547597,232.99480314237556,0,0,-1.2446629542324519,1.706323824375963
76,585264.4535699157,5591657.284089469,2993474.835182451,79.19670434190462,0,0,-1.641482446526626,0.3605959348742615
77,585239.1594065125,5591666.454290413,2993460.7071774355,30.38894228734626,0,0,-3.290670634549834,1.509745228796013
78,585232.2457594756,5591667.8927850425,2993457.4943394763,7.7582285285254,0,0,-11.600586354099567,8.174110080381425
79,585224.1129478385,5591668.994778435,2993454.9262971478,8.59952649643666,0,0,-11.628547227738233,4.037043050255885
80,585214.1291078628,5591669.473362401,2993453.44315866,10.104741612049489,0,0,-11.875612915911622,4.972141421009018
81,585205.1569478131,5591669.531472757,2993452.9609798556,8.985295163247251,0,0,-11.129294940586057,2.373336996117077
82,585197.6990639239,5591668.975014273,2993453.5299873133,7.50022983891952,0,0,-11.999632268997651,4.638213915606602
83,585188.9324702403,5591667.320609063,2993455.953911215,9.244762219479174,0,0,-11.898629449681984,6.41987171066606
84,585181.2678320637,5591665.636918752,2993458.8509615017,8.36506974283237,0,0,-9.56357836329382,1.7023762545697545
85,585174.4419136081,5591663.011302714,2993462.9011399886,8.360081824846839,0,0,-11.961605411898233,8.650055389420773
86,585167.9862704758,5591659.492784482,2993468.104444032,9.007201106265962,0,0,-13.322673556886077,7.552270285547541
87,585160.5170702757,5591654.7739494955,2993474.8732265867,11.129814577719356,0,0,-14.375801041672732,3.6918666962719784
88,585139.0083465616,5591633.932808983,2993508.379188224,44.940269235071476,0,0,-9.56825598330912,11.81332174771478
89,585121.0335636154,5591619.142350421,2993533.4203134407,34.189302984139836,0,0,-7.897206916597731,4.647809157850032
90,585116.3178708733,5591616.505190507,2993540.032510244,8.538941211702355,0,0,4.684421523499771,10.233823828748404
91,585111.381513295,5591614.304896946,2993545.67150276,7.810707681898028,0,0,3.8408811623477277,5.191185829130987
92,585105.9827544023,5591612.777019285,2993550.1603580317,7.185459580203815,0,0,4.175098289140262,8.22227547025358
93,585074.7431760941,5591602.747447141,2993571.721848207,39.26068553692928,0,0,-3.5659081874235565,1.9976058178254978
94,585061.1480334885,5591599.732480161,2993577.3734147926,15.028577219118672,0,0,-7.9847877979657325,5.295400213484914
95,585050.8352141683,5591598.2910678685,2993579.0707243234,10.550486783655074,0,0,-13.269529915613676,4.547374326212012
96,585042.8151607598,5591598.017917863,2993578.804444715,8.029120277455412,0,0,-13.70013104783921,6.005980979899894
97,585035.9005094881,5591598.220126697,2993577.6594578587,7.0117248608077745,1,0,-14.261826010737058,3.6257009237089153
98,584960.5495188078,5591620.529668721,2993554.650994694,81.88331233559366,1,0,2.0761250998649166,14.81764921642658
99,584942.201282504,5591627.910503741,2993550.902484832,20.129228182841608,0,0,14.903701089529282,5.42044505315557
100,584924.3610379978,5591634.866230724,2993545.523127451,19.889543678414697,0,0,9.552758126180487,0.6128515562425294
101,584914.5995755149,5591638.223827998,2993543.111977978,10.600625030529221,0,0,8.490065419803328,2.3188943567863722
102,584906.9385168081,5591641.382707972,2993539.8198170993,8.916763227281537,0,0,5.607415911529542,3.4263931774780954
103,584900.2966475138,5591644.758845468,2993535.720149834,8.504116873560916,0,0,4.703604218371938,4.536951974818502
104,584892.8042331149,5591650.096038489,2993528.170066873,11.900657779400563,0,0,3.3611587478160834,8.519280176747486
105,584846.7287336454,5591698.193361083,2993453.0368653717,100.40568738848333,0,0,2.191110939251709,10.765883126711143
106,584834.883332525,5591712.851129451,2993434.8319179406,26.202744363818578,0,0,11.830821829031704,4.827327845578723
107,584811.2500756651,5591736.398165652,2993405.2521835123,44.58648262084399,0,0,9.868461787885003,6.1619446115579075
108,584768.5960705428,5591764.582179319,2993357.9457177483,69.65345994612662,0,0,-2.4406540627196334,11.440204703480926
109,584715.8018324256,5591800.905828188,2993301.1686638384,85.61701289006031,0,0,0.0,1.0737761888029997
110,584678.2138095839,5591825.273178393,2993259.2857072693,61.32543736593533,0,0,-3.2612894190477433,1.5745594947603943
111,584653.8817669378,5591841.486465924,2993234.089176472,38.59772216257239,0,0,0.0,0.7225971443691832
112,584632.4967622482,5591855.78498767,2993210.800780962,34.70036765083772,0,0,-1.440906923612751,0.09072434306357968
113,584584.7526623555,5591885.975342272,2993158.664117486,76.87124471436074,0,0,-3.5123666984094557,1.4609505743481779
114,584544.0775387133,5591913.194188467,2993115.063673207,65.54639587997676,0,0,-0.9153821380182277,1.4828405332510366
115,584533.2092713084,5591919.749689191,2993103.3886180944,17.245310609116622,0,0,-4.638942250057472,2.6920579547882277
116,584476.17326084,5591956.956103139,2993042.210442483,91.54339353639426,0,0,-1.857042801591344,2.02023655767876
117,584375.6658463541,5592024.006145299,2992936.7034682645,160.40314875067352,0,0,-0.37405749492644524,0.5901669721540663
118,584320.5708127739,5592060.0712649,2992876.1947497646,89.42852224838356,0,0,-2.4600652506474923,0.499169636731245
119,584245.8169265015,5592110.07513465,2992796.2991965422,120.2989190619737,0,0,-0.8312626645338648,0.5703982586975211
120,584171.5953393719,5592159.896734808,2992716.2111230553,120.02139539745758,0,0,-0.9998217368046574,0.09258721128843055
121,584149.9712073411,5592173.438252911,2992692.6705451477,34.71504870880218,0,0,-3.7447736597020325,1.8159540582438392
122,584134.0909292834,5592182.365925492,2992677.5834062095,23.653928431461402,0,0,-3.3821020568232454,2.711632351627573
123,584084.8310704451,5592213.20506423,2992626.6283875075,77.29165609416792,0,0,-2.1994612172999095,2.7045356369934472
124,584033.279508143,5592241.472875417,2992581.275119998,74.25329352234715,0,0,-2.0201124136649407,3.3108835663183154
125,584026.9823453702,5592245.0422161715,2992576.1170247463,8.88821686464679,0,0,1.1250850594991266,0.8075701984248355
126,584011.8839432391,5592254.185119497,2992561.1129483692,23.166284468024426,0,0,-2.1583089886085602,1.6518700958661716
127,583952.2076670823,5592288.181395437,2992504.6522345734,88.9090373137982,0,0,-2.8118626357143266,1.5279608874214186
128,583892.8968434596,5592320.013724906,2992450.2129485304,86.57197504471196,0,0,-3.9273679481656436,1.446610448830141
129,583880.5472190636,5592327.136512631,2992439.0351178665,18.116048852835625,0,0,-1.1039934901077524,1.7520793225544986
130,583850.4309538091,5592342.610443571,2992414.1930273464,41.994778640059785,0,0,-2.381248413216011,2.780301877727793
131,583808.9668808777,5592361.668712578,2992384.9253130723,54.21333839963849,0,0,-1.8445645103579682,2.509303409641603
132,583772.3243192988,5592377.955399091,2992359.8394147377,47.29942676089598,0,0,-2.1141905272026116,0.721157251845071
133,583737.1484028151,5592394.02087793,2992337.4062487623,44.7067293198228,0,0,0.44735994567906406,0.5831096015040854
134,583701.3688710814,5592409.031425464,2992314.7167495573,44.94780086406937,0,0,-2.002322655833287,1.7875823571274045
135,583628.5122400894,5592440.9944099495,2992265.161769585,93.73055583300979,0,0,-2.347153476737563,0.9281188835748323
136,583564.120295248,5592467.562492483,2992224.1346735847,80.84187142940999,0,0,-2.597663763676864,1.2665581195380664
137,583528.1453415884,5592483.07120988,2992199.9288155288,46.05041987118672,0,0,-2.605839432857969,0.899741739029089
138,583495.4820566766,5592497.600790081,2992179.418746272,41.21482528117988,0,0,0.0,0.660131315480427
139,583467.323448591,5592508.777920932,2992160.853307705,35.53183041400813,0,0,-4.503004718183959,2.331041597699131
140,583443.1973520729,5592518.507463342,2992144.391934144,30.784888309475413,0,0,-4.872520520200519,0.3133245204325082
141,583372.3278519216,5592550.434601997,2992099.5667235833,89.7280766328429,0,0,0.22289567268705543,2.2886787541597893
142,583327.8129076676,5592569.592923622,2992070.901125187,56.305755308121725,0,0,-1.5984156416602733,0.9657973306758085
143,583297.6458440862,5592584.791047833,2992049.5171434614,39.978861653502605,0,0,1.0005287380785959,3.452845855815924
144,583283.5442841003,5592591.777534677,2992039.7658425104,18.513585894990115,0,0,1.08028774724926,0.3832135300373157
145,583261.6699197191,5592601.91009695,2992024.0217562746,28.792931193265137,0,0,-2.083844801950441,1.5013462554827812
146,583238.6833928477,5592613.678766776,2992003.9990464444,32.67707018735133,0,0,-3.978324839242043,2.257251990796769
147,582983.6836719082,5592744.8242359385,2991795.9806692894,354.2536337079674,0,0,-2.032442102184741,0.10500778379661103
148,582954.6230643889,5592759.576649693,2991773.3035694384,39.70394789720153,0,0,-1.259320612888578,0.3022931469857854
149,582933.4757528036,5592771.1090664,2991756.0974603724,29.601615016375202,0,0,0.0,1.6909717665462265
150,582932.5069052235,5592771.659280809,2991755.2688368405,1.3885310536084798,0,0,0.0,0.9872254643815397
151,582917.2130045439,5592779.331163778,2991744.0580413975,20.455882302093396,0,0,0.0,2.9527784360686766
152,582876.3223385387,5592800.248417351,2991710.175524067,57.07541540843381,0,0,-2.6281017654728287,0.4518806788570488
153,582871.0104105469,5592802.772898809,2991705.6972965007,7.392165295580048,0,0,-5.411134410632657,1.6723118949425297
154,582783.4120633799,5592847.596135022,2991635.2193797803,121.03606766680193,0,0,-1.817640016244073,1.6790960721838217
155,582641.4686772919,5592922.026358436,2991520.9858286357,196.8173956200397,0,0,-1.0161703408884872,0.5725773494818559
156,582602.8516069038,5592939.873378702,2991490.0051661027,52.62694850302333,0,0,-4.940434651746258,2.8667771301692726
157,582595.358235341,5592943.245339889,2991483.960382021,10.200987903921616,0,0,-5.881783270905047,0.5768027842586408
158,582551.5066327562,5592965.122384918,2991446.971338961,61.39835058828814,0,0,-3.908899794545777,2.2866760815893246
159,582530.6724968847,5592974.748142151,2991429.634800068,28.762336494164323,1,0,-5.910507306472998,1.7162522771355093
160,582503.8847055535,5592988.224750792,2991407.812813556,37.08643741578208,0,0,-2.696403509425393,1.9085936448537826
161,582491.5274988854,5592994.637605575,2991398.3564647418,16.829967201481654,0,0,0.0,0.7209500177260342
162,582454.6774354753,5593014.962745607,2991370.67909773,50.36938688669862,0,0,2.5809327457651747,1.4521568414409571
163,582436.9880749267,5593026.268392669,2991354.27385679,26.643255477237297,0,0,1.8766475456693936,3.7039988971712634
164,582426.3023917692,5593033.951947423,2991341.730131446,18.181470889231207,0,0,-1.1000210116024813,3.1345616405206256
165,582415.5482310868,5593042.30479473,2991328.596855959,18.918376123094212,0,0,0.5285865940567496,2.118714672370868
166,582400.7795678753,5593054.842797884,2991307.6705805385,28.517081532302587,0,0,-1.0520010599967284,2.493133858339613
167,582388.9352427227,5593067.41533198,2991287.8043660657,26.325332465233096,0,0,1.8993112457756487,6.378361702384028
168,582379.7343373619,5593081.778400497,2991266.023244797,27.665350899537682,0,0,5.060481629471661,10.648307156225652
169,582375.1957187663,5593092.58654189,2991248.8512586057,20.79163507004841,0,0,4.328663892800239,9.864611568482292
170,582366.017620998,5593113.70859504,2991206.5872949194,48.13129163441769,0,0,-4.98636109379576,0.7074399628562981
171,582333.3788749976,5593225.768364493,2990999.777183895,237.47231773864988,0,0,-1.2633051416551422,7.247405673779196
172,582311.7401283343,5593298.7654678635,2990863.127696293,156.42856171294986,0,0,-1.853881393681511,0.27272751441363546
173,582288.235639086,5593369.772486216,2990730.290151964,152.4476003535114,0,0,-1.9678892898565061,1.8038327795861837
174,582284.1732412403,5593387.245418751,2990694.821819874,39.74681155573844,0,0,-4.780257649938879,5.226842307085296
175,582269.143868578,5593438.622135857,2990606.05864874,103.65495479247656,0,0,1.4471088265901906,3.2173775258363073
176,582262.7194360765,5593460.99206995,2990568.117359709,44.51099524422247,0,0,2.2466359031363154,0.2823642391033103
177,582260.8704683633,5593466.4557039635,2990558.6002147924,11.12861292335011,0,0,0.8985845827219154,2.6729525560762064
178,582260.2955415825,5593468.137398775,2990555.607090334,3.4810102362973883,0,0,0.0,0.17768022275387133
179,582256.2394804461,5593490.318475274,2990513.764412642,47.53168904065472,0,0,-1.6830876750788588,8.511504197976643
180,582250.0273610282,5593511.506196225,2990470.795946775,48.309409080513724,0,0,-4.967976312854654,5.978146175659155
181,582247.0727976596,5593519.905762458,2990457.9693592098,15.614208470930908,0,0,6.404423265269627,3.038582113498689
182,582241.6018521836,5593538.544670621,2990433.6843708907,31.098244316276265,0,0,13.827147141388338,3.0212501600362596
183,582232.8823553849,5593563.04419533,2990396.887941579,45.05811298183665,0,0,7.101939669089107,3.232715578192354
184,582222.9261651365,5593577.559539388,2990363.7895898446,37.4876222893776,0,0,-10.403433885176206,14.855652033276353
185,582220.5863162348,5593580.204227605,2990357.882353449,6.882202444317875,0,0,-10.171162584413418,7.053784105612401
186,582163.7311693447,5593652.614418001,2990216.3946698606,168.80316350181846,0,0,-5.27241303739198,3.3619712664865196
187,582157.7062549912,5593661.573255345,2990199.7511818316,19.838499270382027,0,0,-3.0244223205723797,4.217094182990636
188,582145.1599116907,5593676.143010087,2990172.3172135316,33.500911930031414,0,0,-4.17899071799585,6.811225047252717
189,582134.3932495753,5593693.495449511,2990140.458667228,37.84171163743306,0,0,-2.3783279377608713,8.914134405279738
190,582127.311822931,5593704.061774158,2990121.4719658215,22.853635381613014,0,0,-1.7502685823096613,2.011182618312007
191,582087.7280620353,5593754.315959225,2990030.198552825,111.45937898386539,0,0,-2.601844749574541,4.3969476616100485
192,582021.4606108828,5593824.223832243,2989915.776717449,149.5688543878788,0,0,0.6017295537118375,5.242180388388236
193,581999.602801819,5593843.113759409,2989881.3087257603,44.973721398715895,0,0,-4.002337240545681,5.697153887877152
194,581979.7160744243,5593860.556421694,2989848.289934096,42.308025208660446,0,0,-5.1999590837664345,0.4198338642538268
195,581908.6911039809,5593927.92061347,2989735.881840318,149.05723835766364,0,0,-0.5367065758191923,2.230697411321412
196,581867.8064808873,5593967.790178482,2989666.331532137,89.99099948263388,0,0,-2.0002000315012745,0.795125160288436
197,581830.1613837236,5594002.470458649,2989605.315584664,79.64182958071241,0,0,-2.511243162706496,1.627243626866684
198,581786.6036429133,5594035.436512885,2989546.48939041,80.27800848764952,0,0,-3.737013481670437,5.532864558541105
199,581736.8605786153,5594078.966197307,2989479.465301957,94.13519163753585,0,0,1.9121435551231354,4.069125299033871
200,581669.122794516,5594129.020740838,2989389.5069905287,123.23296035465009,0,0,-4.057356072280162,4.726474377815118
201,581644.5830863061,5594145.868368215,2989362.8990731253,39.92519374793061,0,0,-0.2504684150849134,1.99101630625062
202,581642.2813770704,5594147.650778318,2989359.8389424374,4.223653750948838,0,0,-2.367618320451675,3.2823067267752615
203,581612.0577479742,5594166.215566604,2989325.8793004733,49.105767504472844,0,0,-5.294693743994937,6.193457086347612
204,581587.2267966631,5594182.068333855,2989298.2109612403,40.4156327232121,0,0,-3.7114351525133937,0.9950669111279808
205,581554.4780170008,5594202.927919475,2989260.4971465063,54.12888973015359,0,0,-4.803349954084945,0.05987844348502453
206,581549.9569721768,5594205.861997081,2989255.3144834647,7.477208964566467,0,0,-4.012192268821375,0.48744304328040033
207,581433.7362565306,5594285.713762188,2989124.685087425,192.2175804803509,0,0,-1.3526338191868996,1.508935989416987
208,581412.1821432497,5594300.817712397,2989100.7190410267,35.596074098406284,0,0,-0.2809298568251378,0.5288922112235301
209,581316.4619238661,5594361.723307958,2989007.667865569,146.7323182653559,0,0,0.3407565599118951,2.552587138300988
210,581238.1197569993,5594409.5168180885,2988931.2730225762,119.40639327874229,0,0,-1.2562141429884746,1.0823510193394743
211,581202.1765415041,5594432.045461887,2988895.930221739,55.21383977337975,0,0,-0.5433420338655627,0.6930974942471932
212,581160.3042891977,5594455.646222303,2988853.2060740585,64.30889674433773,0,0,-5.28698231835155,2.671613901589436
213,581113.5064905778,5594482.664344267,2988807.6447121156,70.6813311436133,0,0,-3.1125616402581313,0.5922225078154385
214,581072.0550770529,5594508.802729381,2988765.0008504074,64.96101754888062,0,0,-1.6933232290770628,2.235214938120394
215,580981.7880116373,5594559.364421521,2988682.6019787374,132.26564884090794,0,0,-2.268162615380556,2.9799743731754935
216,580954.9965675209,5594574.045944977,2988657.6707459427,39.432156642409296,0,0,-3.550401802001052,0.5322577064973392
217,580923.5749752091,5594591.37780617,2988628.731688448,46.0996629543466,0,0,-3.036898559077156,0.15829228390516464
218,580889.3400591287,5594606.995831788,2988595.2714244523,50.35416040309894,0,0,-10.525446075502217,4.3581740235634
219,580862.1272055941,5594620.66427498,2988567.2285177624,41.397709507035046,0,0,-9.17925181187667,2.1468643070510587
220,580826.7408376331,5594641.545567395,2988539.029858689,49.83360095286303,0,0,3.4113529174982564,3.875195817498189
221,580784.3345385223,5594666.207651906,2988498.865117671,63.40125422825569,0,0,-2.0504326228622,0.36376062616465427
222,580744.9447955186,5594684.943078528,2988470.3338922462,52.121002377685016,0,0,-1.3430286603615706,4.743114547307914
223,580740.7427246184,5594687.91429458,2988465.440270782,7.101623456140766,0,0,-1.4081287274311787,9.825774537933725
224,580713.75211228,5594709.340113673,2988438.2088836967,43.92160426045932,0,0,7.741065148343972,3.1799100638759272
225,580689.3969449913,5594728.012017564,2988409.230899707,42.20826607038362,0,0,0.9476816681665259,0.9678198368767131
226,580667.7330393614,5594745.513284843,2988381.6878960053,39.16932749532163,0,0,0.7659054142192929,1.4575407705199834
227,580644.394317864,5594761.428582596,2988354.6531150956,39.10079286303048,0,0,-2.557492896635078,4.642019018546298
228,580623.5627748463,5594775.159795068,2988331.593720016,33.97403540786122,0,0,-2.354739407302917,0.9000546526517019
229,580601.396585717,5594789.916796514,2988309.847918241,34.380065838110326,0,0,1.7451973560065797,0.2623751747286049
230,580563.7434265026,5594811.988469656,2988274.182805565,56.364167839771554,0,0,-1.7741768189370524,3.275300003568766
231,580476.7838521741,5594863.019417787,2988189.194618898,131.86780163314526,0,0,-2.6541733134650722,0.02777286334819116
232,580451.1011206118,5594879.753331497,2988162.7804872002,40.463970664174454,0,0,-0.49426686683795784,2.680856015233742
233,580433.7841526712,5594891.026865885,2988144.850288927,27.358032940091608,0,0,-0.7310467109893833,0.022206484761976848
234,580400.4903597583,5594913.935253072,2988105.111489243,56.67841785354019,0,0,-3.1758120077581498,1.4660437422827965
235,580367.9805670322,5594938.980429976,2988065.070720943,57.33594540343487,0,0,0.0,3.079641201966281
236,580247.2291698393,5595032.143335201,2987914.1848764853,214.53849279723124,0,0,-0.41950513787313803,0.04088895783774211
237,580237.3769817749,5595039.074433938,2987901.578699087,17.436210825661856,0,0,-4.588152827462658,2.524423878224872
238,580232.2018475891,5595042.660795293,2987895.1000712006,9.03419176784623,0,0,-4.427623524926036,0.4048052408354257
239,580204.877206441,5595061.4689428685,2987860.732048567,47.76550438185813,0,0,-4.815190438716523,0.18142363529000852
240,580155.3062990336,5595096.092636408,2987800.769732265,85.15605904366068,0,0,-3.053217855780488,0.3925817221839973
241,580103.1327848408,5595127.991335509,2987750.769276038,78.9914439067561,0,0,-0.6329799472841833,3.491602095401614
242,580040.2201837461,5595166.65359966,2987690.5370118367,95.29266339307638,0,0,-0.41975949223918935,0.13089272763590598
243,579943.4663821668,5595225.077777344,2987598.999774327,145.44328279080392,0,0,-0.6875532378063375,0.4469423888628734
244,579933.6338466683,5595231.06189531,2987590.0358836567,14.589028689824737,0,0,0.6854465922722377,0.19943462128006903
245,579931.2864007009,5595232.697378991,2987587.6742380206,3.709808560024839,0,0,2.695556883381421,3.540373102956017
246,579880.6151107693,5595265.683676121,2987538.1102218833,78.1809894879645,0,0,1.0232666601426295,1.801662251216158
247,579827.1654663949,5595296.438592954,2987487.0810783487,80.04188205570318,0,0,-2.6236264641285914,3.1474457385606356
248,579706.1617454601,5595365.7812125925,2987372.186328089,180.696162149894,0,0,-2.6010513693705968,0.10073790597883651
