id,X,Y,Z,length,bridge,tunnel,grade,hz. angle,speed,time
1,626615.1546,3065370.512,1300.658,0,0,0,0,0.0,80.0,0.0
2,626530.3608,3065414.04,1298.219,95.34476400637637,0,0,-2.5580848884756144,0.0,80.0,4.290514380286937
3,626341.5049,3065508.367,1297.191,211.10469127379966,0,0,-0.4869621768218875,0.6326724147824144,80.0,9.499711107320985
4,626152.649,3065602.694,1298.328,211.10525020200285,0,0,0.5385938999205224,0.0,80.0,9.49973625909013
5,626058.221,3065697.02,1298.77,133.46998473053762,0,0,0.33116059831156835,18.428493491038857,80.0,6.006149312874193
6,625963.793,3065791.347,1301.716,133.50246825067637,0,0,2.206700773852537,0.0003037082995499887,80.0,6.007611071280437
7,625774.9371,3065885.674,1307.757,211.18860664061938,0,0,2.86047628046534,18.42879720074102,80.0,9.503487298827872
8,625586.0812,3065980.001,1309.172,211.10693053238745,0,0,0.6702764312055014,0.0,80.0,9.499811873957436
9,625397.2252,3066074.327,1311.414,211.1137361139467,0,0,1.0619867950183322,0.0002549397271947073,80.0,9.500118125127601
10,625208.3693,3066168.654,1318.37,211.21676029568832,0,0,3.293299258194285,0.0002549397271947073,80.0,9.504754213305976
11,625019.5134,3066262.981,1320.71,211.11515694948636,0,0,1.1083998107061723,0.0,80.0,9.500182062726887
12,624925.0854,3066357.308,1323.982,133.51005990944225,0,0,2.450751652886142,18.42879720074102,80.0,6.007952695924901
13,624830.6575,3066451.635,1325.853,133.48300217006326,0,0,1.4016765952089973,3.033000085823612e-05,80.0,6.006735097652847
14,624641.8015,3066545.961,1325.329,211.10248124566647,0,0,-0.24822067315746973,18.42908247752162,80.0,9.499611656054991
15,624452.9456,3066640.288,1329.947,211.15269313415413,0,0,2.1870429078855884,0.0002549382975793805,80.0,9.501871191036937
16,624358.5176,3066640.288,1330.051,94.42805727108725,0,0,0.11013675702495407,26.540544680640068,80.0,4.249262577198927
17,624190.0906,3066751.843,1334.604,202.0715273435176,0,0,2.2531625607303405,33.51787967106406,80.0,9.093218730458293
18,623993.5376,3066901.988,1335.09,247.33952177116456,0,0,0.19649104054204383,3.8579917427376706,80.0,11.130278479702405
19,623974.4283,3066911.542,1335.338,21.365995565161274,0,1,1.1607228843781487,10.8123793838824,79.24248508224555,0.9706609270866259
20,619760.0573,3068182.455,1242.875,4402.805036062783,0,1,-2.1000929916870716,9.781941765831824,80.0,198.12622662282524
21,619747.7845,3068186.805,1237.385,14.130966698767443,0,0,-38.85084521838741,2.734931744144926,80.0,0.6358935014445349
22,619639.4216,3068232.901,1236.111,117.7666437850296,0,0,-1.0818003800171445,3.5277128700170235,80.0,5.299498970326332
23,619517.4436,3068286.071,1222.704,133.73641625598006,0,0,-10.024943373941094,0.5081092789507853,80.0,6.0181387315191035
24,619436.6462,3068358.528,1215.217,108.78553150468679,0,0,-6.882349055469101,18.332621954123095,80.0,4.895348917710906
25,619331.8702,3068423.687,1207.02,123.65636362916588,0,0,-6.628854156331307,10.007916406504764,80.0,5.564536363312465
