id,X,Y,Z,length,bridge,tunnel,grade,hz. angle,speed,time,
577,601614.2571,3073177.044,505.591,18.67937903,0,0,0.663833631,0.69370049,80,0.840572056,32318.33948
578,601605.8731,3073176.508,505.274,8.407094683,0,0,-3.770624835,0.053060064,80,0.378319261,32326.74658
579,601574.7798,3073178.121,505.498,31.13591575,0,0,0.719426407,6.627636466,64.22894186,1.745152473,32357.88249
580,601545.0426,3073179.047,508.563,29.90907496,0,0,10.24772583,1.186038583,80,1.345908373,32387.79157
581,601506.8176,3073184.79,512.285,38.83279488,0,0,9.584682256,6.760742321,80,1.747475769,32426.62436
582,601490.9293,3073189.322,512.033,16.52394036,0,0,-1.525059971,7.376015218,80,0.743577316,32443.1483
583,601461.7801,3073195.396,511.639,29.77792089,0,0,-1.323127969,4.149696443,80,1.34000644,32472.92623
584,601413.4374,3073216.99,511.747,52.94647432,0,0,0.203979588,12.29899585,80,2.382591345,32525.8727
585,601373.0806,3073243.139,506.35,48.38976251,0,0,-11.15318555,8.871391715,80,2.177539313,32574.26246
586,601346.0445,3073264.147,503.429,34.36304713,0,0,-8.500410306,4.90743123,80,1.546337121,32608.62551
587,601325.9709,3073288.305,503.099,31.41126042,0,0,-1.050578664,12.42733833,80,1.413506719,32640.03677
588,601313.3157,3073311.771,505.49,26.76796825,0,0,8.932317829,11.38624028,80,1.204558571,32666.80474
589,601299.9655,3073340.573,501.104,32.04715338,0,0,-13.68608296,3.469461489,80,1.442121902,32698.85189
590,601272.0326,3073418.326,498.983,82.64547509,0,0,-2.566383698,5.107583822,80,3.719046379,32781.49737
591,601250.2892,3073486.743,496.503,71.83182952,0,0,-3.452508472,2.130293824,80,3.232432329,32853.3292
592,601208.7345,3073589.35,493.067,110.7555671,0,0,-3.102327125,4.416783236,80,4.984000518,32964.08476
593,601189.1969,3073636.807,493.703,51.32532668,0,0,1.239154315,0.329100726,80,2.309639701,33015.41009
594,601172.0016,3073689.46,498.681,55.61292327,0,0,8.951156866,4.290616086,80,2.502581547,33071.02301
595,601161.4031,3073719.327,499.722,31.70882483,0,0,3.282997732,1.451674188,80,1.426897117,33102.73184
596,601153.1411,3073738.496,501.928,20.98994142,0,0,10.50979588,3.77888623,80,0.944547364,33123.72178
597,601134.568,3073769.616,504.969,36.36842208,0,0,8.361649547,7.513233129,80,1.636578994,33160.0902
598,601087.9814,3073844.642,505.978,88.31891109,0,0,1.14245068,1.008094302,80,3.974350999,33248.40911
599,601071.6861,3073865.03,504.625,26.13499484,0,0,-5.176966778,6.796148386,80,1.176074768,33274.54411
600,601050.2174,3073886.462,505.218,30.34118245,0,0,1.95443932,6.415090599,80,1.36535321,33304.88529
601,601027.2753,3073901.354,506.342,27.37471447,0,0,4.105978899,11.96288624,80,1.231862151,33332.26
602,601000.8021,3073911.817,506.083,28.46702949,0,0,-0.909824469,11.42268615,80,1.281016327,33360.72703
603,600971.422,3073917.457,506.347,29.91771335,0,0,0.882420381,10.69872952,80,1.346297101,33390.64475
604,600931.3628,3073918.875,506.584,40.08498968,0,0,0.59124376,8.839396324,80,1.803824536,33430.72974
605,600892.9526,3073921.127,517.05,39.87420374,0,0,26.24754608,1.328137878,80,1.794339168,33470.60394
606,600862.3833,3073926.358,520.079,31.1611987,0,0,9.720421955,6.354943485,80,1.402253942,33501.76514
607,600838.4479,3073932.72,516.23,25.063783,0,0,-15.35681984,5.174613307,80,1.127870235,33526.82892
608,600819.5993,3073936.62,513.23,19.48023927,0,0,-15.40022152,3.194768454,80,0.876610767,33546.30916
609,600799.0986,3073937.691,512.88,20.53164001,0,0,-1.704686035,8.699679264,80,0.9239238,33566.8408
610,600747.395,3073930.08,519.91,52.73149414,0,0,13.33169127,11.36458736,73.77009404,2.573310789,33619.5723
611,600728.6008,3073926.245,518.667,19.2217124,0,0,-6.4666455,3.158954868,80,0.864977058,33638.79401
612,600713.508,3073918.207,517.543,17.13666922,0,0,-6.559034231,16.50549916,59.30193801,1.040303424,33655.93068
613,600701.0297,3073908.684,518.209,15.7111125,0,0,4.239037816,9.311093892,73.89750354,0.765384516,33671.64179
614,600676.2242,3073889.239,519.157,31.53283304,0,0,3.006390193,0.7432514,80,1.418977487,33703.17462
615,600662.2718,3073882.74,519.234,15.3919588,0,0,0.500261214,13.1168429,60.69226564,0.91298374,33718.56658
616,600646.1709,3073878.595,518.672,16.63537946,0,0,-3.378341933,10.53932082,68.85304263,0.869785325,33735.20196
617,600625.0366,3073874.042,518.994,21.62156631,0,0,1.48925381,2.279164171,80,0.972970484,33756.82353
618,600598.3717,3073875.561,520.489,26.74993978,0,0,5.588797629,15.41792783,65.68445031,1.466097116,33783.57347
619,600540.9977,3073883.73,521.47,57.960942,0,0,1.692519076,4.84299375,80,2.60824239,33841.53441
620,600517.6233,3073887.825,521.196,23.73197582,0,0,-1.154560421,1.833503275,80,1.067938912,33865.26638
621,600497.0098,3073895.379,520.123,21.98023265,0,0,-4.881658976,10.18890773,80,0.989110469,33887.24662
622,600475.5866,3073912.634,519.475,27.51560334,0,0,-2.355027407,18.72338502,62.16341392,1.593480245,33914.76222
623,600466.6017,3073918.067,519.918,10.50914678,0,0,4.215375514,7.688628844,65.84257865,0.5745967,33925.27137
624,600455.1683,3073921.608,519.315,11.98436171,0,0,-5.03155708,13.95246346,49.12119059,0.87831141,33937.25573
625,600444.4445,3073922.782,519.056,10.79097973,0,0,-2.400152781,10.96046129,57.14899156,0.679758749,33948.04671
626,600433.8125,3073921.198,519.934,10.78514553,0,0,8.140826639,14.72147619,47.57603286,0.816094188,33958.83185
627,600424.7146,3073915.272,522.267,11.10550086,0,0,21.00760721,24.60473917,34.33988763,1.164238029,33969.93736
628,600399.9066,3073887.738,533.237,38.6509886,0,0,28.3821977,14.90272612,41.84224367,3.325432548,34008.58834
629,600392.832,3073881.484,537.387,10.31430953,0,0,40.23536415,6.50437615,55.29159791,0.671557989,34018.90265
630,600383.4952,3073879.412,540.401,10.02762256,0,0,30.05697494,28.9647529,25.76794916,1.400943513,34028.93028
631,600374.0885,3073881.03,541.97,9.67293595,0,0,16.22051472,22.27183583,32.30706716,1.077862291,34038.60321
632,600364.9156,3073885.365,542.429,10.15603271,0,0,4.519481308,15.53518061,41.90954134,0.872396037,34048.75924
633,600357.215,3073892.826,541.474,10.76465449,0,0,-8.871627051,18.79978201,41.87683659,0.925398366,34059.5239
634,600351.0371,3073906.872,538.651,15.60211183,0,0,-18.09370444,22.16387751,41.7107951,1.346596305,34075.12601
635,600343.1624,3073938.989,528.069,34.72018596,0,0,-30.47794736,9.965040148,78.27026083,1.596936923,34109.8462
636,600336.9167,3073946.928,525.257,10.48541051,0,0,-26.81821564,24.41606813,41.01356025,0.920365791,34120.33161
637,600327.6243,3073952.603,523.418,11.04247453,0,0,-16.65387586,20.39447289,43.75508708,0.908532264,34131.37408
638,600315.4304,3073956.347,523.269,12.75660355,0,0,-1.168022502,14.34448615,51.37246266,0.893937538,34144.13069
639,600280.1345,3073962.273,530.348,36.4832876,0,0,19.40340486,7.537739334,70.20280673,1.870863025,34180.61397
640,600257.8696,3073968.118,534.013,23.30926901,0,0,15.7233588,5.178643723,80,1.048917106,34203.92324
641,600227.5532,3073972.611,534.169,30.64792805,0,0,0.509006676,6.279341737,80,1.379156762,34234.57117
642,600216.6271,3073974.415,532.951,11.14080792,0,0,-10.93277982,0.945399129,80,0.501336357,34245.71198
643,600203.7657,3073974.254,532.508,12.87003419,0,0,-3.442104299,10.09267329,61.35575169,0.755139034,34258.58201
644,600190.1093,3073972.479,532.838,13.77522363,0,0,2.395605392,6.688346822,78.7198705,0.629965531,34272.35724
645,600158.7034,3073971.654,533.235,31.41924233,0,0,1.263556886,5.900788483,80,1.413865905,34303.77648
646,600146.4969,3073970.955,535.056,12.36136256,0,0,14.73138573,1.772685057,80,0.556261315,34316.13784
647,600134.3703,3073972.529,535.568,12.23903785,0,0,4.183335375,10.67293021,57.61064565,0.764798515,34328.37688
648,600126.0684,3073975.242,535.201,8.741658974,0,0,-4.198287775,10.70152078,51.10489074,0.615791793,34337.11854
649,600118.0127,3073982.767,533.513,11.15209718,0,0,-15.13616652,24.95216935,34.81892505,1.153038176,34348.27063
650,600114.0492,3073991.278,534.85,9.48335501,0,0,14.09838605,21.97982529,36.89121452,0.925425701,34357.75399
651,600112.5589,3074004.664,536.239,13.54013704,0,0,10.25838953,18.61825857,37.53236383,1.298732304,34371.29413
652,600113.3873,3074024.929,538.043,20.36199616,0,0,8.859642178,8.693589031,66.99231341,1.094202938,34391.65612
653,600116.6573,3074056.286,537.643,31.52957895,0,0,-1.268649989,3.612598873,80,1.418831053,34423.1857
654,600117.1503,3074082.554,533.926,26.53426016,0,0,-14.00830465,4.878247461,80,1.194041707,34449.71996
655,600111.3504,3074109.37,533.422,27.44067623,0,0,-1.836689431,13.27944233,80,1.23483043,34477.16064
656,600102.1364,3074140.235,538.417,32.59595137,0,0,15.32398899,4.417486994,80,1.466817812,34509.75659
657,600087.6381,3074179.634,535.186,42.10607159,0,0,-7.673477667,3.581210167,80,1.894773222,34551.86266
658,600054.0356,3074268.392,536.485,94.91468786,0,0,1.368597452,0.533009948,80,4.271160954,34646.77735
659,600044.7748,3074291.809,533.315,25.38044928,0,0,-12.48992863,0.841534115,80,1.142120218,34672.1578
660,600035.9335,3074308.581,530.405,19.18167536,0,0,-15.17072907,6.218318709,80,0.863175391,34691.33947
661,600024.9357,3074321.523,529.349,17.01652446,0,0,-6.205732564,12.5612857,69.16304743,0.885725692,34708.356
662,600014.2763,3074330.479,529.765,13.9285965,0,0,2.986661291,9.606028435,68.66552636,0.730249225,34722.28459
663,599967.2006,3074364.268,531.471,57.97179045,0,0,2.94281061,4.367660454,80,2.60873057,34780.25639
664,599950.6911,3074381.077,530.049,23.60356234,0,0,-6.024514348,9.845789039,80,1.062160305,34803.85995
665,599940.9606,3074393.342,529.727,15.65939141,0,0,-2.056274038,6.058077593,80,0.704672613,34819.51934
666,599935.0225,3074407.079,528.304,15.03300135,0,0,-9.465840964,15.04949981,57.92821261,0.934239163,34834.55234
667,599934.1038,3074422.897,527.51,15.86453812,0,0,-5.004873096,20.05343415,50.41778055,1.132781662,34850.41688
668,599930.8125,3074473.094,525.269,50.3546775,0,0,-4.450430648,0.427410113,80,2.265960487,34900.77156
669,599927.2336,3074487.594,523.195,15.0784615,0,0,-13.75471894,10.11328926,71.81370457,0.755878864,34915.85002
670,599924.978,3074499.389,521.366,12.1472218,0,0,-15.05694084,3.038502333,80,0.546624981,34927.99724
671,599920.0003,3074511.416,520.981,13.02207554,0,0,-2.956517944,11.65737624,59.92667228,0.78228058,34941.01931
672,599873.1784,3074597.128,527.346,97.87415639,0,0,6.503248901,6.162915213,80,4.404337037,35038.89347
673,599861.9325,3074612.717,529.421,19.33372217,0,0,10.73254277,7.160210067,80,0.870017497,35058.22719
674,599847.1536,3074624.087,531.002,18.7134269,0,0,8.448479313,16.62080456,56.85200351,1.184977356,35076.94062
675,599834.6296,3074634.501,529.494,16.35775156,0,0,-9.218870911,2.171791888,80,0.73609882,35093.29837
676,599825.1747,3074643.256,527.033,13.11875299,0,0,-18.75940497,3.054594081,80,0.590343885,35106.41712
677,599816.64,3074652.783,524.263,13.08731191,0,0,-21.16553818,5.34572542,80,0.588929036,35119.50444
678,599811.7773,3074661.62,523.25,10.13728708,0,0,-9.99281161,13.03287195,53.4623453,0.682615648,35129.64172
679,599808.5386,3074669.539,523.565,8.561481396,0,0,3.679269807,6.578988713,65.57737991,0.469999458,35138.20321
680,599809.3777,3074678.955,523.363,9.455471898,0,0,-2.136329124,27.33592158,31.26801658,1.088642727,35147.65868
681,599815.5222,3074694.022,521.489,16.37929319,0,0,-11.44127514,17.09379345,43.37232899,1.35951785,35164.03797
682,599829.4236,3074721.032,517.087,30.69473287,0,0,-14.34122271,5.047581801,80,1.381262979,35194.7327
683,599837.7803,3074741.526,515.136,22.21812035,0,0,-8.781120857,5.049965728,80,0.999815416,35216.95082
684,599841.3074,3074759.663,513.827,18.52308518,0,0,-7.066857317,11.17888503,75.54028117,0.882748986,35235.47391
685,599842.7805,3074778.271,512.611,18.70578369,0,0,-6.500663217,6.47857117,80,0.841760266,35254.17969
686,599840.7466,3074793.082,512.309,14.95304899,0,0,-2.019654989,12.34553073,63.5299665,0.847332044,35269.13274
687,599835.4857,3074812,512.324,19.63588597,0,0,0.076390747,7.721541169,79.14717599,0.893135966,35288.76863
688,599820.8319,3074844.129,514.076,35.35641384,0,0,4.955253686,8.976680575,80,1.591038623,35324.12504
689,599811.5829,3074865.02,513.269,22.86108333,0,0,-3.53001644,0.637135952,80,1.02874875,35346.98612
690,599801.365,3074893.473,509.798,30.43068403,0,0,-11.40625034,4.126267059,80,1.369380781,35377.41681
691,599786.8045,3074928.661,506.9,38.1916471,0,0,-7.588046654,2.725386308,80,1.71862412,35415.60846
692,599770.354,3074976.766,507.58,50.84459042,0,0,1.337408748,3.600178068,80,2.288006569,35466.45305
693,599750.2217,3075031.568,506.877,58.3871811,0,0,-1.20403141,1.292346942,80,2.627423149,35524.84023
694,599723.5723,3075131.077,505.342,103.0271218,0,0,-1.489898944,5.179029095,80,4.636220481,35627.86735
695,599717.2125,3075148.225,504.72,18.29994109,0,0,-3.398918045,5.356160088,80,0.823497349,35646.16729
696,599710.9035,3075162.801,500.253,16.49901046,0,0,-27.07435099,3.055977783,80,0.74245547,35662.6663
697,599701.2712,3075178.802,497.83,18.83305958,0,0,-12.86567373,7.642506808,80,0.847487681,35681.49936
698,599686.3371,3075194.771,500.69,22.05030394,0,0,12.97034276,12.03481729,70.42235097,1.127214486,35703.54966
699,599662.4572,3075206.765,507.742,27.63758969,0,0,25.51597328,20.24933148,52.6221832,1.89074867,35731.18725
700,599641.7378,3075220.348,510.064,24.88339023,0,0,9.331525883,6.578909315,80,1.11975256,35756.07064
701,599627.7369,3075235.493,512.898,20.81892845,0,0,13.61261223,14.00033424,64.53291514,1.161394031,35776.88957
702,599620.6618,3075247.359,512.213,13.83214448,0,0,-4.952232828,11.94655063,59.47737498,0.837221215,35790.72172
703,599610.6817,3075267.347,507.574,22.81759981,0,0,-20.33079745,4.272334805,80,1.026791991,35813.53932
704,599603.8448,3075291.018,506.372,24.66787884,0,0,-4.872733516,10.42285141,80,1.110054548,35838.2072
705,599589.4353,3075317.541,509.752,30.37313977,0,0,11.12825354,12.40417426,78.42765635,1.394193174,35868.58034
706,599560.0872,3075351.012,510.971,44.53206458,0,0,2.737353436,12.73049854,80,2.003942906,35913.1124
707,599537.6064,3075375.12,510.686,32.9645758,0,0,-0.86456444,1.754663945,80,1.483405911,35946.07698
708,599525.7708,3075396.666,506.615,24.91755575,0,0,-16.33787857,14.21887902,77.42435245,1.158591552,35970.99453
709,599517.3255,3075419.404,507.001,24.2587867,0,0,1.591176034,8.404875608,80,1.091645401,35995.25332
710,599509.6979,3075439.777,506.18,21.76955332,0,0,-3.771322213,0.149876393,80,0.979629899,36017.02287
711,599502.0861,3075460.638,505.412,22.21960045,0,0,-3.456407786,0.479666236,80,0.99988202,36039.24247
712,599494.123,3075490.683,505.3,31.08255991,0,0,-0.360330682,5.20178687,80,1.398715196,36070.32503
713,599487.4652,3075522.6,505.552,32.60497959,0,0,0.772888078,3.061537554,80,1.467224081,36102.93001
714,599481.0886,3075545.477,499.817,24.43170853,0,0,-23.47359373,3.792183462,80,1.099426884,36127.36172
715,599474.862,3075562.071,495.352,18.27751648,0,0,-24.42892067,4.992732077,80,0.822488241,36145.63924
716,599468.999,3075577.594,491.592,17.01399124,0,0,-22.09945889,0.123732299,80,0.765629606,36162.65323
717,599453.2739,3075604.782,494.408,31.53404462,0,0,8.930031127,9.35296379,77.81309521,1.458913314,36194.18727
718,599428.3104,3075642.102,490.884,45.03751001,0,0,-7.824588879,3.734330743,80,2.026687951,36239.22478
719,599405.0813,3075671.035,495.219,37.35641579,0,0,11.60443235,4.980803394,80,1.681038711,36276.5812
720,599361.0695,3075719.037,491.625,65.22382524,0,0,-5.510256393,3.757381891,80,2.935072136,36341.80502
721,599347.8435,3075733.651,489.936,19.78253758,0,0,-8.537832891,0.371104378,80,0.890214191,36361.58756
722,599331.9831,3075748.901,488.511,22.04870548,0,0,-6.462964465,3.978218213,80,0.992191746,36383.63627
723,599261.6881,3075790.532,486.598,81.72017349,0,0,-2.340915246,13.2405695,74.45001708,3.951545427,36465.35644
724,599176.0374,3075834.893,476.375,96.99716728,0,0,-10.53948305,3.254446864,80,4.364872528,36562.35361
725,599058.6515,3075845.813,473.101,117.9381829,0,0,-2.77603056,22.06622874,80,5.307218232,36680.29179
726,598973.342,3075887.444,467.157,95.11141933,0,0,-6.249512458,20.69762615,80,4.28001387,36775.40321
727,598865.5109,3075919.52,466.76,112.5014378,0,0,-0.352884379,9.446446396,80,5.062564702,36887.90465
728,598855.9562,3075922.25,465.938,9.97100176,1,0,-8.243905876,0.620038886,80,0.448695079,36897.87565
729,598714.0012,3076110.613,465.983,235.8640367,1,0,0.019078788,37.05154895,29.40462976,28.87676326,37133.73969
730,598699.328,3076129.723,468.602,24.23538857,0,0,10.80651128,0.515496484,80,1.090592486,37157.97507
731,598551.9132,3076208.89,456.839,167.7405894,0,0,-7.012613969,24.2445406,55.51440326,10.87764771,37325.71566
732,598434.5274,3076273.042,451.325,133.8854336,0,0,-4.118446533,0.419469647,80,6.024844514,37459.6011
733,598313.0467,3076357.669,450.776,148.0526629,0,0,-0.370813999,6.205342102,80,6.662369832,37607.65376
734,598127.4133,3076338.56,449.913,186.6163386,0,0,-0.462446111,40.73948941,80,8.397735239,37794.2701
735,597835.3136,3076308.531,434.268,294.0556777,0,0,-5.32042099,0.007682823,80,13.2325055,38088.32578
736,597551.4037,3076318.086,434.481,284.0707213,0,0,0.074981328,7.797176276,80,12.78318246,38372.3965
737,597360.3105,3076339.925,441.245,192.4559812,0,0,3.514569907,4.592171388,80,8.660519154,38564.85248
738,597147.378,3076356.305,446.414,213.6241384,0,0,2.419670379,2.120876113,80,9.613086229,38778.47662
739,597134.411,3076359.034,445.031,13.3230334,1,0,-10.3805189,7.486012623,76.80026546,0.624515032,38791.79965
740,596941.9528,3076491.435,443.273,233.6092338,1,0,-0.752538747,22.64102988,44.2369084,19.01112153,39025.40888
741,596916.7012,3076489.387,442.664,25.34183276,0,0,-2.403141106,39.16265719,45.01149178,2.026829024,39050.75072
742,596823.8845,3076456.628,444.385,98.44314969,0,0,1.748217124,14.80337023,74.02345913,4.787608456,39149.19387
743,596772.0163,3076429.329,448.051,58.72806082,0,0,6.242331091,8.318369835,80,2.642762737,39207.92193
744,596735.1626,3076414.315,444.557,39.94775883,0,0,-8.746423084,5.592776431,80,1.797649147,39247.86969
745,596690.1192,3076395.888,441.483,48.76383587,0,0,-6.303851913,0.083473416,80,2.194372614,39296.63352
746,596636.2037,3076361.764,445.084,63.90849488,0,0,5.634618695,10.08119537,80,2.875882269,39360.54202
747,596608.503,3076354.374,444.342,28.67911164,0,0,-2.587248898,17.392894,71.89682639,1.436013341,39389.22113
748,596578.5142,3076354.374,441.734,30.10198979,0,0,-8.663879092,14.93749343,80,1.354589541,39419.32312
749,596548.5254,3076354.374,441.506,29.98966671,0,0,-0.760261867,0,80,1.349535002,39449.31279
750,596518.5366,3076354.374,443.171,30.03498544,0,0,5.543535233,0,80,1.351574345,39479.34777
751,596458.0775,3076351.527,441.234,60.55708176,0,0,-3.19863498,2.696048636,80,2.725068679,39539.90485
752,596428.0887,3076351.527,442.833,30.03139901,0,0,5.324427275,2.696048636,80,1.351412955,39569.93625
753,596398.0999,3076351.527,444.285,30.02393095,0,0,4.836142218,0,80,1.351076893,39599.96018
754,596376.1804,3076354.257,444.03,22.09032379,0,0,-1.154351572,7.099438741,80,0.994064571,39622.05051
755,596342.0566,3076359.717,441.838,34.62730412,0,0,-6.330264674,1.991152512,80,1.558228685,39656.67781
756,596306.5678,3076370.637,446.74,37.45304967,0,0,13.08838678,8.012682273,80,1.685387235,39694.13086
757,596248.1558,3076381.498,444.406,59.45898268,0,0,-3.925395113,6.570109085,80,2.67565422,39753.58984
758,596188.1782,3076411.468,443.03,67.0627078,0,0,-2.051810977,16.01751743,80,3.017821851,39820.65255
759,596159.1531,3076437.519,444.644,39.03480533,0,0,4.134771485,15.35835788,80,1.75656624,39859.68736
760,596128.2006,3076471.409,441.697,45.99210982,0,0,-6.407620811,5.684804672,80,2.069644942,39905.67947
761,596125.0293,3076504.402,442.349,33.15147503,0,0,1.966729985,36.91573041,53.31745608,2.23839093,39938.83094
762,596135.9489,3076545.35,446.385,42.57071369,0,0,9.480696117,20.42201652,69.70138042,2.198730762,39981.40165
763,596166.6603,3076595.854,445.404,59.11688817,0,0,-1.659424287,16.37212475,80,2.660259968,40040.51854
764,596198.0542,3076616.328,445.837,37.48265095,0,0,1.15520111,25.5853038,68.07652235,1.982145074,40078.00119
765,596193.2769,3076649.087,445.746,33.10563332,0,0,-0.27487769,65.18607211,37.99626207,3.136631696,40111.10683
766,596131.1716,3076690.718,445.245,74.76937508,0,0,-0.670060435,47.86784406,45.81172155,5.875565056,40185.8762
767,596054.7343,3076764.425,443.807,106.1953413,0,0,-1.354108365,10.12311561,80,4.778790361,40292.07154
768,596004.9135,3076812.198,446.668,69.08369535,0,0,4.141353449,0.160274008,80,3.108766291,40361.15524
769,595956.016,3076875.024,446.114,79.61393533,0,0,-0.695858078,8.30841882,80,3.58262709,40440.76917
770,595919.6041,3076931.632,440.875,67.51103056,0,0,-7.760213341,5.143341682,80,3.037996375,40508.2802
771,595930.2829,3077030.553,444.53,99.56284465,0,0,3.671048183,38.91167402,73.79117763,4.857304792,40607.84305
772,595925.0639,3077125.455,447.179,95.08230522,0,0,2.786007337,9.309108793,80,4.278703735,40702.92535
773,595925.0639,3077259.22,440.274,133.9431008,0,0,-5.15517407,3.147728931,80,6.027439536,40836.86846
774,595878.6555,3077319.278,442.804,75.94145017,0,0,3.331513942,37.69420788,79.27070244,3.448805324,40912.80991
775,595843.1668,3077427.109,442.686,113.5208629,0,0,-0.103945651,19.4771048,80,5.10843883,41026.33077
776,595772.1893,3077504.794,446.734,105.305038,0,0,3.844070593,24.19952198,80,4.738726712,41131.63581
777,595710.7665,3077532.893,445.432,67.55745233,0,0,-1.92724852,23.00076975,80,3.040085355,41199.19326
778,595648.6612,3077549.955,442.822,64.45922922,0,0,-4.049071066,9.220899319,80,2.900665315,41263.65249
779,595587.9208,3077552.002,444.016,60.78661067,0,0,1.964248355,13.43152284,80,2.73539748,41324.4391
780,595502.29,3077564.735,443.737,86.57274998,0,0,-0.322272309,6.527526874,80,3.895773749,41411.01185
781,595472.3012,3077624.676,442.632,67.03336954,0,0,-1.648432725,54.9632467,60.36661053,3.997576279,41478.04522
782,595431.2926,3077673.142,442.018,63.4904357,0,0,-0.967074794,13.65656238,80,2.857069607,41541.53565
783,595390.3441,3077711.36,441.451,56.01532527,0,0,-1.012222989,6.739776915,80,2.520689637,41597.55098
784,595350.7605,3077763.228,438.952,65.29468442,0,0,-3.827264075,9.625945471,80,2.938260799,41662.84566
785,595356.2203,3077815.779,434.838,52.99379221,0,0,-7.763173436,43.28091652,62.81354044,3.037205842,41715.83946
786,595323.4614,3077877.202,431.259,69.70466053,0,0,-5.134520379,34.00394202,71.7712101,3.496343137,41785.54412
787,595238.3125,3077921.094,436.739,95.95245299,0,0,5.711161965,34.65763231,78.93105841,4.376335979,41881.49657
788,595178.3349,3077951.064,435.67,67.0571112,0,0,-1.594163514,0.719223096,80,3.017570004,41948.55368
789,595156.2549,3077968.654,438.087,28.33330883,0,0,8.530595614,11.99184707,80,1.274998897,41976.88699
790,595118.7187,3077993.223,438.546,44.86438178,0,0,1.023083305,5.336117944,80,2.01889718,42021.75137
791,595103.0218,3078044.408,438.411,53.53797829,0,0,-0.252157448,39.7443875,58.8435521,3.275409369,42075.28935
792,595123.496,3078083.31,435.461,44.05974319,0,0,-6.695454369,44.80712294,55.58934723,2.853335816,42119.34909
793,595116.6713,3078107.879,431.609,25.78856714,0,0,-14.93685159,43.28198432,44.66049141,2.078768925,42145.13766
794,595085.9599,3078119.481,431.336,32.83094612,0,0,-0.83153254,53.78062425,38.97702803,3.032334993,42177.96861
795,595012.2525,3078118.116,432.678,73.73225213,0,0,1.820099022,21.75626197,68.99711212,3.847061123,42251.70086
796,594924.2131,3078098.324,434.032,90.24684223,0,0,1.500329504,11.60898714,80,4.0611079,42341.9477
797,594800.685,3078131.083,427.264,127.977144,0,0,-5.288444317,27.52258741,80,5.758971481,42469.92484
798,594713.6693,3078164.183,422.3,93.23080683,0,0,-5.324420295,5.973719438,80,4.195386307,42563.15565
799,594624.9475,3078181.927,420.021,90.50746473,0,0,-2.518024349,9.516661679,80,4.072835913,42653.66312
800,594500.7369,3078180.562,423.039,124.2547573,0,0,2.428880847,11.93932984,80,5.591464077,42777.91787
801,594341.72,3078164.183,422.965,159.8582234,0,0,-0.046291019,5.251199125,80,7.193620055,42937.7761
802,594193.6228,3078110.95,425.872,157.4007102,0,0,1.846878579,13.88996972,80,7.083031961,43095.17681
803,593972.5006,3078087.746,423.751,222.3464675,0,0,-0.953916662,13.78024155,80,10.00559104,43317.52327
804,593674.9411,3078042.702,427.507,300.9729648,0,0,1.24795262,2.617425125,80,13.54378341,43618.49624
805,593453.819,3077930.776,428.977,247.8398142,0,0,0.593125041,18.23932053,80,11.15279164,43866.33605
806,593306.063,3077831.362,425.448,178.1219604,0,0,-1.981226791,7.086376704,80,8.015488218,44044.45801
807,593178.6675,3077802.243,420.97,130.7577228,0,0,-3.424654319,21.05865679,80,5.884097525,44175.21574
808,593011.2334,3077711.246,426.18,190.6351907,0,0,2.732968651,15.64815939,80,8.578583584,44365.85093
809,592785.5614,3077611.15,434.695,247.0213878,0,0,3.447069938,4.603666054,80,11.11596245,44612.87231
810,592623.5872,3077543.812,446.426,175.8057566,0,0,6.672705276,1.345244999,80,7.911259049,44788.67807
811,592452.5132,3077551.092,449.261,171.2522966,0,0,1.655452251,25.01099571,80,7.706353348,44959.93037
812,592321.4779,3077571.111,465.604,133.5593645,0,0,12.23650626,6.249500508,80,6.010171404,45093.48973
813,592175.8831,3077612.97,483.761,152.5768604,0,0,11.90023176,7.353889119,80,6.865958716,45246.06659
814,592046.6676,3077654.828,493.5,136.1748351,0,0,7.151835352,1.909062155,80,6.127867581,45382.24143
815,591919.2721,3077713.066,506.307,140.6602194,0,0,9.104919683,6.618007192,80,6.329709872,45522.90165
816,591808.2561,3077822.263,514.942,155.9586493,0,0,5.536724022,19.95954448,80,7.018139218,45678.8603
817,591748.1982,3077876.861,516.076,81.17375754,0,0,1.397003212,2.253095534,80,3.652819089,45760.03405
818,591711.7995,3077928.729,515.131,63.37229529,0,0,-1.491187901,12.6668549,80,2.851753288,45823.40635
819,591717.2593,3078008.806,525.138,80.88433343,0,0,12.37198797,38.96000056,68.87551519,4.227679452,45904.29068
820,591752.7481,3078056.579,527.138,59.54590208,0,0,3.358753382,32.70679865,72.34035136,2.963287342,45963.83659
821,591804.6162,3078100.258,526.86,67.81026561,0,0,-0.409967425,13.29140904,80,3.051461953,46031.64685
822,591854.6644,3078211.274,531.177,121.8524151,0,0,3.542810371,25.63191483,80,5.48335868,46153.49927
823,591932.0117,3078302.271,544.408,120.1587208,0,0,11.01126902,16.0976919,80,5.407142437,46273.65799
824,592002.9892,3078359.598,550.792,91.46007813,0,0,6.980094628,10.70845381,80,4.115703516,46365.11806
825,592040.2979,3078424.206,551.546,74.61032955,0,0,1.010583929,21.06811116,80,3.35746483,46439.72839
826,591993.8895,3078462.425,561.76,60.98161483,0,0,16.74931047,80.53213086,42.55825829,5.158430401,46500.71001
