fid,field_1_1,Name,osm_id,ref,oneway,maxspeed,bridge,tunnel,y,x,z
433,"9457",Prithvi Highway,"342738951",H04,B,"0",F,F,28.046708400000000,84.074935900000000,523.899999999999977
434,"9459",Prithvi Highway,"342738951",H04,B,"0",F,F,28.046002900000001,84.075372999999999,522.299999999999955
435,"9461",Prithvi Highway,"342738951",H04,B,"0",F,F,28.043287700000000,84.077081699999994,517.299999999999955
436,"9463",Prithvi Highway,"342738951",H04,B,"0",F,F,28.041926499999999,84.077939999999998,517.000000000000000
437,"9465",Prithvi Highway,"342738951",H04,B,"0",F,F,28.040564600000000,84.078787399999996,515.500000000000000
438,"9467",Prithvi Highway,"342738951",H04,B,"0",F,F,28.038368400000000,84.080168900000004,513.500000000000000
439,"9469",Prithvi Highway,"342738951",H04,B,"0",F,F,28.036175100000001,84.081545700000007,511.899999999999977
440,"9471",Prithvi Highway,"342738951",H04,B,"0",F,F,28.032800300000002,84.083653900000002,505.300000000000011
441,"9473",Prithvi Highway,"342738951",H04,B,"0",F,F,28.032700599999998,84.083727800000005,505.600000000000023
442,"9475",Prithvi Highway,"342738951",H04,B,"0",F,F,28.031786600000000,84.084305400000005,503.699999999999989
443,"9477",Prithvi Highway,"342738951",H04,B,"0",F,F,28.031318100000000,84.084586500000000,506.500000000000000
444,"9479",Prithvi Highway,"342738951",H04,B,"0",F,F,28.030728000000000,84.084966600000001,509.100000000000023
445,"9481",Prithvi Highway,"342738951",H04,B,"0",F,F,28.030680300000000,84.084995100000000,509.399999999999977
446,"9483",Prithvi Highway,"342738951",H04,B,"0",F,F,28.029902199999999,84.085489100000004,512.799999999999955
447,"9485",Prithvi Highway,"342738951",H04,B,"0",F,F,28.029711599999999,84.085601699999998,514.299999999999955
448,"9487",Prithvi Highway,"342738951",H04,B,"0",F,F,28.029508300000000,84.085719699999999,514.899999999999977
449,"9489",Prithvi Highway,"342738951",H04,B,"0",F,F,28.029208499999999,84.085958399999996,517.399999999999977
450,"9491",Prithvi Highway,"342738951",H04,B,"0",F,F,28.028892500000001,84.086243800000005,520.000000000000000
451,"9493",Prithvi Highway,"342738951",H04,B,"0",F,F,28.028769300000000,84.086386300000001,520.000000000000000
452,"9495",Prithvi Highway,"342738951",H04,B,"0",F,F,28.028685299999999,84.086505599999995,520.100000000000023
453,"9497",Prithvi Highway,"342738951",H04,B,"0",F,F,28.027985600000001,84.087475200000000,518.100000000000023
454,"9499",Prithvi Highway,"342738951",H04,B,"0",F,F,28.027274200000001,84.088467699999995,514.000000000000000
455,"9501",Prithvi Highway,"342738951",H04,B,"0",F,F,28.026692900000000,84.089273700000007,513.899999999999977
456,"9503",Prithvi Highway,"342738951",H04,B,"0",F,F,28.026110400000000,84.090082300000006,513.000000000000000
457,"9505",Prithvi Highway,"342738951",H04,B,"0",F,F,28.025863099999999,84.090428000000003,513.899999999999977
458,"9507",Prithvi Highway,"342738951",H04,B,"0",F,F,28.025638099999998,84.090748899999994,513.299999999999955
459,"9509",Prithvi Highway,"342738951",H04,B,"0",F,F,28.025094800000002,84.091494400000002,508.800000000000011
460,"9511",Prithvi Highway,"342738951",H04,B,"0",F,F,28.024802300000001,84.091916999999995,508.300000000000011
461,"9513",Prithvi Highway,"342738951",H04,B,"0",F,F,28.024704000000000,84.092056499999998,508.399999999999977
462,"9517",Prithvi Highway,"342738951",H04,B,"0",F,F,28.024248799999999,84.092670699999999,508.800000000000011
463,"9519",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023909600000000,84.093134100000000,511.300000000000011
464,"9521",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023679099999999,84.093449000000007,511.500000000000000
465,"9523",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023617300000002,84.093546399999994,512.200000000000045
466,"9525",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023528500000001,84.093701300000006,513.100000000000023
467,"9527",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023502400000002,84.093769699999996,513.399999999999977
468,"9529",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023467499999999,84.093866899999995,513.799999999999955
469,"9531",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023449100000001,84.093931999999995,513.899999999999977
470,"9533",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023436100000001,84.093999699999998,513.899999999999977
471,"9535",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023429600000000,84.094076799999996,513.899999999999977
472,"9537",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023429000000000,84.094164000000006,514.000000000000000
473,"9539",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023501000000000,84.095089099999996,506.100000000000023
474,"9541",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023636199999999,84.096511599999999,502.600000000000023
475,"9543",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023643300000000,84.096586700000003,502.300000000000011
476,"9545",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023676399999999,84.096991700000004,499.399999999999977
477,"9547",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023767599999999,84.097891599999997,488.199999999999989
478,"9549",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023777700000000,84.097935899999996,487.399999999999977
479,"9551",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023793099999999,84.097982099999996,486.600000000000023
480,"9553",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023838600000001,84.098070000000007,485.800000000000011
481,"9555",Prithvi Highway,"342738951",H04,B,"0",F,F,28.023923900000000,84.098197400000004,486.199999999999989
482,"9557",Prithvi Highway,"342738951",H04,B,"0",F,F,28.024135500000000,84.098409000000004,487.800000000000011
483,"9559",Prithvi Highway,"342738951",H04,B,"0",F,F,28.024411000000001,84.098671100000004,484.399999999999977
484,"9561",Prithvi Highway,"342738951",H04,B,"0",F,F,28.024484999999999,84.098767300000006,482.399999999999977
485,"9563",Prithvi Highway,"342738951",H04,B,"0",F,F,28.024565500000001,84.098911500000000,479.500000000000000
486,"9565",Prithvi Highway,"342738951",H04,B,"0",F,F,28.024717100000000,84.099598799999995,470.899999999999977
487,"6050",Prithvi Highway,"216638398",H04,B,"0",T,F,28.024827699999999,84.100314999999995,468.500000000000000
488,"6051",Prithvi Highway,"216638398",H04,B,"0",T,F,28.024925400000001,84.100869399999993,475.100000000000023
489,"6053",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024940200000000,84.100990199999998,478.399999999999977
490,"6055",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024937900000001,84.101056400000004,480.000000000000000
491,"6057",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024931899999999,84.101096799999993,480.899999999999977
492,"6059",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024910599999998,84.101161899999994,481.699999999999989
493,"6061",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024866200000002,84.101221600000002,481.600000000000023
494,"6063",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024809999999999,84.101288600000004,481.399999999999977
495,"6065",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024614499999998,84.101447399999998,480.500000000000000
496,"6067",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024014399999999,84.101881399999996,481.800000000000011
497,"6069",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023860500000001,84.102032300000005,482.199999999999989
498,"6071",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023665200000000,84.102267600000005,483.199999999999989
499,"6073",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023536700000001,84.102492299999994,485.399999999999977
500,"6075",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023394100000001,84.102840299999997,481.399999999999977
501,"6077",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023043099999999,84.103922499999996,475.300000000000011
502,"6079",Prithvi Highway,"216638400",H04,B,"0",F,F,28.022787399999999,84.104685300000000,482.500000000000000
503,"6081",Prithvi Highway,"216638400",H04,B,"0",F,F,28.022570099999999,84.105358199999998,483.300000000000011
504,"6083",Prithvi Highway,"216638400",H04,B,"0",F,F,28.022555300000000,84.105410500000005,482.500000000000000
505,"6085",Prithvi Highway,"216638400",H04,B,"0",F,F,28.022541100000002,84.105494300000004,481.600000000000023
506,"6087",Prithvi Highway,"216638400",H04,B,"0",F,F,28.022532800000000,84.105543900000001,481.100000000000023
507,"6089",Prithvi Highway,"216638400",H04,B,"0",F,F,28.022537000000000,84.105591500000003,480.800000000000011
508,"6091",Prithvi Highway,"216638400",H04,B,"0",F,F,28.022542300000001,84.105633100000006,480.600000000000023
509,"6093",Prithvi Highway,"216638400",H04,B,"0",F,F,28.022558900000000,84.105681399999995,480.699999999999989
510,"6095",Prithvi Highway,"216638400",H04,B,"0",F,F,28.022579600000000,84.105724300000006,481.100000000000023
511,"6097",Prithvi Highway,"216638400",H04,B,"0",F,F,28.022611000000001,84.105762499999997,482.000000000000000
512,"6099",Prithvi Highway,"216638400",H04,B,"0",F,F,28.022761299999999,84.105903999999995,486.300000000000011
513,"6101",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023381100000002,84.106335200000004,490.000000000000000
514,"6103",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023622300000000,84.106515400000006,494.100000000000023
515,"6105",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023694800000001,84.106599399999993,494.800000000000011
516,"6107",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023748099999999,84.106675800000005,494.699999999999989
517,"6109",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023787700000000,84.106745599999996,494.199999999999989
518,"6111",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023827399999998,84.106840800000001,492.800000000000011
519,"6113",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023911300000002,84.107117900000006,493.300000000000011
520,"6115",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024244700000001,84.108440099999996,500.600000000000023
521,"6117",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024269000000000,84.108536599999994,500.300000000000011
522,"6119",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024306299999999,84.108613099999999,500.500000000000000
523,"6121",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024340599999999,84.108684800000006,500.600000000000023
524,"4",Bridge,,H04,,,T,F,28.024392100000000,84.108751900000001,501.399999999999977
525,"5",Bridge,,H04,,,T,F,28.024546030000000,84.109150679999999,506.199999999999989
526,"7",Bridge,,H04,,,T,F,28.024411879999999,84.109595810000002,505.800000000000011
527,"6125",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024397400000002,84.109608199999997,505.500000000000000
528,"6127",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024321700000002,84.109698399999999,504.199999999999989
529,"6129",Prithvi Highway,"216638400",H04,B,"0",F,F,28.024086100000002,84.110105000000004,507.199999999999989
530,"6131",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023952900000001,84.110359200000005,502.899999999999977
531,"6133",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023817900000001,84.110627399999998,499.500000000000000
532,"6135",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023609600000000,84.111020999999994,503.399999999999977
533,"6137",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023489399999999,84.111243000000002,502.100000000000023
534,"6139",Prithvi Highway,"216638400",H04,B,"0",F,F,28.023355100000000,84.111489899999995,499.800000000000011
535,"6141",Prithvi Highway,"216638400",H04,B,"0",F,F,28.022822900000001,84.112134600000005,494.100000000000023
536,"6143",Prithvi Highway,"216638400",H04,B,"0",F,F,28.021799900000001,84.113376000000002,492.500000000000000
537,"6145",Prithvi Highway,"216638400",H04,B,"0",F,F,28.021540900000002,84.113697999999999,487.899999999999977
538,"6147",Prithvi Highway,"216638400",H04,B,"0",F,F,28.021298000000002,84.114013000000000,486.199999999999989
539,"6149",Prithvi Highway,"216638400",H04,B,"0",F,F,28.021050500000001,84.114320300000003,486.100000000000023
540,"6151",Prithvi Highway,"216638400",H04,B,"0",F,F,28.020880099999999,84.114519999999999,488.300000000000011
541,"6153",Prithvi Highway,"216638400",H04,B,"0",F,F,28.020704800000001,84.114695400000002,492.000000000000000
542,"6155",Prithvi Highway,"216638400",H04,B,"0",F,F,28.020522499999998,84.114863999999997,496.399999999999977
543,"6157",Prithvi Highway,"216638400",H04,B,"0",F,F,28.019221699999999,84.115783899999997,494.600000000000023
544,"6159",Prithvi Highway,"216638400",H04,B,"0",F,F,28.019177400000000,84.115814099999994,494.100000000000023
545,"6161",Prithvi Highway,"216638400",H04,B,"0",F,F,28.018165600000000,84.116499399999995,488.600000000000023
546,"6163",Prithvi Highway,"216638400",H04,B,"0",F,F,28.016802800000001,84.117262900000000,484.899999999999977
547,"6165",Prithvi Highway,"216638400",H04,B,"0",F,F,28.016573699999999,84.117422399999995,486.300000000000011
548,"6167",Prithvi Highway,"216638400",H04,B,"0",F,F,28.016429899999999,84.117574500000003,486.899999999999977
549,"6169",Prithvi Highway,"216638400",H04,B,"0",F,F,28.015631800000001,84.118540600000003,487.800000000000011
550,"6171",Prithvi Highway,"216638400",H04,B,"0",F,F,28.015226899999998,84.119044799999998,484.699999999999989
551,"6173",Prithvi Highway,"216638400",H04,B,"0",F,F,28.014822100000000,84.119512299999997,485.100000000000023
552,"6175",Prithvi Highway,"216638400",H04,B,"0",F,F,28.014750899999999,84.119567200000006,484.699999999999989
553,"6177",Prithvi Highway,"216638400",H04,B,"0",F,F,28.014679900000001,84.119610800000004,484.300000000000011
554,"6179",Prithvi Highway,"216638400",H04,B,"0",F,F,28.014594599999999,84.119653700000001,483.800000000000011
555,"6181",Prithvi Highway,"216638400",H04,B,"0",F,F,28.014508700000000,84.119690300000002,483.300000000000011
556,"6183",Prithvi Highway,"216638400",H04,B,"0",F,F,28.014448999999999,84.119703299999998,483.000000000000000
557,"6185",Prithvi Highway,"216638400",H04,B,"0",F,F,28.014385099999998,84.119713399999995,483.000000000000000
558,"6187",Prithvi Highway,"216638400",H04,B,"0",F,F,28.014250100000002,84.119714299999998,482.899999999999977
559,"6189",Prithvi Highway,"216638400",H04,B,"0",F,F,28.013704300000001,84.119691300000000,482.800000000000011
560,"6191",Prithvi Highway,"216638400",H04,B,"0",F,F,28.013177100000000,84.119645899999995,482.199999999999989
561,"6193",Prithvi Highway,"216638400",H04,B,"0",F,F,28.012984800000002,84.119598199999999,484.300000000000011
562,"6195",Prithvi Highway,"216638400",H04,B,"0",F,F,28.012775500000000,84.119496999999996,485.800000000000011
563,"6197",Prithvi Highway,"216638400",H04,B,"0",F,F,28.012470700000002,84.119278399999999,486.300000000000011
564,"6199",Prithvi Highway,"216638400",H04,B,"0",F,F,28.012382899999999,84.119224500000001,487.600000000000023
565,"6201",Prithvi Highway,"216638400",H04,B,"0",F,F,28.012273900000000,84.119180000000000,489.800000000000011
566,"6203",Prithvi Highway,"216638400",H04,B,"0",F,F,28.012155600000000,84.119154800000004,491.000000000000000
567,"6205",Prithvi Highway,"216638400",H04,B,"0",F,F,28.012073900000001,84.119141400000004,491.100000000000023
568,"6207",Prithvi Highway,"216638400",H04,B,"0",F,F,28.011993100000002,84.119139599999997,491.399999999999977
569,"6209",Prithvi Highway,"216638400",H04,B,"0",F,F,28.011835999999999,84.119168200000004,489.300000000000011
570,"6211",Prithvi Highway,"216638400",H04,B,"0",F,F,28.011767899999999,84.119192400000003,488.100000000000023
571,"6213",Prithvi Highway,"216638400",H04,B,"0",F,F,28.011706000000000,84.119222600000001,486.899999999999977
572,"6215",Prithvi Highway,"216638400",H04,B,"0",F,F,28.011642999999999,84.119278199999997,486.399999999999977
573,"6217",Prithvi Highway,"216638400",H04,B,"0",F,F,28.011584400000000,84.119340600000001,486.899999999999977
574,"1648",Prithvi Highway,"27032839",H04,B,"0",F,F,28.011474499999998,84.119472099999996,488.399999999999977
575,"1649",Prithvi Highway,"27032839",H04,B,"0",F,F,28.011313999999999,84.119758399999995,493.699999999999989
576,"1651",Prithvi Highway,"27032839",H04,B,"0",F,F,28.011218599999999,84.119992400000001,492.500000000000000
577,"1653",Prithvi Highway,"27032839",H04,B,"0",F,F,28.011189500000000,84.120082900000000,491.600000000000023
578,"1655",Prithvi Highway,"27032839",H04,B,"0",F,F,28.011164699999998,84.120195499999994,490.899999999999977
579,"1657",Prithvi Highway,"27032839",H04,B,"0",F,F,28.011126200000000,84.121545200000000,490.500000000000000
580,"1659",Prithvi Highway,"27032839",H04,B,"0",F,F,28.011107200000001,84.121629100000007,491.899999999999977
581,"1661",Prithvi Highway,"27032839",H04,B,"0",F,F,28.011075800000000,84.121716300000003,493.699999999999989
582,"1663",Prithvi Highway,"27032839",H04,B,"0",F,F,28.011049199999999,84.121768000000003,494.399999999999977
583,"1665",Prithvi Highway,"27032839",H04,B,"0",F,F,28.011014500000002,84.121813599999996,494.399999999999977
584,"1667",Prithvi Highway,"27032839",H04,B,"0",F,F,28.010960399999998,84.121882600000006,493.699999999999989
585,"1669",Prithvi Highway,"27032839",H04,B,"0",F,F,28.010894000000000,84.121938400000005,491.399999999999977
586,"1671",Prithvi Highway,"27032839",H04,B,"0",F,F,28.010744500000001,84.122033999999999,492.000000000000000
587,"1673",Prithvi Highway,"27032839",H04,B,"0",F,F,28.010084599999999,84.122412299999993,488.800000000000011
588,"1675",Prithvi Highway,"27032839",H04,B,"0",F,F,28.009778799999999,84.122523500000000,484.300000000000011
589,"1677",Prithvi Highway,"27032839",H04,B,"0",F,F,28.009251899999999,84.122722400000001,489.500000000000000
590,"1679",Prithvi Highway,"27032839",H04,B,"0",F,F,28.009167800000000,84.122767100000004,491.600000000000023
591,"1681",Prithvi Highway,"27032839",H04,B,"0",F,F,28.009097199999999,84.122824100000003,491.500000000000000
592,"1683",Prithvi Highway,"27032839",H04,B,"0",F,F,28.009030500000001,84.122887100000000,491.100000000000023
593,"1685",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008968599999999,84.122955899999994,490.800000000000011
594,"1687",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008829200000001,84.123165400000005,492.000000000000000
595,"1689",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008706100000001,84.123393699999994,496.100000000000023
596,"1691",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008555200000000,84.123651100000004,502.899999999999977
597,"1693",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008408599999999,84.123817299999999,502.199999999999989
598,"1695",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008168699999999,84.124066400000004,496.600000000000023
599,"1697",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007854099999999,84.124383699999996,492.699999999999989
600,"1699",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007804400000001,84.124468899999997,492.899999999999977
601,"1701",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007768899999999,84.124565700000005,492.699999999999989
602,"1703",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007764699999999,84.124649300000002,493.199999999999989
603,"1705",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007772700000000,84.124735200000003,493.899999999999977
604,"1707",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008095500000000,84.126228999999995,502.399999999999977
605,"1709",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008170300000000,84.126549699999998,509.100000000000023
606,"1711",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008215499999999,84.126861300000002,510.199999999999989
607,"1713",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008215600000000,84.127297900000002,503.800000000000011
608,"1715",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008206999999999,84.127520599999997,505.800000000000011
609,"1717",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008214100000000,84.127609800000002,506.600000000000023
610,"1719",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008223900000001,84.127700300000001,507.600000000000023
611,"1721",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008290100000000,84.128117500000002,504.899999999999977
612,"1723",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008340799999999,84.128293099999993,500.899999999999977
613,"1725",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008406399999998,84.128450900000004,500.000000000000000
614,"1727",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008520900000001,84.128620200000000,500.800000000000011
615,"1729",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008668300000000,84.128787200000005,501.100000000000023
616,"1731",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008898100000000,84.129018900000005,498.300000000000011
617,"1733",Prithvi Highway,"27032839",H04,B,"0",F,F,28.009148900000000,84.129215299999998,493.699999999999989
618,"1735",Prithvi Highway,"27032839",H04,B,"0",F,F,28.009507899999999,84.129422399999996,491.199999999999989
619,"1737",Prithvi Highway,"27032839",H04,B,"0",F,F,28.009707299999999,84.129532999999995,490.699999999999989
620,"1739",Prithvi Highway,"27032839",H04,B,"0",F,F,28.009830300000001,84.129599299999995,490.300000000000011
621,"1741",Prithvi Highway,"27032839",H04,B,"0",F,F,28.009951300000001,84.129692800000001,489.300000000000011
622,"1743",Prithvi Highway,"27032839",H04,B,"0",F,F,28.010024399999999,84.129787100000001,488.800000000000011
623,"1745",Prithvi Highway,"27032839",H04,B,"0",F,F,28.010072900000001,84.129899199999997,489.100000000000023
624,"1747",Prithvi Highway,"27032839",H04,B,"0",F,F,28.010098700000000,84.130105299999997,490.399999999999977
625,"1749",Prithvi Highway,"27032839",H04,B,"0",F,F,28.010075100000002,84.130312500000002,491.899999999999977
626,"1751",Prithvi Highway,"27032839",H04,B,"0",F,F,28.009811400000000,84.131696300000002,496.100000000000023
627,"1753",Prithvi Highway,"27032839",H04,B,"0",F,F,28.009519300000001,84.133236299999993,499.699999999999989
628,"1755",Prithvi Highway,"27032839",H04,B,"0",F,F,28.009315200000000,84.134276299999996,489.100000000000023
629,"1757",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008902899999999,84.136447899999993,506.300000000000011
630,"1759",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008887800000000,84.136510700000002,506.699999999999989
631,"1761",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008852300000001,84.136597899999998,506.800000000000011
632,"1763",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008819700000000,84.136656900000006,506.600000000000023
633,"1765",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008778800000002,84.136709199999999,505.800000000000011
634,"1767",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008739800000001,84.136754100000005,504.899999999999977
635,"1769",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008631300000001,84.136846100000000,502.000000000000000
636,"1771",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008465300000001,84.136973800000007,499.399999999999977
637,"1773",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008411299999999,84.137019300000006,498.500000000000000
638,"1775",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008349400000000,84.137080800000007,497.300000000000011
639,"1777",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008324200000001,84.137114199999999,497.000000000000000
640,"1779",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008303600000001,84.137152400000005,496.899999999999977
641,"1781",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008269700000000,84.137243600000005,496.600000000000023
642,"1783",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008246000000000,84.137326799999997,495.800000000000011
643,"1785",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008252100000000,84.137423600000005,495.000000000000000
644,"1787",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008261200000000,84.137483200000005,494.399999999999977
645,"1789",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008320099999999,84.137859199999994,496.399999999999977
646,"1791",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008351600000001,84.138165499999999,501.699999999999989
647,"1793",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008321800000001,84.138345999999999,502.899999999999977
648,"1795",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008279200000000,84.138469400000005,503.399999999999977
649,"1797",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008155200000001,84.138703300000003,502.600000000000023
650,"1799",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007973400000001,84.139047099999999,498.899999999999977
651,"1801",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007919300000001,84.139164100000002,498.100000000000023
652,"1803",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007885500000000,84.139261800000000,497.600000000000023
653,"1805",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007873700000001,84.139300199999994,497.399999999999977
654,"1807",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007867800000000,84.139345800000001,497.399999999999977
655,"1809",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007871900000001,84.139469899999995,498.000000000000000
656,"1811",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007879500000001,84.139566400000007,498.300000000000011
657,"1813",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007950800000000,84.140067999999999,497.699999999999989
658,"1815",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007989299999998,84.140299700000000,496.800000000000011
659,"1817",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008085000000001,84.140907499999997,494.500000000000000
660,"1819",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008157600000001,84.141497000000001,500.899999999999977
661,"1821",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008158399999999,84.141589499999995,501.500000000000000
662,"1823",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008151300000002,84.141682700000004,501.800000000000011
663,"1825",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008131800000001,84.141797999999994,501.300000000000011
664,"1827",Prithvi Highway,"27032839",H04,B,"0",F,F,28.008088300000001,84.141957000000005,500.100000000000023
665,"1829",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007931599999999,84.142486599999998,498.199999999999989
666,"1831",Prithvi Highway,"27032839",H04,B,"0",F,F,28.007910100000000,84.142551499999996,497.300000000000011
667,"6220",Prithvi Highway,"216640246",H04,B,"0",F,F,28.007832199999999,84.142793100000006,494.800000000000011
668,"6221",Prithvi Highway,"216640246",H04,B,"0",F,F,28.007547700000000,84.143634899999995,498.899999999999977
669,"6223",Prithvi Highway,"216640246",H04,B,"0",F,F,28.007524700000001,84.143684500000006,499.600000000000023
670,"6225",Prithvi Highway,"216640246",H04,B,"0",F,F,28.007499100000000,84.143727299999995,500.100000000000023
671,"6227",Prithvi Highway,"216640246",H04,B,"0",F,F,28.007446500000000,84.143790999999993,500.500000000000000
672,"6229",Prithvi Highway,"216640246",H04,B,"0",F,F,28.007390900000001,84.143836899999997,500.699999999999989
673,"6231",Prithvi Highway,"216640246",H04,B,"0",F,F,28.007356699999999,84.143857600000004,500.800000000000011
674,"6233",Prithvi Highway,"216640246",H04,B,"0",F,F,28.007320700000001,84.143878299999997,500.800000000000011
675,"6235",Prithvi Highway,"216640246",H04,B,"0",F,F,28.007261499999998,84.143898199999995,500.699999999999989
676,"6237",Prithvi Highway,"216640246",H04,B,"0",F,F,28.007196400000002,84.143905599999997,500.300000000000011
677,"6239",Prithvi Highway,"216640246",H04,B,"0",F,F,28.006538400000000,84.143873400000004,499.100000000000023
678,"6241",Prithvi Highway,"216640246",H04,B,"0",F,F,28.006152199999999,84.143853600000000,502.199999999999989
679,"6243",Prithvi Highway,"216640246",H04,B,"0",F,F,28.006091099999999,84.143855900000005,502.699999999999989
680,"6245",Prithvi Highway,"216640246",H04,B,"0",F,F,28.006032800000000,84.143873999999997,503.399999999999977
681,"6247",Prithvi Highway,"216640246",H04,B,"0",F,F,28.005965600000000,84.143916099999998,504.199999999999989
