fid,field_1,Name,osm_id,code,fclass,ref,oneway,maxspeed,bridge,tunnel,len,distance,angle,y,x,z
"25","10367",Prithvi Highway,"421022100","5112",trunk,H04,B,"0",F,F,14.98727421,0.000151964,100.5409078,28.2061855,83.9948455,845
"26","10369",Prithvi Highway,"421022100","5112",trunk,H04,B,"0",F,F,78.5755666,0.000796917,100.2495429,28.2060437,83.9956297,845.2
"27","10371",Prithvi Highway,"421022100","5112",trunk,H04,B,"0",F,F,88.08438232,0.000892932,100.8053088,28.2058763,83.9965068,842.5
"28","10373",Prithvi Highway,"421022100","5112",trunk,H04,B,"0",F,F,99.66021676,0.001010179,100.9161609,28.205685,83.9974987,842.4
"29","10375",Prithvi Highway,"421022100","5112",trunk,H04,B,"0",F,F,23.89349973,0.000242146,101.1196742,28.2056383,83.9977363,841.6
"30","10377",Prithvi Highway,"421022100","5112",trunk,H04,B,"0",F,F,85.20528779,0.000863525,101.0900206,28.2054722,83.9985837,840.7
"31","10379",Prithvi Highway,"421022100","5112",trunk,H04,B,"0",F,F,127.8730571,0.001296507,100.5957657,28.2052338,83.9998581,842.4
"32","10381",Prithvi Highway,"421022100","5112",trunk,H04,B,"0",F,F,22.35809887,0.000226938,99.22988624,28.2051974,84.0000821,841.8
"34","10585",Prithvi Highway,"524570544","5112",trunk,H04,F,"0",F,F,17.45840416,0.00017778,92.5791475,28.2051079,84.0007665,843.1
"35","2587",Prithvi Highway,"108218594","5112",trunk,H04,F,"0",F,F,5.041638233,4.76e-05,39.8055711,28.2050919,84.0008992,842.5
"36","2589",Prithvi Highway,"108218594","5112",trunk,H04,F,"0",F,F,2.274152321,2.25e-05,63.09390654,28.2051021,84.0009193,842.4
"37","2591",Prithvi Highway,"108218594","5112",trunk,H04,F,"0",F,F,4.54543753,4.57e-05,72.43670395,28.2051159,84.0009629,842.1
"38","2593",Prithvi Highway,"108218594","5112",trunk,H04,F,"0",F,F,4.016595523,4.09e-05,91.26058389,28.205115,84.0010038,841.8
"39","2595",Prithvi Highway,"108218594","5112",trunk,H04,F,"0",F,F,4.007166337,4.03e-05,108.0751684,28.2051025,84.0010421,841.5
"40","2597",Prithvi Highway,"108218594","5112",trunk,H04,F,"0",F,F,3.241522137,3.17e-05,124.1917691,28.2050847,84.0010683,841.3
"41","2599",Prithvi Highway,"108218594","5112",trunk,H04,F,"0",F,F,3.243907893,3.07e-05,139.3582279,28.2050614,84.0010883,841.2
"42","2601",Prithvi Highway,"108218594","5112",trunk,H04,F,"0",F,F,0.28706253,2.64e-06,155.3764354,28.205059,84.0010894,841.2
"43","2603",Prithvi Highway,"108218594","5112",trunk,H04,F,"0",F,F,2.949909623,2.71e-05,155.6084978,28.2050343,84.0011006,841.1
"44","2605",Prithvi Highway,"108218594","5112",trunk,H04,F,"0",F,F,3.233235251,2.92e-05,172.9236218,28.2050053,84.0011042,841
"45","2607",Prithvi Highway,"108218594","5112",trunk,H04,F,"0",F,F,5.516404301,5e-05,192.1187603,28.2049564,84.0010937,841.1
"54","10439",Prithvi Highway,"421310978","5112",trunk,H04,B,"0",F,F,23.15595259,0.000230758,113.8213108,28.2048632,84.0013048,840.6
"55","10441",Prithvi Highway,"421310978","5112",trunk,H04,B,"0",F,F,115.7037708,0.001155028,112.7843266,28.2044159,84.0023697,840.9
"56","10443",Prithvi Highway,"421310978","5112",trunk,H04,B,"0",F,F,66.09125561,0.000657815,114.5391065,28.2041427,84.0029681,840.5
"57","10445",Prithvi Highway,"421310978","5112",trunk,H04,B,"0",F,F,109.9167783,0.001096039,113.4518761,28.2037065,84.0039736,840.3
"58","10447",Prithvi Highway,"421310978","5112",trunk,H04,B,"0",F,F,140.1868261,0.001397951,113.418163,28.2031509,84.0052564,838.4
"59","10449",Prithvi Highway,"421310978","5112",trunk,H04,B,"0",F,F,58.96825692,0.000588034,113.4173684,28.2029172,84.005796,838.8
"60","10451",Prithvi Highway,"421310978","5112",trunk,H04,B,"0",F,F,64.58716249,0.000643588,113.8567306,28.2026569,84.0063846,839
"61","10453",Prithvi Highway,"421310978","5112",trunk,H04,B,"0",F,F,67.07646786,0.000669462,112.8996626,28.2023964,84.0070013,834.6
"62","10455",Prithvi Highway,"421310978","5112",trunk,H04,B,"0",F,F,77.51856112,0.000773737,112.8534101,28.2020959,84.0077143,832.7
"63","10457",Prithvi Highway,"421310978","5112",trunk,H04,B,"0",F,F,74.71097926,0.000744453,113.8655895,28.2017947,84.0083951,833.9
"64","2542",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,19.34875185,0,115.6850828,28.2014147,84.0092399,833.1
"65","2543",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,19.34875185,0.00019219,115.6850828,28.2013314,84.0094131,832.8
"66","2545",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,130.8889885,0.001306992,112.5918761,28.2008293,84.0106198,832
"67","2547",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,99.02378858,0.00098515,114.7857019,28.2004163,84.0115142,830.5
"68","2549",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,15.38591904,0.00015198,118.7067398,28.2003433,84.0116475,830.2
"69","2551",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,51.12091332,0.00050472,118.9619853,28.2000989,84.0120891,829.2
"70","2553",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,48.56479286,0.000476789,121.8499793,28.1998473,84.0124941,825.8
"71","2555",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,126.2422341,0.001239321,121.8779691,28.1991928,84.0135465,825.7
"72","2557",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,32.40302645,0.000317895,122.2002531,28.1990234,84.0138155,825.3
"73","2559",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,4.021140223,3.95e-05,122.159321,28.1990024,84.0138489,825.1
"74","2561",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,92.69468792,0.000909409,122.192377,28.1985179,84.0146185,820
"75","2563",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,42.74639145,0.000420143,121.2724744,28.1982998,84.0149776,820.8
"76","2565",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,33.88194614,0.000331575,123.4360603,28.1981171,84.0152543,821.1
"77","2567",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,198.2248744,0.001944084,122.3583988,28.1970766,84.0168965,816.1
"78","2569",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,13.19636436,0.000129418,122.3761182,28.1970073,84.0170058,815.9
"79","2571",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,13.21097471,0.000128983,124.5771571,28.1969341,84.017112,815.4
"80","2573",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,107.5934529,0.00105679,121.6099885,28.1963802,84.018012,812.2
"81","2575",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,140.0179355,0.001372451,122.6328861,28.1956401,84.0191678,813.3
"82","2577",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,202.2439985,0.001986487,121.5969208,28.1945993,84.0208598,808.4
"83","2579",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,137.2899847,0.001356869,118.3971357,28.193954,84.0220534,803.3
"85","2583",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,109.0476435,0.001076743,118.8835292,28.1928405,84.0240678,800.4
"86","10393",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,79.2365618,0.000782637,118.7132909,28.1924645,84.0247542,799.1
"87","10395",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,30.39256818,0.000300728,117.7665268,28.1923244,84.0250203,798.1
"88","10397",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,7.711623588,7.71e-05,111.7738104,28.1922958,84.0250919,797.2
"89","10399",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,8.547231709,8.63e-05,104.4226098,28.1922743,84.0251755,796.2
"90","10401",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,10.03978171,0.000102133,95.28077121,28.1922649,84.0252772,795
"91","10403",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,8.934999457,9.1e-05,90.06296237,28.1922648,84.0253682,794
"92","10405",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,7.450258016,7.57e-05,82.25528945,28.192275,84.0254432,793.1
"93","10407",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,9.183633072,9.22e-05,70.87714177,28.1923052,84.0255303,792
"94","10409",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,8.330863289,8.3e-05,66.12161486,28.1923388,84.0256062,791.2
"95","10411",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,8.303431407,8.1e-05,55.0543356,28.1923852,84.0256726,790.2
"96","10413",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,8.92991928,8.55e-05,46.18460743,28.1924444,84.0257343,789
"97","10415",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,11.0174874,0.000104682,42.48354924,28.1925216,84.025805,787.4
"98","10417",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,44.75054312,0.000413896,28.24918948,28.1928862,84.0260009,783.1
"99","10419",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,34.09674501,0.00031721,31.6607511,28.1931562,84.0261674,780.4
"100","10421",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,8.535736013,7.98e-05,34.32732486,28.1932221,84.0262124,780.8
"101","10423",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,7.810393799,7.39e-05,40.22269368,28.1932785,84.0262601,781.1
"102","10425",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,7.184181085,6.93e-05,49.97227135,28.1933231,84.0263132,781.4
"103","2581",Prithvi Highway,"108218584","5112",trunk,H04,B,"0",F,F,124.0764515,0.001224929,118.9755529,28.1933606,84.023125,781.5
"104","10429",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,32.59278892,0.000316621,53.01066846,28.1935511,84.0266192,780
"105","10431",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,14.98827288,0.000148955,64.63918725,28.1936149,84.0267538,778.8
"106","10433",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,10.46267261,0.000105805,76.77808463,28.1936391,84.0268568,777.4
"107","10435",Prithvi Highway,"421310977","5112",trunk,H04,B,"0",F,F,7.958241385,8.1e-05,88.16150746,28.1936417,84.0269378,776.3
"108","326",Prithvi Highway,"24811306","5112",trunk,H04,B,"0",T,F,81.91484336,0,107.2371107,28.1936348,84.0270081,775.3
"109","327",Prithvi Highway,"24811306","5112",trunk,H04,B,"0",T,F,81.91484336,0.000824428,107.2371107,28.1933905,84.0277955,777
"110","10461",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,19.91428915,0.000200917,105.2951367,28.1933375,84.0279893,780
"111","10463",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,19.80893036,0.000198914,108.8903906,28.1932731,84.0281775,781.9
"112","10465",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,10.56812465,0.000106551,105.8493737,28.193244,84.02828,782.8
"113","10467",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,8.907604958,8.87e-05,114.0805163,28.1932078,84.028361,783.3
"114","10469",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,8.499297991,8.34e-05,121.8234231,28.1931638,84.0284319,783.7
"115","10471",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,11.9004038,0.000113855,134.217125,28.1930844,84.0285135,784.1
"116","10473",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,100.4375921,0.000937585,146.4624723,28.1923029,84.0290315,786.3
"117","10475",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,26.02718117,0.000243127,146.100777,28.1921011,84.0291671,789.4
"118","10477",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,44.38600222,0.000418874,140.8424445,28.1917763,84.0294316,793.8
"119","10479",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,69.67887567,0.000664269,135.9087997,28.1912992,84.0298938,792.1
"120","10481",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,85.66937528,0.00081751,135.4410712,28.1907167,84.0304674,792.1
"121","10483",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,61.33453024,0.00058471,135.914659,28.1902967,84.0308742,790.1
"122","10485",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,38.62134703,0.000369341,134.4186153,28.1900382,84.031138,790.1
"123","10487",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,34.71904595,0.000331225,135.5626646,28.1898017,84.0313699,789.6
"124","10489",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,76.87649606,0.000733777,135.3257603,28.1892799,84.0318858,786.9
"125","10491",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,65.5850437,0.000626147,135.2135237,28.1888355,84.0323269,786.3
"126","10493",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,17.23895793,0.000164758,134.7049171,28.1887196,84.032444,785.5
"127","10495",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,91.58723498,0.000874621,135.0880119,28.1881002,84.0330615,783.8
"128","10497",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,160.5015864,0.001533873,134.7305861,28.1870207,84.0341512,783.2
"129","10499",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,89.46088242,0.000853319,135.6409719,28.1864106,84.0347478,781
"130","10501",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,120.3706203,0.001149335,135.1480508,28.1855958,84.0355584,780
"131","10503",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,120.0915194,0.001146104,135.3817777,28.18478,84.0363634,778.8
"132","10505",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,34.71470058,0.000331423,135.2078139,28.1845448,84.0365969,777.5
"133","10507",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,23.65649705,0.000227611,131.5269252,28.1843939,84.0367673,776.7
"134","10509",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,77.32390269,0.000740019,134.0473483,28.1838794,84.0372992,775
"135","10511",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,74.28667202,0.000717572,129.6624444,28.1834214,84.0378516,773.5
"136","10513",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,8.892940943,8.61e-05,128.306648,28.183368,84.0379192,773.6
"137","10515",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,23.17613342,0.000222314,132.9584941,28.1832165,84.0380819,773.1
"138","10517",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,88.93347832,0.000855703,131.5084274,28.1826494,84.0387227,770.6
"139","10519",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,86.56502943,0.000834707,130.4911049,28.1821074,84.0393575,767.2
"140","10521",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,18.12649303,0.000174748,130.5906257,28.1819937,84.0394902,767
"141","10523",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,42.01060211,0.000407341,127.8601798,28.1817437,84.0398118,766
"142","10525",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,54.23928342,0.000530296,123.8518857,28.1814483,84.0402522,765
"143","10527",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,47.31973215,0.000463429,123.0145381,28.1811958,84.0406408,764
"144","10529",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,44.73361228,0.000439215,121.7468038,28.1809647,84.0410143,764.2
"145","10531",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,44.96800077,0.000442073,121.1082349,28.1807363,84.0413928,763.3
"146","10533",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,93.76629344,0.000918694,122.8026767,28.1802386,84.042165,761.1
"147","10535",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,80.86792077,0.000795001,121.1046597,28.1798279,84.0428457,759
"148","10537",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,46.06523296,0.000451627,122.4760573,28.1795854,84.0432267,757.8
"149","10539",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,41.24035677,0.000405291,121.2740895,28.179375,84.0435731,757.8
"150","10541",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,35.52031768,0.000348865,121.5806038,28.1791923,84.0438703,756.2
"151","10543",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,30.76980458,0.000301724,122.3838068,28.1790307,84.0441251,754.7
"152","10545",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,89.78315621,0.000881953,121.4985491,28.1785699,84.0448771,754.9
"153","10547",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,56.33488853,0.000553303,121.5729042,28.1782802,84.0453485,754
"154","10549",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,40.00093497,0.00039055,124.5160787,28.1780589,84.0456703,754.4
"155","10551",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,18.52363513,0.000181083,123.9006806,28.1779579,84.0458206,754.6
"156","10553",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,28.80552576,0.00028136,124.3113499,28.1777993,84.046053,754
"157","10555",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,32.67383675,0.000316009,129.0534026,28.1776002,84.0462984,752.7
"158","10557",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,354.4129704,0.003438021,127.6275261,28.1755012,84.0490213,745.5
"159","10559",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,39.7263122,0.000386205,126.5880201,28.175271,84.0493314,745
"160","10561",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,29.61996361,0.000287149,127.9274844,28.1750945,84.0495579,745
"161","10563",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,1.389391329,1.34e-05,129.2593933,28.175086,84.0495683,745
"162","10565",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,20.46857388,0.000199566,125.1872391,28.174971,84.0497314,745
"163","10567",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,57.09383086,0.000553477,127.9403545,28.1746307,84.0501679,743.5
"164","10569",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,7.386647262,7.16e-05,127.9100699,28.1745867,84.0502244,743.1
"165","10571",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,121.095144,0.001175493,127.2978557,28.1738744,84.0511595,740.9
"166","10573",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,196.9330256,0.001911039,127.4521481,28.1727123,84.0526766,738.9
"167","10575",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,52.59998742,0.000511284,126.6502544,28.1724071,84.0530868,736.3
"168","10577",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,10.19072872,9.91e-05,126.6269733,28.172348,84.0531663,735.7
"169","10579",Prithvi Highway,"478266440","5112",trunk,H04,B,"0",F,F,61.39397867,0.000594839,128.1934733,28.1719802,84.0536338,733.3
"170","10581",,"478266511","5112",trunk,H04,B,"0",T,F,28.73300082,0.000278815,127.4658509,28.1718106,84.0538551,731.6
"171","174",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,16.84044032,0,126.3102497,28.1715916,84.0541408,730.6
"172","175",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,16.84044032,0.000163808,126.3102497,28.1714946,84.0542728,730.6
"173","177",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,50.38162663,0.000490063,126.3110348,28.1712044,84.0546677,731.9
"174","179",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,26.65411424,0.000256312,131.7579176,28.1710337,84.0548589,732.4
"175","181",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,18.19206799,0.00017279,137.6504728,28.170906,84.0549753,732.2
"176","183",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,18.92960781,0.000179321,138.934305,28.1707708,84.0550931,732.3
"177","185",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,28.53383457,0.000268311,142.6175932,28.1705576,84.055256,732
"178","187",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,26.33563581,0.000245535,147.1189583,28.1703514,84.0553893,732.5
"179","189",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,27.64333958,0.000254446,154.7844943,28.1701212,84.0554977,733.9
"180","191",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,20.78251667,0.000189407,162.3590477,28.1699407,84.0555551,734.8
"181","193",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,48.10748202,0.000437371,164.7150086,28.1695188,84.0556704,732.4
"182","195",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,237.6076688,0.002154114,167.969148,28.167412,84.0561194,729.4
"183","197",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,156.5058968,0.001418882,167.9464197,28.1660244,84.0564157,726.5
"184","199",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,152.520165,0.001383884,166.9237684,28.1646764,84.0567288,723.5
"185","201",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,39.73106869,0.000359574,170.45909,28.1643218,84.0567884,721.6
"186","203",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,103.7038976,0.000940646,167.3185766,28.1634041,84.0569949,723.1
"187","205",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,44.52445298,0.000403861,167.312696,28.1630101,84.0570836,724.1
"188","207",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,11.13474927,0.000101113,165.9774998,28.162912,84.0571081,724.2
"189","209",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,3.483155219,3.16e-05,166.0955717,28.1628813,84.0571157,724.2
"190","211",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,47.55643341,0.000430163,171.3763705,28.162456,84.0571802,723.4
"191","213",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,48.28606992,0.000437496,168.7568458,28.1620269,84.0572655,721
"192","215",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,15.5890656,0.000141811,164.1212013,28.1618905,84.0573043,722
"193","217",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,30.8068919,0.000280154,164.4507098,28.1616206,84.0573794,726.3
"194","219",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,44.96339011,0.00040916,163.7930077,28.1612277,84.0574936,729.5
"195","221",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,37.3175104,0.000341009,160.0771836,28.1609071,84.0576098,725.6
"196","223",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,6.852538182,6.3e-05,155.1423373,28.1608499,84.0576363,724.9
"197","225",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,168.6954393,0.001551935,155.1374472,28.1594418,84.0582888,716
"198","227",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,19.84324897,0.000182008,157.2106286,28.159274,84.0583593,715.4
"199","229",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,33.49590741,0.000309373,152.5735476,28.1589994,84.0585018,714
"200","231",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,37.85676798,0.000346659,158.4379865,28.158677,84.0586292,713.1
"201","233",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,22.86531336,0.000209867,156.7332984,28.1584842,84.0587121,712.7
"202","235",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,111.4980559,0.00102785,153.7814665,28.1575621,84.0591662,709.8
"203","237",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,149.6567639,0.001393833,147.6804544,28.1563842,84.0599114,710.7
"204","239",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,44.96984711,0.000420905,145.0035191,28.1560394,84.0601528,708.9
"205","241",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,42.28229029,0.000394892,146.1610394,28.1557114,84.0603727,706.7
"206","243",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,149.149614,0.001394779,145.4656659,28.1545624,84.0611634,705.9
"207","245",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,90.03323703,0.000839447,147.0728466,28.1538578,84.0616197,704.1
"208","247",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,79.6709841,0.000744515,145.8446266,28.1532417,84.0620377,702.1
"209","249",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,80.27869808,0.000757203,141.0412127,28.1526529,84.0625138,699.1
"210","251",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,94.17251006,0.000887099,141.6922274,28.1519568,84.0630637,700.9
"211","253",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,123.2194842,0.001163354,140.5563891,28.1510584,84.0638028,695.9
"212","255",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,39.9502225,0.000381013,135.6380113,28.150786,84.0640692,695.8
"213","257",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,4.225328916,3.99e-05,140.8015869,28.1507551,84.0640944,695.7
"214","259",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,49.07301681,0.000467804,135.8574238,28.1504194,84.0644202,693.1
"215","261",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,40.41620331,0.000385275,135.8623163,28.1501429,84.0646885,691.6
"216","263",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,54.10576694,0.000514976,136.605121,28.1497687,84.0650423,689
"217","265",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,7.476501914,7.12e-05,136.5943019,28.149717,84.0650912,688.7
"218","267",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,192.3258123,0.001831142,136.4471366,28.1483899,84.0663529,686.1
"219","269",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,35.61843037,0.000339218,136.313893,28.1481446,84.0665872,686
"220","271",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,146.8224218,0.001408698,132.7762899,28.1471879,84.0676212,686.5
"221","273",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,119.4748132,0.001146731,132.6003774,28.1464117,84.0684653,685
"222","275",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,55.24823868,0.000529894,132.9428573,28.1460507,84.0688532,684.7
"223","277",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,64.26610209,0.000616053,133.1977646,28.145629,84.0693023,681.3
"224","279",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,70.69580859,0.000679036,132.254391,28.1451724,84.0698049,679.1
"225","281",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,64.99471769,0.000621997,133.9903438,28.1447404,84.0702524,678
"226","283",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,132.3205413,0.001275291,130.6339443,28.1439099,84.0712202,675
"227","285",Prithvi Highway,"24811305","5112",trunk,H04,B,"0",F,F,39.43479961,0.000379819,130.9432621,28.143661,84.0715071,673.6
