id,fid,X,Y,Z,name,ref,oneway,maxspeed,bridge,tunnel
876,70,521178.2409,3095439.632,504.9,Prithvi Highway,H04,B,0,F,F
877,70,521249.1931,3095424.83,500.9,Prithvi Highway,H04,B,0,F,F
878,70,521314.3362,3095424.202,503.2,Prithvi Highway,H04,B,0,F,F
879,70,521395.4791,3095421.075,501.9,Prithvi Highway,H04,B,0,F,F
880,70,521424.7132,3095422.279,499.1,Prithvi Highway,H04,B,0,F,F
881,70,521440.0226,3095426.318,496.9,Prithvi Highway,H04,B,0,F,F
882,70,521461.0485,3095435.286,496.8,Prithvi Highway,H04,B,0,F,F
883,70,521530.4169,3095465.039,498.7,Prithvi Highway,H04,B,0,F,F
884,70,521549.1758,3095470.923,499.4,Prithvi Highway,H04,B,0,F,F
885,70,521565.3337,3095473.511,499.5,Prithvi Highway,H04,B,0,F,F
886,70,521602.1303,3095475.948,497.4,Prithvi Highway,H04,B,0,F,F
887,70,521721.8065,3095483.054,503.7,Prithvi Highway,H04,B,0,F,F
888,70,521828.5825,3095486.647,492.2,Prithvi Highway,H04,B,0,F,F
889,70,522004.677,3095492.462,489.7,Prithvi Highway,H04,B,0,F,F
890,70,522135.781,3095495.603,485.9,Prithvi Highway,H04,B,0,F,F
891,70,522374.7213,3095503.344,488,Prithvi Highway,H04,B,0,F,F
892,70,522393.1849,3095503.744,488.1,Prithvi Highway,H04,B,0,F,F
893,70,522421.2001,3095504.338,487.4,Prithvi Highway,H04,B,0,F,F
894,70,522500.4542,3095506.402,486.4,Prithvi Highway,H04,B,0,F,F
895,70,522520.9342,3095506.928,485.9,Prithvi Highway,H04,B,0,F,F
896,70,522537.7549,3095507.369,485.8,Prithvi Highway,H04,B,0,F,F
897,70,522591.538,3095495.036,486.4,Prithvi Highway,H04,B,0,F,F
898,70,522664.3771,3095471.437,479.7,Prithvi Highway,H04,B,0,F,F
899,70,522695.3443,3095461.057,479.4,Prithvi Highway,H04,B,0,F,F
900,70,522718.2438,3095461.908,478.9,Prithvi Highway,H04,B,0,F,F
901,70,522885.1224,3095492.983,485.7,Prithvi Highway,H04,B,0,F,F
902,70,522912.967,3095505.734,486.4,Prithvi Highway,H04,B,0,F,F
903,70,522954.8454,3095546.468,477.6,Prithvi Highway,H04,B,0,F,F
904,70,522990.7604,3095572.576,477,Prithvi Highway,H04,B,0,F,F
905,70,523023.5467,3095583.376,474.8,Prithvi Highway,H04,B,0,F,F
906,70,523070.9792,3095594.78,471,Prithvi Highway,H04,B,0,F,F
907,70,523127.3938,3095621.126,469.2,Prithvi Highway,H04,B,0,F,F
908,70,523270.1987,3095682.588,459.2,Prithvi Highway,H04,B,0,F,F
909,70,523293.3265,3095687.198,457.2,Prithvi Highway,H04,B,0,F,F
910,70,523329.0888,3095684.74,453.6,Prithvi Highway,H04,B,0,F,F
911,70,523364.862,3095676.609,453,Prithvi Highway,H04,B,0,F,F
912,70,523441.8475,3095650.718,450.4,Prithvi Highway,H04,B,0,F,F
913,70,523463.7574,3095644.2,451.7,Prithvi Highway,H04,B,0,F,F
914,70,523533.2072,3095654.197,439,Prithvi Highway,H04,B,0,F,F
915,70,523553.5228,3095653.128,436.1,Prithvi Highway,H04,B,0,F,F
916,70,523568.4177,3095647.218,437,Prithvi Highway,H04,B,0,F,F
917,70,523577.2287,3095643.733,436.8,Prithvi Highway,H04,B,0,F,F
918,70,523599.3794,3095629.77,438.6,Prithvi Highway,H04,B,0,F,F
919,70,523625.5663,3095609.277,444.9,Prithvi Highway,H04,B,0,F,F
920,70,523635.4525,3095604.255,446.9,Prithvi Highway,H04,B,0,F,F
921,70,523639.8343,3095602.025,447.8,Prithvi Highway,H04,B,0,F,F
922,70,523651.9065,3095600.963,447.9,Prithvi Highway,H04,B,0,F,F
923,70,523660.4907,3095602.797,446.7,Prithvi Highway,H04,B,0,F,F
924,70,523685.49,3095626.304,438,Prithvi Highway,H04,B,0,F,F
925,70,523707.1921,3095640.651,436.8,Prithvi Highway,H04,B,0,F,F
926,70,523719.9914,3095650.007,435.3,Prithvi Highway,H04,B,0,F,F
927,70,523744.2882,3095660.426,430.5,Prithvi Highway,H04,B,0,F,F
928,70,523760.1866,3095659.548,429.7,Prithvi Highway,H04,B,0,F,F
929,70,523771.2811,3095655.415,430.1,Prithvi Highway,H04,B,0,F,F
930,70,523789.377,3095642.541,429.4,Prithvi Highway,H04,B,0,F,F
931,70,523800.9434,3095623.483,428.8,Prithvi Highway,H04,B,0,F,F
932,70,523808.0346,3095599.119,427.5,Prithvi Highway,H04,B,0,F,F
933,70,523819.3107,3095572.669,426.5,Prithvi Highway,H04,B,0,F,F
934,70,523829.2709,3095565.098,427.5,Prithvi Highway,H04,B,0,F,F
935,70,523846.4737,3095561.276,429,Prithvi Highway,H04,B,0,F,F
936,70,523884.3298,3095569.838,425.8,Prithvi Highway,H04,B,0,F,F
937,70,523906.4185,3095577.594,423.7,Prithvi Highway,H04,B,0,F,F
938,70,524015.6411,3095631.652,418,Prithvi Highway,H04,B,0,F,F
939,70,524038.9823,3095647.632,415.7,Prithvi Highway,H04,B,0,F,F
940,70,524103.995,3095712.163,410.6,Prithvi Highway,H04,B,0,F,F
941,70,524132.1228,3095730.015,406.6,Prithvi Highway,H04,B,0,F,F
942,70,524172.4949,3095749.199,407.4,Prithvi Highway,H04,B,0,F,F
943,70,524210.1839,3095767.103,410.1,Prithvi Highway,H04,B,0,F,F
944,70,524259.4325,3095799.114,405.5,Prithvi Highway,H04,B,0,F,F
945,70,524275.9623,3095807.048,404.8,Prithvi Highway,H04,B,0,F,F
946,70,524290.9535,3095812.12,404.3,Prithvi Highway,H04,B,0,F,F
947,70,524366.5156,3095829.358,397.3,Prithvi Highway,H04,B,0,F,F
948,70,524405.9096,3095855.167,389.9,Prithvi Highway,H04,B,0,F,F
949,70,524426.3208,3095869.99,385.8,Prithvi Highway,H04,B,0,F,F
950,70,524441.1635,3095880.325,383.7,Prithvi Highway,H04,B,0,F,F
951,70,524463.4347,3095889.811,383.4,Prithvi Highway,H04,B,0,F,F
952,70,524478.8608,3095893.731,384.5,Prithvi Highway,H04,B,0,F,F
953,70,524495.0374,3095896.213,386.3,Prithvi Highway,H04,B,0,F,F
954,70,524511.2021,3095894.849,387.9,Prithvi Highway,H04,B,0,F,F
955,70,524524.3264,3095893.901,387,Prithvi Highway,H04,B,0,F,F
956,70,524541.9912,3095890.147,386.4,Prithvi Highway,H04,B,0,F,F
957,70,524565.2572,3095879.556,386.3,Prithvi Highway,H04,B,0,F,F
958,70,524582.5036,3095868.688,387,Prithvi Highway,H04,B,0,F,F
959,70,524599.8625,3095855.736,387.5,Prithvi Highway,H04,B,0,F,F
960,70,524615.9445,3095841.829,387.6,Prithvi Highway,H04,B,0,F,F
961,70,524702.2314,3095789.936,378.7,Prithvi Highway,H04,B,0,F,F
962,70,524721.4993,3095776.8,378.3,Prithvi Highway,H04,B,0,F,F
963,70,524731.7194,3095762.571,378.7,Prithvi Highway,H04,B,0,F,F
964,70,524737.3859,3095747.912,379.4,Prithvi Highway,H04,B,0,F,F
965,70,524751.9297,3095702.255,379.1,Prithvi Highway,H04,B,0,F,F
966,70,524760.0727,3095679.19,380.8,Prithvi Highway,H04,B,0,F,F
967,70,524769.2631,3095663.441,382.8,Prithvi Highway,H04,B,0,F,F
968,70,524782.4609,3095655.545,384.8,Prithvi Highway,H04,B,0,F,F
969,70,524796.8359,3095654.09,387.3,Prithvi Highway,H04,B,0,F,F
970,70,524805.5462,3095656.678,387.5,Prithvi Highway,H04,B,0,F,F
971,70,524813.5112,3095662.933,386.6,Prithvi Highway,H04,B,0,F,F
972,70,524825.2556,3095701.851,374.8,Prithvi Highway,H04,B,0,F,F
973,70,524830.632,3095718.45,372.2,Prithvi Highway,H04,B,0,F,F
974,70,524838.89,3095735.31,369.6,Prithvi Highway,H04,B,0,F,F
975,70,524845.2091,3095743.113,368.5,Prithvi Highway,H04,B,0,F,F
976,70,524853.2159,3095748.149,368,Prithvi Highway,H04,B,0,F,F
977,70,524862.0808,3095752.078,367.7,Prithvi Highway,H04,B,0,F,F
978,70,524872.1717,3095752.952,366.9,Prithvi Highway,H04,B,0,F,F
979,70,524902.9732,3095747.22,365.8,Prithvi Highway,H04,B,0,F,F
980,70,524948.8975,3095735.115,363,Prithvi Highway,H04,B,0,F,F
981,70,524996.3918,3095720.187,361.8,Prithvi Highway,H04,B,0,F,F
982,70,525007.5503,3095709.063,362.7,Prithvi Highway,H04,B,0,F,F
983,70,525014.9716,3095697.465,363.6,Prithvi Highway,H04,B,0,F,F
984,70,525026.9331,3095664.303,362,Prithvi Highway,H04,B,0,F,F
985,70,525035.3889,3095642.458,361.4,Prithvi Highway,H04,B,0,F,F
986,70,525046.2838,3095625.615,366.4,Prithvi Highway,H04,B,0,F,F
987,70,525053.1116,3095620.444,370,Prithvi Highway,H04,B,0,F,F
988,70,525062.3573,3095616.263,372.2,Prithvi Highway,H04,B,0,F,F
989,70,525075.2657,3095615.215,371.8,Prithvi Highway,H04,B,0,F,F
990,70,525105.3813,3095617.903,365.8,Prithvi Highway,H04,B,0,F,F
991,70,525111.2934,3095617.916,365,Prithvi Highway,H04,B,0,F,F
992,70,525141.1115,3095617.025,361.6,Prithvi Highway,H04,B,0,F,F
993,70,525164.6028,3095607.378,359.1,Prithvi Highway,H04,B,0,F,F
994,70,525225.9495,3095554.195,357.9,Prithvi Highway,H04,B,0,F,F
995,70,525243.9502,3095545.346,356.6,Prithvi Highway,H04,B,0,F,F
996,70,525251.8311,3095544.686,356.2,Prithvi Highway,H04,B,0,F,F
997,70,525259.8892,3095544.005,356.1,Prithvi Highway,H04,B,0,F,F
998,70,525275.7579,3095548.038,355.3,Prithvi Highway,H04,B,0,F,F
999,70,525359.3392,3095592.736,350,Prithvi Highway,H04,B,0,F,F
1000,70,525377.8141,3095601.728,348.4,Prithvi Highway,H04,B,0,F,F
1001,70,525512.8377,3095672.064,344.6,Prithvi Highway,H04,B,0,F,F
1002,70,525526.6127,3095675.24,343.7,Prithvi Highway,H04,B,0,F,F
1003,70,525540.7982,3095675.015,343.3,Prithvi Highway,H04,B,0,F,F
1004,70,525556.6955,3095670.052,342.8,Prithvi Highway,H04,B,0,F,F
1005,70,525570.1211,3095661.681,342.5,Prithvi Highway,H04,B,0,F,F
1006,70,525585.1653,3095650.798,342.3,Prithvi Highway,H04,B,0,F,F
1007,70,525612.5248,3095630.932,342.9,Prithvi Highway,H04,B,0,F,F
1008,70,525637.1496,3095615.781,342.8,Prithvi Highway,H04,B,0,F,F
1009,70,525696.1612,3095574.553,337.5,Prithvi Highway,H04,B,0,F,F
1010,70,525707.8448,3095566.699,334.8,Prithvi Highway,H04,B,0,F,F
1011,70,525719.9266,3095561.217,331.1,Prithvi Highway,H04,B,0,F,F
1012,70,525734.9753,3095557.571,326.3,Prithvi Highway,H04,B,0,F,F
1013,70,525742.0195,3095561.841,324.1,Prithvi Highway,H04,B,0,F,F
1014,62,526083.2857,3095668.769,331.8,Madi Bridge,H04,B,0,T,F
1015,61,526096.1229,3095668.852,335.8,Prithvi Highway,H04,B,0,F,F
1016,61,526109.5154,3095671.408,340.7,Prithvi Highway,H04,B,0,F,F
1017,61,526118.1435,3095670.972,343.2,Prithvi Highway,H04,B,0,F,F
1018,61,526126.1081,3095667.986,345.1,Prithvi Highway,H04,B,0,F,F
1019,61,526132.7144,3095665.352,346.7,Prithvi Highway,H04,B,0,F,F
1020,61,526141.4416,3095655.476,345.9,Prithvi Highway,H04,B,0,F,F
1021,61,526158.4527,3095631.401,342.6,Prithvi Highway,H04,B,0,F,F
1022,61,526168.172,3095617.582,343.4,Prithvi Highway,H04,B,0,F,F
1023,61,526190.3246,3095595.124,341.9,Prithvi Highway,H04,B,0,F,F
1024,61,526204.3074,3095584.029,340.2,Prithvi Highway,H04,B,0,F,F
1025,61,526228.1128,3095566.074,341.3,Prithvi Highway,H04,B,0,F,F
1026,61,526251.6847,3095546.934,344.4,Prithvi Highway,H04,B,0,F,F
1027,61,526272.1771,3095528.074,344.9,Prithvi Highway,H04,B,0,F,F
1028,61,526286.2408,3095511.528,344.4,Prithvi Highway,H04,B,0,F,F
1029,61,526296.122,3095495.792,344.1,Prithvi Highway,H04,B,0,F,F
1030,61,526304.6327,3095476.995,344.8,Prithvi Highway,H04,B,0,F,F
1031,61,526312.245,3095450.584,348.1,Prithvi Highway,H04,B,0,F,F
1032,61,526314.457,3095428.582,347,Prithvi Highway,H04,B,0,F,F
1033,61,526320.2747,3095358.863,346.6,Prithvi Highway,H04,B,0,F,F
1034,61,526325.1922,3095332.246,346.6,Prithvi Highway,H04,B,0,F,F
1035,61,526331.165,3095317.976,347.1,Prithvi Highway,H04,B,0,F,F
1036,61,526340.0196,3095308.466,348.4,Prithvi Highway,H04,B,0,F,F
1037,61,526353.0611,3095300.716,348.7,Prithvi Highway,H04,B,0,F,F
1038,61,526359.2931,3095298.469,348.8,Prithvi Highway,H04,B,0,F,F
1039,61,526364.5679,3095297.549,348.9,Prithvi Highway,H04,B,0,F,F
1040,61,526373.3161,3095296.261,349.2,Prithvi Highway,H04,B,0,F,F
1041,61,526376.5441,3095295.658,349.3,Prithvi Highway,H04,B,0,F,F
1042,61,526392.3661,3095294.02,349.8,Prithvi Highway,H04,B,0,F,F
1043,61,526448.129,3095291.87,349.6,Prithvi Highway,H04,B,0,F,F
1044,61,526521.3389,3095291.819,351.3,Prithvi Highway,H04,B,0,F,F
1045,61,526530.1542,3095291.329,351.5,Prithvi Highway,H04,B,0,F,F
1046,61,526594.3466,3095289.741,350.7,Prithvi Highway,H04,B,0,F,F
1047,61,526637.4951,3095288.905,348.5,Prithvi Highway,H04,B,0,F,F
1048,61,526681.3695,3095289.035,347.1,Prithvi Highway,H04,B,0,F,F
1049,61,526692.997,3095289.182,347,Prithvi Highway,H04,B,0,F,F
1050,61,526706.39,3095291.694,347.2,Prithvi Highway,H04,B,0,F,F
1051,61,526717.7733,3095295.453,347.7,Prithvi Highway,H04,B,0,F,F
1052,61,526721.1739,3095296.901,347.9,Prithvi Highway,H04,B,0,F,F
1053,61,526729.0561,3095300.254,347.5,Prithvi Highway,H04,B,0,F,F
1054,61,526738.7614,3095306.603,347.3,Prithvi Highway,H04,B,0,F,F
1055,61,526747.1271,3095313.702,347.5,Prithvi Highway,H04,B,0,F,F
1056,61,526762.7005,3095331.111,347.6,Prithvi Highway,H04,B,0,F,F
1057,61,526913.5308,3095515.166,338.9,Prithvi Highway,H04,B,0,F,F
1058,61,526980.3812,3095596.072,339.7,Prithvi Highway,H04,B,0,F,F
1059,61,526988.5724,3095610.717,338.9,Prithvi Highway,H04,B,0,F,F
1060,61,526994.8568,3095629.058,338.6,Prithvi Highway,H04,B,0,F,F
1061,61,526995.0709,3095643.331,339,Prithvi Highway,H04,B,0,F,F
1062,61,526993.5566,3095656.292,339.7,Prithvi Highway,H04,B,0,F,F
1063,61,526991.4911,3095669.419,340.6,Prithvi Highway,H04,B,0,F,F
1064,61,526987.2059,3095680.988,341.8,Prithvi Highway,H04,B,0,F,F
1065,61,526976.3361,3095720.634,346.7,Prithvi Highway,H04,B,0,F,F
1066,61,526975.4586,3095734.804,345.7,Prithvi Highway,H04,B,0,F,F
1067,61,526977.5914,3095748.882,341.5,Prithvi Highway,H04,B,0,F,F
1068,64,526988.3352,3095792.21,332.2,Prithvi Highway,H04,B,0,T,F
1069,63,527000.5625,3095831.906,331.1,Prithvi Highway,H04,B,0,F,F
1070,63,527009.8573,3095858.887,330.7,Prithvi Highway,H04,B,0,F,F
1071,63,527014.5511,3095871.385,330,Prithvi Highway,H04,B,0,F,F
1072,63,527021.3053,3095881.905,329.1,Prithvi Highway,H04,B,0,F,F
1073,63,527025.3078,3095886.79,329.8,Prithvi Highway,H04,B,0,F,F
1074,63,527032.3613,3095895.415,331.1,Prithvi Highway,H04,B,0,F,F
1075,63,527051.2647,3095914.406,335,Prithvi Highway,H04,B,0,F,F
1076,63,527080.956,3095943.548,338.8,Prithvi Highway,H04,B,0,F,F
1077,63,527121.7954,3095984.495,339.4,Prithvi Highway,H04,B,0,F,F
1078,63,527151.8273,3096015.179,341.5,Prithvi Highway,H04,B,0,F,F
1079,63,527158.4059,3096020.523,341.6,Prithvi Highway,H04,B,0,F,F
1080,63,527164.1557,3096027.007,341.1,Prithvi Highway,H04,B,0,F,F
1081,63,527171.4666,3096034.814,340.7,Prithvi Highway,H04,B,0,F,F
1082,63,527191.4449,3096056.81,335.5,Prithvi Highway,H04,B,0,F,F
1083,63,527209.7655,3096081.018,332.3,Prithvi Highway,H04,B,0,F,F
1084,63,527233.0918,3096118.856,331.3,Prithvi Highway,H04,B,0,F,F
1085,63,527275.0118,3096181.757,340.1,Prithvi Highway,H04,B,0,F,F
1086,63,527320.3888,3096238.217,351.1,Prithvi Highway,H04,B,0,F,F
1087,63,527345.9553,3096268.182,350,Prithvi Highway,H04,B,0,F,F
1088,63,527365.9326,3096294.655,345.6,Prithvi Highway,H04,B,0,F,F
1089,63,527368.0316,3096301.64,344.9,Prithvi Highway,H04,B,0,F,F
1090,63,527396.4202,3096388.446,344.9,Prithvi Highway,H04,B,0,F,F
1091,63,527429.3673,3096481.866,343.8,Prithvi Highway,H04,B,0,F,F
1092,63,527456.2038,3096567.349,344.6,Prithvi Highway,H04,B,0,F,F
1093,63,527464.5477,3096587.868,345,Prithvi Highway,H04,B,0,F,F
1094,63,527466.7284,3096593.502,345.2,Prithvi Highway,H04,B,0,F,F
1095,63,527470.2907,3096597.133,345.4,Prithvi Highway,H04,B,0,F,F
1096,63,527474.8737,3096601.797,345.6,Prithvi Highway,H04,B,0,F,F
1097,63,527481.2101,3096605.347,346.2,Prithvi Highway,H04,B,0,F,F
1098,63,527488.3271,3096607.313,346.8,Prithvi Highway,H04,B,0,F,F
1099,63,527567.4668,3096617.344,350.1,Prithvi Highway,H04,B,0,F,F
1100,63,527585.7818,3096621.729,350.2,Prithvi Highway,H04,B,0,F,F
1101,63,527603.6099,3096628.297,348.4,Prithvi Highway,H04,B,0,F,F
1102,63,527620.715,3096632.702,346.5,Prithvi Highway,H04,B,0,F,F
1103,63,527630.0746,3096634.684,345.2,Prithvi Highway,H04,B,0,F,F
1104,63,527638.7798,3096634.627,344.6,Prithvi Highway,H04,B,0,F,F
1105,63,527646.3098,3096632.361,344.5,Prithvi Highway,H04,B,0,F,F
1106,63,527653.5677,3096628.621,344.8,Prithvi Highway,H04,B,0,F,F
1107,63,527682.7146,3096610.515,349.2,Prithvi Highway,H04,B,0,F,F
1108,63,527684.1141,3096609.355,349.5,Prithvi Highway,H04,B,0,F,F
1109,63,527735.5278,3096566.723,356.4,Prithvi Highway,H04,B,0,F,F
1110,63,527769.4808,3096533.303,356.8,Prithvi Highway,H04,B,0,F,F
1111,63,527805.5735,3096501.972,355.2,Prithvi Highway,H04,B,0,F,F
1112,63,527815.863,3096497.452,354.6,Prithvi Highway,H04,B,0,F,F
1113,63,527826.0371,3096496.035,353.6,Prithvi Highway,H04,B,0,F,F
1114,63,527843.5837,3096496.696,351,Prithvi Highway,H04,B,0,F,F
1115,63,527919.4003,3096510.5,345.1,Prithvi Highway,H04,B,0,F,F
1116,63,527949.6247,3096515.966,347.2,Prithvi Highway,H04,B,0,F,F
1117,63,528012.2184,3096526.649,344.2,Prithvi Highway,H04,B,0,F,F
1118,63,528076.745,3096539.386,343.6,Prithvi Highway,H04,B,0,F,F
1119,63,528103.3814,3096543.814,343.3,Prithvi Highway,H04,B,0,F,F
1120,63,528196.5574,3096562.38,348,Prithvi Highway,H04,B,0,F,F
1121,63,528265.9256,3096574.044,347.6,Prithvi Highway,H04,B,0,F,F
1122,63,528290.2118,3096578.123,347.7,Prithvi Highway,H04,B,0,F,F
1123,63,528299.9363,3096579.675,347.9,Prithvi Highway,H04,B,0,F,F
1124,63,528309.6653,3096579.332,348.5,Prithvi Highway,H04,B,0,F,F
1125,63,528321.9705,3096579.339,349.4,Prithvi Highway,H04,B,0,F,F
1126,63,528334.6035,3096577.995,350.5,Prithvi Highway,H04,B,0,F,F
1127,63,528343.3414,3096576.63,351.3,Prithvi Highway,H04,B,0,F,F
1128,63,528351.9925,3096574.512,352.3,Prithvi Highway,H04,B,0,F,F
1129,63,528357.7396,3096573.35,352.9,Prithvi Highway,H04,B,0,F,F
1130,63,528402.3137,3096562.574,351.7,Prithvi Highway,H04,B,0,F,F
1131,63,528425.6979,3096557.044,353.3,Prithvi Highway,H04,B,0,F,F
1132,63,528688.0849,3096493.881,353.7,Prithvi Highway,H04,B,0,F,F
1133,63,528693.4479,3096492.974,353.4,Prithvi Highway,H04,B,0,F,F
1134,63,528838.1428,3096459.4,355,Prithvi Highway,H04,B,0,F,F
1135,63,528883.7846,3096442.61,354.6,Prithvi Highway,H04,B,0,F,F
1136,63,528922.695,3096423.156,357.9,Prithvi Highway,H04,B,0,F,F
1137,63,528962.9543,3096403.152,365.5,Prithvi Highway,H04,B,0,F,F
1138,63,529007.3418,3096372.254,364.6,Prithvi Highway,H04,B,0,F,F
1139,63,529026.2721,3096357.916,359.4,Prithvi Highway,H04,B,0,F,F
1140,63,529046.2506,3096345.432,357,Prithvi Highway,H04,B,0,F,F
1141,63,529052.5217,3096343.242,356.4,Prithvi Highway,H04,B,0,F,F
1142,63,529062.325,3096340.684,355.2,Prithvi Highway,H04,B,0,F,F
1143,63,529073.1372,3096339.923,353.9,Prithvi Highway,H04,B,0,F,F
1144,63,529170.1206,3096337.851,351.7,Prithvi Highway,H04,B,0,F,F
1145,63,529201.5707,3096336.753,352.2,Prithvi Highway,H04,B,0,F,F
1146,63,529264.558,3096335.165,357.4,Prithvi Highway,H04,B,0,F,F
1147,63,529353.4595,3096327.546,364.1,Prithvi Highway,H04,B,0,F,F
1148,63,529371.1771,3096326.725,363.5,Prithvi Highway,H04,B,0,F,F
1149,63,529384.2406,3096326.502,364.5,Prithvi Highway,H04,B,0,F,F
1150,63,529396.3788,3096326.531,365.3,Prithvi Highway,H04,B,0,F,F
1151,63,529408.3679,3096327.225,364.7,Prithvi Highway,H04,B,0,F,F
1152,63,529416.689,3096327.5,364.3,Prithvi Highway,H04,B,0,F,F
1153,63,529425.074,3096329.77,363.1,Prithvi Highway,H04,B,0,F,F
1154,63,529454.7247,3096340.513,357.4,Prithvi Highway,H04,B,0,F,F
1155,63,529584.4299,3096392.589,360.6,Prithvi Highway,H04,B,0,F,F
1156,63,529615.3784,3096403.501,357.9,Prithvi Highway,H04,B,0,F,F
1157,63,529643.7793,3096410.33,357.3,Prithvi Highway,H04,B,0,F,F
1158,63,529672.267,3096413.813,361.3,Prithvi Highway,H04,B,0,F,F
1159,63,529701.2905,3096415.458,365.6,Prithvi Highway,H04,B,0,F,F
1160,63,529729.4632,3096415.039,367,Prithvi Highway,H04,B,0,F,F
1161,63,529746.9347,3096414.273,365.4,Prithvi Highway,H04,B,0,F,F
1162,63,529758.4135,3096414.413,364.1,Prithvi Highway,H04,B,0,F,F
1163,63,529769.4346,3096412.689,363.9,Prithvi Highway,H04,B,0,F,F
1164,63,529780.5876,3096409.359,365.1,Prithvi Highway,H04,B,0,F,F
1165,63,529792.0691,3096404.401,366.7,Prithvi Highway,H04,B,0,F,F
1166,63,529813.0751,3096394.347,368.2,Prithvi Highway,H04,B,0,F,F
1167,63,529856.3889,3096372.968,373.5,Prithvi Highway,H04,B,0,F,F
1168,63,529890.5973,3096358.248,377.9,Prithvi Highway,H04,B,0,F,F
1169,63,529928.7152,3096345.788,378.7,Prithvi Highway,H04,B,0,F,F
1170,63,529953.0365,3096339.642,379.4,Prithvi Highway,H04,B,0,F,F
1171,63,529964.8573,3096336.78,380,Prithvi Highway,H04,B,0,F,F
1172,63,529975.891,3096333.992,380.6,Prithvi Highway,H04,B,0,F,F
1173,12,529983.9869,3096333.813,379.7,Prithvi Highway,H04,B,0,F,F
1174,12,529991.3744,3096333.698,378.8,Prithvi Highway,H04,B,0,F,F
1175,12,529999.0959,3096333.784,377.8,Prithvi Highway,H04,B,0,F,F
1176,12,530007.1884,3096334.99,375.8,Prithvi Highway,H04,B,0,F,F
1177,12,530081.3813,3096344.615,370.2,Prithvi Highway,H04,B,0,F,F
1178,12,530155.3523,3096356.401,378.1,Prithvi Highway,H04,B,0,F,F
1179,12,530182.6624,3096358.774,376,Prithvi Highway,H04,B,0,F,F
1180,12,530209.0324,3096359.46,374.3,Prithvi Highway,H04,B,0,F,F
1181,12,530218.8708,3096358.742,374.4,Prithvi Highway,H04,B,0,F,F
1182,12,530229.0251,3096357.527,375.7,Prithvi Highway,H04,B,0,F,F
1183,12,530237.353,3096355.043,377.6,Prithvi Highway,H04,B,0,F,F
1184,12,530245.7521,3096351.651,380.2,Prithvi Highway,H04,B,0,F,F
1185,12,530254.3223,3096346.686,382.8,Prithvi Highway,H04,B,0,F,F
1186,12,530262.2066,3096340.656,385.5,Prithvi Highway,H04,B,0,F,F
1187,12,530306.7609,3096287.823,394.7,Prithvi Highway,H04,B,0,F,F
1188,12,530325.0391,3096263.535,396.7,Prithvi Highway,H04,B,0,F,F
1189,12,530339.4938,3096245.986,397.4,Prithvi Highway,H04,B,0,F,F
1190,12,530342.3144,3096243.045,397.3,Prithvi Highway,H04,B,0,F,F
1191,12,530345.2812,3096240.681,397.1,Prithvi Highway,H04,B,0,F,F
1192,12,530348.3856,3096238.329,396.7,Prithvi Highway,H04,B,0,F,F
1193,12,530352.7358,3096237.398,395.7,Prithvi Highway,H04,B,0,F,F
1194,12,530355.5783,3096237.494,395.5,Prithvi Highway,H04,B,0,F,F
1195,12,530358.6172,3096237.767,395.5,Prithvi Highway,H04,B,0,F,F
1196,12,530363.8277,3096238.9,395.4,Prithvi Highway,H04,B,0,F,F
1197,12,530367.904,3096241.27,395.1,Prithvi Highway,H04,B,0,F,F
1198,12,530371.5441,3096244.969,394.7,Prithvi Highway,H04,B,0,F,F
1199,12,530374.81,3096248.833,394.2,Prithvi Highway,H04,B,0,F,F
1200,12,530377.1085,3096254.047,393.6,Prithvi Highway,H04,B,0,F,F
1201,12,530385.6804,3096283.699,392.4,Prithvi Highway,H04,B,0,F,F
1202,12,530395.8259,3096313.455,390.1,Prithvi Highway,H04,B,0,F,F
1203,12,530401.9333,3096321.725,389.6,Prithvi Highway,H04,B,0,F,F
1204,12,530405.8165,3096326.533,389.2,Prithvi Highway,H04,B,0,F,F
1205,12,530409.3209,3096329.423,389.3,Prithvi Highway,H04,B,0,F,F
1206,12,530416.1568,3096333.507,389.6,Prithvi Highway,H04,B,0,F,F
1207,12,530419.714,3096334.967,390,Prithvi Highway,H04,B,0,F,F
1208,12,530423.6377,3096335.387,390.8,Prithvi Highway,H04,B,0,F,F
1209,12,530439.6276,3096337.112,394.3,Prithvi Highway,H04,B,0,F,F
1210,12,530455.4508,3096338.659,398.4,Prithvi Highway,H04,B,0,F,F
1211,12,530472.936,3096340.287,400.7,Prithvi Highway,H04,B,0,F,F
1212,12,530480.1844,3096340.76,401.1,Prithvi Highway,H04,B,0,F,F
1213,12,530486.8937,3096340.455,402,Prithvi Highway,H04,B,0,F,F
1214,12,530497.6111,3096338.311,403.1,Prithvi Highway,H04,B,0,F,F
1215,12,530507.8754,3096336.442,403.4,Prithvi Highway,H04,B,0,F,F
1216,12,530511.9912,3096334.801,404.1,Prithvi Highway,H04,B,0,F,F
1217,12,530518.8627,3096332.591,405.1,Prithvi Highway,H04,B,0,F,F
1218,12,530529.2885,3096329.071,408.3,Prithvi Highway,H04,B,0,F,F
1219,12,530541.0482,3096323.195,412.9,Prithvi Highway,H04,B,0,F,F
1220,12,530547.9079,3096321.772,414.2,Prithvi Highway,H04,B,0,F,F
1221,12,530554.9014,3096321.878,414.7,Prithvi Highway,H04,B,0,F,F
