id,fid,X,Y,Z,name,ref,oneway,maxspeed,bridge,tunnel
4023,34,571856.0826,3075507.036,337.4,Prithvi Rajmarg,H04,B,0,F,F
4024,34,571874.1793,3075508.019,337,Prithvi Rajmarg,H04,B,0,F,F
4025,34,571881.1733,3075508.459,336.8,Prithvi Rajmarg,H04,B,0,F,F
4026,34,571887.8115,3075509.064,336.6,Prithvi Rajmarg,H04,B,0,F,F
4027,34,571904.8914,3075510.351,335.3,Prithvi Rajmarg,H04,B,0,F,F
4028,34,571908.7225,3075510.728,334.3,Prithvi Rajmarg,H04,B,0,F,F
4029,34,571912.9243,3075510.077,333.7,Prithvi Rajmarg,H04,B,0,F,F
4030,34,571919.5062,3075508.553,332.9,Prithvi Rajmarg,H04,B,0,F,F
4031,34,571925.4692,3075505.043,333.2,Prithvi Rajmarg,H04,B,0,F,F
4032,34,571933.7121,3075497.6,333.6,Prithvi Rajmarg,H04,B,0,F,F
4033,34,571952.7335,3075483.872,331.1,Prithvi Rajmarg,H04,B,0,F,F
4034,34,571969.8139,3075471.773,332.4,Prithvi Rajmarg,H04,B,0,F,F
4035,34,571982.9644,3075462.665,338,Prithvi Rajmarg,H04,B,0,F,F
4036,34,571993.3953,3075455.18,344.4,Prithvi Rajmarg,H04,B,0,F,F
4037,34,572005.172,3075440.113,359.7,Prithvi Rajmarg,H04,B,0,F,F
4038,34,572012.6978,3075428.987,371.8,Prithvi Rajmarg,H04,B,0,F,F
4039,34,572020.9822,3075419.551,377.3,Prithvi Rajmarg,H04,B,0,F,F
4040,34,572031.7088,3075410.406,381.1,Prithvi Rajmarg,H04,B,0,F,F
4041,34,572045.8686,3075400.617,386.9,Prithvi Rajmarg,H04,B,0,F,F
4042,34,572064.3951,3075390.631,388.5,Prithvi Rajmarg,H04,B,0,F,F
4043,34,572113.1973,3075366.908,393.4,Prithvi Rajmarg,H04,B,0,F,F
4044,34,572144.4062,3075350.36,398.9,Prithvi Rajmarg,H04,B,0,F,F
4045,34,572163.646,3075344.746,396.4,Prithvi Rajmarg,H04,B,0,F,F
4046,34,572172.9154,3075342.042,395.5,Prithvi Rajmarg,H04,B,0,F,F
4047,34,572181.8757,3075338.294,396,Prithvi Rajmarg,H04,B,0,F,F
4048,34,572188.6817,3075335.564,396.6,Prithvi Rajmarg,H04,B,0,F,F
4049,34,572194.6457,3075331.92,397.6,Prithvi Rajmarg,H04,B,0,F,F
4050,34,572199.9616,3075327.874,398.6,Prithvi Rajmarg,H04,B,0,F,F
4051,34,572204.9048,3075323.537,399.3,Prithvi Rajmarg,H04,B,0,F,F
4052,34,572214.772,3075316.427,399,Prithvi Rajmarg,H04,B,0,F,F
4053,34,572219.8588,3075314.451,398.2,Prithvi Rajmarg,H04,B,0,F,F
4054,34,572225.267,3075313.12,396.9,Prithvi Rajmarg,H04,B,0,F,F
4055,34,572231.5009,3075312.149,395.2,Prithvi Rajmarg,H04,B,0,F,F
4056,34,572238.0263,3075311.855,393.8,Prithvi Rajmarg,H04,B,0,F,F
4057,34,572246.564,3075312.903,391,Prithvi Rajmarg,H04,B,0,F,F
4058,34,572256.8683,3075313.485,388.1,Prithvi Rajmarg,H04,B,0,F,F
4059,34,572273.6198,3075315.347,383.7,Prithvi Rajmarg,H04,B,0,F,F
4060,34,572284.2181,3075314.568,382.3,Prithvi Rajmarg,H04,B,0,F,F
4061,34,572290.6982,3075315.271,382.1,Prithvi Rajmarg,H04,B,0,F,F
4062,34,572297.7666,3075316.466,382,Prithvi Rajmarg,H04,B,0,F,F
4063,34,572309.1008,3075319.525,380.5,Prithvi Rajmarg,H04,B,0,F,F
4064,34,572321.6876,3075325.706,378.2,Prithvi Rajmarg,H04,B,0,F,F
4065,34,572334.5903,3075331.811,377.7,Prithvi Rajmarg,H04,B,0,F,F
4066,34,572347.6565,3075336.909,376.5,Prithvi Rajmarg,H04,B,0,F,F
4067,34,572360.7587,3075340.954,376.1,Prithvi Rajmarg,H04,B,0,F,F
4068,34,572381.0752,3075348.145,375.2,Prithvi Rajmarg,H04,B,0,F,F
4069,34,572401.229,3075357.84,373.8,Prithvi Rajmarg,H04,B,0,F,F
4070,34,572415.0272,3075364.127,375.6,Prithvi Rajmarg,H04,B,0,F,F
4071,34,572428.3754,3075371.51,377.7,Prithvi Rajmarg,H04,B,0,F,F
4072,34,572443.6,3075381.518,381.6,Prithvi Rajmarg,H04,B,0,F,F
4073,34,572457.8693,3075393.084,379.4,Prithvi Rajmarg,H04,B,0,F,F
4074,34,572473.3453,3075407.194,372.9,Prithvi Rajmarg,H04,B,0,F,F
4075,34,572489.4631,3075422.738,370,Prithvi Rajmarg,H04,B,0,F,F
4076,34,572519.5834,3075449.934,372.8,Prithvi Rajmarg,H04,B,0,F,F
4077,34,572549.1961,3075477.947,371.6,Prithvi Rajmarg,H04,B,0,F,F
4078,34,572554.527,3075484.594,371.1,Prithvi Rajmarg,H04,B,0,F,F
4079,34,572559.5141,3075491.063,370.3,Prithvi Rajmarg,H04,B,0,F,F
4080,34,572566.3242,3075500.833,368.7,Prithvi Rajmarg,H04,B,0,F,F
4081,34,572572.3421,3075511.252,365.5,Prithvi Rajmarg,H04,B,0,F,F
4082,34,572575.6047,3075517.71,364,Prithvi Rajmarg,H04,B,0,F,F
4083,34,572578.4877,3075523.389,362.4,Prithvi Rajmarg,H04,B,0,F,F
4084,34,572585.031,3075533.28,359.4,Prithvi Rajmarg,H04,B,0,F,F
4085,34,572588.8327,3075538.566,358.8,Prithvi Rajmarg,H04,B,0,F,F
4086,34,572593.131,3075543.202,358.9,Prithvi Rajmarg,H04,B,0,F,F
4087,34,572599.1675,3075550.507,357.9,Prithvi Rajmarg,H04,B,0,F,F
4088,34,572604.0641,3075555.612,356.8,Prithvi Rajmarg,H04,B,0,F,F
4089,34,572610.0882,3075561.687,354.8,Prithvi Rajmarg,H04,B,0,F,F
4090,34,572614.4378,3075565.991,353.3,Prithvi Rajmarg,H04,B,0,F,F
4091,34,572618.9514,3075569.231,353.3,Prithvi Rajmarg,H04,B,0,F,F
4092,34,572631.8961,3075576.478,355.4,Prithvi Rajmarg,H04,B,0,F,F
4093,34,572638.8719,3075579.944,356.4,Prithvi Rajmarg,H04,B,0,F,F
4094,34,572646.4833,3075582.605,358,Prithvi Rajmarg,H04,B,0,F,F
4095,34,572652.5899,3075584.758,358.8,Prithvi Rajmarg,H04,B,0,F,F
4096,34,572658.662,3075586.091,360.3,Prithvi Rajmarg,H04,B,0,F,F
4097,34,572673.2408,3075588.671,364.2,Prithvi Rajmarg,H04,B,0,F,F
4098,34,572686.8083,3075593.939,364.2,Prithvi Rajmarg,H04,B,0,F,F
4099,34,572713.8352,3075607.675,354.1,Prithvi Rajmarg,H04,B,0,F,F
4100,34,572736.4888,3075621.086,346.8,Prithvi Rajmarg,H04,B,0,F,F
4101,34,572754.73,3075630.792,344.2,Prithvi Rajmarg,H04,B,0,F,F
4102,34,572762.2714,3075635.248,344.6,Prithvi Rajmarg,H04,B,0,F,F
4103,34,572766.6529,3075637.501,346.1,Prithvi Rajmarg,H04,B,0,F,F
4104,34,572771.2578,3075638.648,349.1,Prithvi Rajmarg,H04,B,0,F,F
4105,34,572777.4808,3075639.472,353.7,Prithvi Rajmarg,H04,B,0,F,F
4106,34,572782.7839,3075639.227,357,Prithvi Rajmarg,H04,B,0,F,F
4107,34,572799.8717,3075639.141,367,Prithvi Rajmarg,H04,B,0,F,F
4108,34,572818.5551,3075639.197,366.7,Prithvi Rajmarg,H04,B,0,F,F
4109,34,572831.5847,3075640.461,363.7,Prithvi Rajmarg,H04,B,0,F,F
4110,34,572843.7758,3075641.875,361.8,Prithvi Rajmarg,H04,B,0,F,F
4111,34,572858.3905,3075643.381,359.9,Prithvi Rajmarg,H04,B,0,F,F
4112,34,572868.4313,3075645.148,359.8,Prithvi Rajmarg,H04,B,0,F,F
4113,34,572878.4323,3075646.97,359.7,Prithvi Rajmarg,H04,B,0,F,F
4114,34,572891.2684,3075649.286,360,Prithvi Rajmarg,H04,B,0,F,F
4115,34,572899.7218,3075651.187,360.5,Prithvi Rajmarg,H04,B,0,F,F
4116,34,572907.9117,3075654.295,360.8,Prithvi Rajmarg,H04,B,0,F,F
4117,34,572913.697,3075655.803,361.3,Prithvi Rajmarg,H04,B,0,F,F
4118,34,572919.0473,3075659.171,361.5,Prithvi Rajmarg,H04,B,0,F,F
4119,34,572924.9568,3075662.974,361.5,Prithvi Rajmarg,H04,B,0,F,F
4120,34,572928.6346,3075665.888,361.2,Prithvi Rajmarg,H04,B,0,F,F
4121,34,572931.6078,3075669.641,360.7,Prithvi Rajmarg,H04,B,0,F,F
4122,34,572935.1949,3075674.538,360,Prithvi Rajmarg,H04,B,0,F,F
4123,34,572938.9259,3075680.079,359.1,Prithvi Rajmarg,H04,B,0,F,F
4124,34,572943.4421,3075691.077,356.8,Prithvi Rajmarg,H04,B,0,F,F
4125,34,572948.2305,3075704.314,355,Prithvi Rajmarg,H04,B,0,F,F
4126,34,572953.8939,3075727.741,353.9,Prithvi Rajmarg,H04,B,0,F,F
4127,34,572964.847,3075762.968,349.6,Prithvi Rajmarg,H04,B,0,F,F
4128,34,572966.3386,3075768.917,349,Prithvi Rajmarg,H04,B,0,F,F
4129,34,572968.5529,3075774.327,348.6,Prithvi Rajmarg,H04,B,0,F,F
4130,34,572972.5765,3075783.648,347.8,Prithvi Rajmarg,H04,B,0,F,F
4131,34,572976.5181,3075791.85,347.2,Prithvi Rajmarg,H04,B,0,F,F
4132,34,572981.464,3075800.191,347.6,Prithvi Rajmarg,H04,B,0,F,F
4133,34,572985.8628,3075807.752,347.9,Prithvi Rajmarg,H04,B,0,F,F
4134,34,572989.8615,3075814.658,348.4,Prithvi Rajmarg,H04,B,0,F,F
4135,34,573002.9718,3075830.328,348.4,Prithvi Rajmarg,H04,B,0,F,F
4136,34,573015.3541,3075845.795,349,Prithvi Rajmarg,H04,B,0,F,F
4137,34,573135.3698,3075990.974,341.9,Prithvi Rajmarg,H04,B,0,F,F
4138,34,573171.9944,3076037.215,339.4,Prithvi Rajmarg,H04,B,0,F,F
4139,34,573197.3779,3076068.319,337,Prithvi Rajmarg,H04,B,0,F,F
4140,34,573229.5527,3076108.871,333.7,Prithvi Rajmarg,H04,B,0,F,F
4141,34,573237.0813,3076117.006,332.9,Prithvi Rajmarg,H04,B,0,F,F
4142,34,573245.4741,3076123.983,332.3,Prithvi Rajmarg,H04,B,0,F,F
4143,34,573258.4581,3076134.344,331.8,Prithvi Rajmarg,H04,B,0,F,F
4144,34,573269.6952,3076141.914,331.8,Prithvi Rajmarg,H04,B,0,F,F
4145,34,573275.0383,3076144.783,332,Prithvi Rajmarg,H04,B,0,F,F
4146,34,573280.2887,3076148.339,332.1,Prithvi Rajmarg,H04,B,0,F,F
4147,34,573287.355,3076151.429,332.3,Prithvi Rajmarg,H04,B,0,F,F
4148,34,573295.6062,3076154.116,332.5,Prithvi Rajmarg,H04,B,0,F,F
4149,34,573311.2051,3076158.964,332.8,Prithvi Rajmarg,H04,B,0,F,F
4150,34,573349.1949,3076164.967,331.5,Prithvi Rajmarg,H04,B,0,F,F
4151,34,573494.9566,3076183.967,339.2,Prithvi Rajmarg,H04,B,0,F,F
4152,34,573664.3782,3076206.004,344,Prithvi Rajmarg,H04,B,0,F,F
4153,34,573725.2645,3076214.208,342.5,Prithvi Rajmarg,H04,B,0,F,F
4154,34,573772.4057,3076220.612,337,Prithvi Rajmarg,H04,B,0,F,F
4155,34,573857.8286,3076233.576,335.6,Prithvi Rajmarg,H04,B,0,F,F
4156,34,573883.8238,3076236.67,333.7,Prithvi Rajmarg,H04,B,0,F,F
4157,34,573910.5586,3076239.692,334.3,Prithvi Rajmarg,H04,B,0,F,F
4158,34,573946.2086,3076244.719,333.8,Prithvi Rajmarg,H04,B,0,F,F
4159,34,573961.9152,3076246.41,333.4,Prithvi Rajmarg,H04,B,0,F,F
4160,34,573974.1127,3076248.268,333.1,Prithvi Rajmarg,H04,B,0,F,F
4161,34,573979.6279,3076248.756,333.3,Prithvi Rajmarg,H04,B,0,F,F
4162,34,573984.8497,3076248.866,333.9,Prithvi Rajmarg,H04,B,0,F,F
4163,34,573992.6693,3076249.589,334.5,Prithvi Rajmarg,H04,B,0,F,F
4164,34,574009.1663,3076247.684,336.3,Prithvi Rajmarg,H04,B,0,F,F
4165,34,574026.203,3076244.552,336.3,Prithvi Rajmarg,H04,B,0,F,F
4166,34,574046.327,3076242.514,333.6,Prithvi Rajmarg,H04,B,0,F,F
4167,34,574057.5162,3076241.685,331.4,Prithvi Rajmarg,H04,B,0,F,F
4168,34,574069.7654,3076241.538,329.3,Prithvi Rajmarg,H04,B,0,F,F
4169,34,574078.6498,3076242.157,327.8,Prithvi Rajmarg,H04,B,0,F,F
4170,24,574137.9435,3076249.689,327.8,Charaudi Khola,H04,B,0,T,F
4171,46,574158.5178,3076252.995,333.1,Prithvi Rajmarg,H04,B,0,F,F
4172,46,574197.4314,3076260.901,341.4,Prithvi Rajmarg,H04,B,0,F,F
4173,46,574209.9381,3076263.77,341.6,Prithvi Rajmarg,H04,B,0,F,F
4174,46,574222.3478,3076264.766,342.3,Prithvi Rajmarg,H04,B,0,F,F
4175,46,574242.5858,3076266.663,342.1,Prithvi Rajmarg,H04,B,0,F,F
4176,46,574257.8765,3076268.662,342,Prithvi Rajmarg,H04,B,0,F,F
4177,46,574266.5936,3076269.247,342.2,Prithvi Rajmarg,H04,B,0,F,F
4178,46,574275.5898,3076270.909,342.2,Prithvi Rajmarg,H04,B,0,F,F
4179,46,574285.6163,3076273.276,342.1,Prithvi Rajmarg,H04,B,0,F,F
4180,46,574296.0887,3076278.47,342,Prithvi Rajmarg,H04,B,0,F,F
4181,46,574310.6093,3076287.147,342.7,Prithvi Rajmarg,H04,B,0,F,F
4182,46,574318.9083,3076294.855,343.2,Prithvi Rajmarg,H04,B,0,F,F
4183,46,574328.9793,3076304.436,343.6,Prithvi Rajmarg,H04,B,0,F,F
4184,46,574355.8334,3076328.149,345.4,Prithvi Rajmarg,H04,B,0,F,F
4185,46,574381.8884,3076352,347.8,Prithvi Rajmarg,H04,B,0,F,F
4186,46,574437.9561,3076405.036,349.8,Prithvi Rajmarg,H04,B,0,F,F
4187,46,574493.8314,3076452.408,361.2,Prithvi Rajmarg,H04,B,0,F,F
4188,46,574500.7819,3076459.842,361.2,Prithvi Rajmarg,H04,B,0,F,F
4189,46,574506.8138,3076467.636,361,Prithvi Rajmarg,H04,B,0,F,F
4190,46,574509.1692,3076472.383,360.9,Prithvi Rajmarg,H04,B,0,F,F
4191,46,574510.6539,3076477.722,360.5,Prithvi Rajmarg,H04,B,0,F,F
4192,46,574511.1575,3076480.75,360.2,Prithvi Rajmarg,H04,B,0,F,F
4193,46,574511.7984,3076483.901,360,Prithvi Rajmarg,H04,B,0,F,F
4194,46,574512.9608,3076488.773,359.6,Prithvi Rajmarg,H04,B,0,F,F
4195,46,574515.9489,3076498,359.4,Prithvi Rajmarg,H04,B,0,F,F
4196,46,574521.248,3076506.377,360.3,Prithvi Rajmarg,H04,B,0,F,F
4197,46,574526.8645,3076516.008,358.8,Prithvi Rajmarg,H04,B,0,F,F
4198,46,574529.6827,3076520.824,357.9,Prithvi Rajmarg,H04,B,0,F,F
4199,46,574534.1533,3076526.115,357.2,Prithvi Rajmarg,H04,B,0,F,F
4200,46,574543.7992,3076534.252,356.7,Prithvi Rajmarg,H04,B,0,F,F
4201,46,574555.1985,3076540.894,357,Prithvi Rajmarg,H04,B,0,F,F
4202,46,574567.3136,3076546.487,359.2,Prithvi Rajmarg,H04,B,0,F,F
4203,46,574580.0793,3076555.242,361.3,Prithvi Rajmarg,H04,B,0,F,F
4204,46,574589.2229,3076561.736,363.5,Prithvi Rajmarg,H04,B,0,F,F
4205,46,574594.3584,3076564.66,365.3,Prithvi Rajmarg,H04,B,0,F,F
4206,46,574598.8832,3076569.143,366.3,Prithvi Rajmarg,H04,B,0,F,F
4207,46,574607.6636,3076583.414,365.9,Prithvi Rajmarg,H04,B,0,F,F
4208,46,574614.1715,3076598.702,363.4,Prithvi Rajmarg,H04,B,0,F,F
4209,46,574627.848,3076629.194,355.3,Prithvi Rajmarg,H04,B,0,F,F
4210,46,574634.3263,3076641.279,353.3,Prithvi Rajmarg,H04,B,0,F,F
4211,46,574637.9902,3076647.939,352.4,Prithvi Rajmarg,H04,B,0,F,F
4212,46,574643.21,3076653.157,352.6,Prithvi Rajmarg,H04,B,0,F,F
4213,46,574648.0996,3076657.598,352.6,Prithvi Rajmarg,H04,B,0,F,F
4214,46,574653.6977,3076660.591,353.4,Prithvi Rajmarg,H04,B,0,F,F
4215,46,574659.5602,3076663.852,354.6,Prithvi Rajmarg,H04,B,0,F,F
4216,46,574665.3467,3076666.647,358.7,Prithvi Rajmarg,H04,B,0,F,F
4217,46,574672.6735,3076668.93,364.1,Prithvi Rajmarg,H04,B,0,F,F
4218,46,574679.2644,3076672.317,368,Prithvi Rajmarg,H04,B,0,F,F
4219,46,574687.4316,3076675.725,372.5,Prithvi Rajmarg,H04,B,0,F,F
4220,46,574691.6588,3076677.325,374.3,Prithvi Rajmarg,H04,B,0,F,F
4221,46,574695.4768,3076679.764,375.3,Prithvi Rajmarg,H04,B,0,F,F
4222,46,574702.509,3076685.082,376.8,Prithvi Rajmarg,H04,B,0,F,F
4223,46,574708.3513,3076691.623,376.9,Prithvi Rajmarg,H04,B,0,F,F
4224,46,574716.5617,3076704.018,374.6,Prithvi Rajmarg,H04,B,0,F,F
4225,46,574730.2259,3076733.235,364.5,Prithvi Rajmarg,H04,B,0,F,F
4226,46,574738.0065,3076746.625,358.6,Prithvi Rajmarg,H04,B,0,F,F
4227,46,574742.3277,3076753.744,355.4,Prithvi Rajmarg,H04,B,0,F,F
4228,46,574748.0273,3076759.453,355.7,Prithvi Rajmarg,H04,B,0,F,F
4229,46,574752.5079,3076763.082,356.4,Prithvi Rajmarg,H04,B,0,F,F
4230,46,574758.0309,3076765.465,358.1,Prithvi Rajmarg,H04,B,0,F,F
4231,46,574761.4745,3076766.284,359.6,Prithvi Rajmarg,H04,B,0,F,F
4232,46,574764.6476,3076766.237,361.3,Prithvi Rajmarg,H04,B,0,F,F
4233,46,574767.6256,3076765.868,363.2,Prithvi Rajmarg,H04,B,0,F,F
4234,46,574770.539,3076764.789,364.8,Prithvi Rajmarg,H04,B,0,F,F
4235,46,574778.2136,3076761.789,368.8,Prithvi Rajmarg,H04,B,0,F,F
4236,46,574785.0533,3076756.767,373.3,Prithvi Rajmarg,H04,B,0,F,F
4237,46,574790.6281,3076752.335,377.1,Prithvi Rajmarg,H04,B,0,F,F
4238,46,574797.3798,3076747.191,381.5,Prithvi Rajmarg,H04,B,0,F,F
4239,46,574808.3242,3076741.241,385.9,Prithvi Rajmarg,H04,B,0,F,F
4240,46,574813.3116,3076739.399,387.3,Prithvi Rajmarg,H04,B,0,F,F
4241,46,574818.5299,3076738.445,388.2,Prithvi Rajmarg,H04,B,0,F,F
4242,46,574824.2147,3076738.546,388.5,Prithvi Rajmarg,H04,B,0,F,F
4243,46,574829.9568,3076740.554,387.8,Prithvi Rajmarg,H04,B,0,F,F
4244,46,574834.9554,3076743.278,386.8,Prithvi Rajmarg,H04,B,0,F,F
4245,46,574839.2073,3076747.249,385.3,Prithvi Rajmarg,H04,B,0,F,F
4246,46,574859.0293,3076768.515,381.8,Prithvi Rajmarg,H04,B,0,F,F
4247,46,574867.3204,3076777.387,382,Prithvi Rajmarg,H04,B,0,F,F
4248,46,574875.1267,3076786.577,382.2,Prithvi Rajmarg,H04,B,0,F,F
4249,46,574887.7964,3076806.026,385,Prithvi Rajmarg,H04,B,0,F,F
4250,46,574893.7774,3076815.615,385.9,Prithvi Rajmarg,H04,B,0,F,F
4251,46,574898.3423,3076826.336,388.2,Prithvi Rajmarg,H04,B,0,F,F
4252,46,574899.8716,3076833.981,389.3,Prithvi Rajmarg,H04,B,0,F,F
4253,46,574898.5047,3076841.53,389.3,Prithvi Rajmarg,H04,B,0,F,F
4254,46,574896.2127,3076848.885,389,Prithvi Rajmarg,H04,B,0,F,F
4255,46,574892.9685,3076855.669,388.6,Prithvi Rajmarg,H04,B,0,F,F
4256,46,574886.1948,3076865.977,387,Prithvi Rajmarg,H04,B,0,F,F
4257,46,574879.1936,3076873.226,384.7,Prithvi Rajmarg,H04,B,0,F,F
4258,46,574875.0939,3076878.132,383.4,Prithvi Rajmarg,H04,B,0,F,F
4259,46,574873.2257,3076880.68,382.5,Prithvi Rajmarg,H04,B,0,F,F
4260,46,574871.1609,3076883.172,381.6,Prithvi Rajmarg,H04,B,0,F,F
4261,46,574870.2116,3076886.911,380.9,Prithvi Rajmarg,H04,B,0,F,F
4262,46,574869.1946,3076890.451,380.2,Prithvi Rajmarg,H04,B,0,F,F
4263,46,574868.9695,3076894.982,379.7,Prithvi Rajmarg,H04,B,0,F,F
4264,46,574869.2773,3076899.394,379.5,Prithvi Rajmarg,H04,B,0,F,F
4265,46,574870.0368,3076904.064,379.3,Prithvi Rajmarg,H04,B,0,F,F
4266,46,574872.7902,3076908.148,379.9,Prithvi Rajmarg,H04,B,0,F,F
4267,46,574879.4837,3076915.625,382.5,Prithvi Rajmarg,H04,B,0,F,F
4268,46,574888.869,3076926,388.5,Prithvi Rajmarg,H04,B,0,F,F
4269,46,574896.6435,3076935.545,393.8,Prithvi Rajmarg,H04,B,0,F,F
4270,46,574900.8101,3076938.95,396.9,Prithvi Rajmarg,H04,B,0,F,F
4271,46,574904.2211,3076943.448,398.9,Prithvi Rajmarg,H04,B,0,F,F
4272,46,574906.9007,3076948.329,400,Prithvi Rajmarg,H04,B,0,F,F
4273,46,574907.7904,3076954.241,399.8,Prithvi Rajmarg,H04,B,0,F,F
4274,46,574907.8576,3076964.104,398.5,Prithvi Rajmarg,H04,B,0,F,F
4275,46,574906.4821,3076973.038,396.4,Prithvi Rajmarg,H04,B,0,F,F
4276,46,574904.8358,3076982.747,393.9,Prithvi Rajmarg,H04,B,0,F,F
4277,46,574902.9108,3076992.907,391.1,Prithvi Rajmarg,H04,B,0,F,F
4278,46,574902.2259,3076998.51,389.8,Prithvi Rajmarg,H04,B,0,F,F
4279,46,574902.1939,3077003.696,389.1,Prithvi Rajmarg,H04,B,0,F,F
4280,46,574902.2981,3077009.16,388.6,Prithvi Rajmarg,H04,B,0,F,F
4281,46,574903.9776,3077014.822,389,Prithvi Rajmarg,H04,B,0,F,F
4282,46,574908.3521,3077022.861,389.8,Prithvi Rajmarg,H04,B,0,F,F
4283,46,574910.5138,3077027.019,390,Prithvi Rajmarg,H04,B,0,F,F
4284,46,574912.9596,3077031.455,390,Prithvi Rajmarg,H04,B,0,F,F
4285,46,574917.3946,3077036.07,389.9,Prithvi Rajmarg,H04,B,0,F,F
4286,46,574921.6763,3077038.391,390.2,Prithvi Rajmarg,H04,B,0,F,F
4287,46,574929.2452,3077042.903,390.3,Prithvi Rajmarg,H04,B,0,F,F
4288,46,574935.9896,3077046.912,390.8,Prithvi Rajmarg,H04,B,0,F,F
4289,46,574953.7414,3077055.477,392.2,Prithvi Rajmarg,H04,B,0,F,F
4290,46,574970.6654,3077064.059,394.9,Prithvi Rajmarg,H04,B,0,F,F
4291,46,574988.2427,3077075.348,397.7,Prithvi Rajmarg,H04,B,0,F,F
4292,46,574996.5881,3077081.772,398.6,Prithvi Rajmarg,H04,B,0,F,F
4293,46,575003.3062,3077090.025,398.3,Prithvi Rajmarg,H04,B,0,F,F
4294,46,575017.1333,3077115.021,397.1,Prithvi Rajmarg,H04,B,0,F,F
4295,46,575024.9932,3077126.639,397.7,Prithvi Rajmarg,H04,B,0,F,F
4296,46,575034.9648,3077137.749,399.1,Prithvi Rajmarg,H04,B,0,F,F
4297,46,575046.9275,3077147.153,401.5,Prithvi Rajmarg,H04,B,0,F,F
4298,46,575059.4993,3077155.243,404.2,Prithvi Rajmarg,H04,B,0,F,F
4299,46,575065.6662,3077161.797,403.8,Prithvi Rajmarg,H04,B,0,F,F
4300,46,575071.3759,3077168.991,402.5,Prithvi Rajmarg,H04,B,0,F,F
4301,46,575079.8349,3077185.699,397.2,Prithvi Rajmarg,H04,B,0,F,F
4302,46,575086.6429,3077200.102,396.6,Prithvi Rajmarg,H04,B,0,F,F
4303,46,575091.167,3077215.777,395.4,Prithvi Rajmarg,H04,B,0,F,F
4304,46,575098.7314,3077232.125,394,Prithvi Rajmarg,H04,B,0,F,F
4305,46,575108.8732,3077247.569,393,Prithvi Rajmarg,H04,B,0,F,F
4306,46,575128.8527,3077276.604,391.7,Prithvi Rajmarg,H04,B,0,F,F
4307,46,575151.3332,3077305.887,391.2,Prithvi Rajmarg,H04,B,0,F,F
4308,46,575165.0176,3077325.198,390.9,Prithvi Rajmarg,H04,B,0,F,F
4309,46,575170.364,3077336.934,390.9,Prithvi Rajmarg,H04,B,0,F,F
4310,46,575172.9052,3077349.804,389.8,Prithvi Rajmarg,H04,B,0,F,F
4311,46,575175.3069,3077370.873,387.5,Prithvi Rajmarg,H04,B,0,F,F
4312,46,575175.6553,3077378.245,385.4,Prithvi Rajmarg,H04,B,0,F,F
4313,46,575178.3865,3077385.886,383.7,Prithvi Rajmarg,H04,B,0,F,F
4314,46,575181.9059,3077393.532,382.1,Prithvi Rajmarg,H04,B,0,F,F
4315,46,575188.387,3077401.816,381.2,Prithvi Rajmarg,H04,B,0,F,F
4316,46,575213.3064,3077422.25,381.9,Prithvi Rajmarg,H04,B,0,F,F
4317,46,575230.2828,3077433.392,382.7,Prithvi Rajmarg,H04,B,0,F,F
4318,46,575246.5563,3077441.893,384.1,Prithvi Rajmarg,H04,B,0,F,F
4319,46,575253.6302,3077445.15,384.9,Prithvi Rajmarg,H04,B,0,F,F
4320,46,575276.0214,3077452.215,386.3,Prithvi Rajmarg,H04,B,0,F,F
4321,46,575288.2271,3077454.13,387.3,Prithvi Rajmarg,H04,B,0,F,F
4322,46,575300.4969,3077455.237,387.9,Prithvi Rajmarg,H04,B,0,F,F
4323,46,575310.6858,3077455.057,388.8,Prithvi Rajmarg,H04,B,0,F,F
4324,46,575321.4616,3077454.004,388.2,Prithvi Rajmarg,H04,B,0,F,F
4325,46,575337.7545,3077451.424,387.4,Prithvi Rajmarg,H04,B,0,F,F
4326,46,575362.2214,3077444.727,387.1,Prithvi Rajmarg,H04,B,0,F,F
4327,46,575386.6297,3077434.773,386.1,Prithvi Rajmarg,H04,B,0,F,F
4328,46,575452.5958,3077406.105,385.8,Prithvi Rajmarg,H04,B,0,F,F
4329,46,575495.9249,3077382.993,387.6,Prithvi Rajmarg,H04,B,0,F,F
4330,46,575537.9718,3077358.543,385,Prithvi Rajmarg,H04,B,0,F,F
4331,46,575619.9492,3077307.835,387.2,Prithvi Rajmarg,H04,B,0,F,F
4332,46,575646.4964,3077288.364,387.4,Prithvi Rajmarg,H04,B,0,F,F
4333,46,575671.6021,3077267.787,388.6,Prithvi Rajmarg,H04,B,0,F,F
4334,46,575689.809,3077250.647,388.9,Prithvi Rajmarg,H04,B,0,F,F
4335,46,575706.1446,3077231.822,387.3,Prithvi Rajmarg,H04,B,0,F,F
4336,46,575736.7904,3077196.652,385.6,Prithvi Rajmarg,H04,B,0,F,F
4337,46,575765.2383,3077158.466,385.1,Prithvi Rajmarg,H04,B,0,F,F
4338,46,575789.9622,3077124.955,385.4,Prithvi Rajmarg,H04,B,0,F,F
4339,46,575802.3455,3077109.518,385.7,Prithvi Rajmarg,H04,B,0,F,F
4340,46,575813.2778,3077091.346,386.7,Prithvi Rajmarg,H04,B,0,F,F
4341,46,575826.654,3077068.403,385,Prithvi Rajmarg,H04,B,0,F,F
