id,X,Y,Z,length,bridge,tunnel,grade,hz. angle,speed,time
1,498876.5347,3121038.085,849.0,0,0,0,0,0.0,40.0,0.0
2,498880.9321,3121035.813,848.8,4.9536966761287395,0,0,-4.037388905215394,0.0,40.0,0.4458327008515866
3,498953.9303,3120998.14,842.6,82.3798041527222,0,0,-7.526116459934623,0.02658523344137486,40.0,7.414182373744998
4,498968.5064,3120990.615,842.0,16.414880938001467,0,0,-3.6552199328536434,0.007910310840168555,40.0,1.477339284420132
5,498994.881,3120977.004,840.2,29.73413604192848,0,0,-6.05364822930033,0.008657758423454695,40.0,2.6760722437735636
6,499051.6448,3120947.7,839.6,63.884375291943975,0,0,-0.9391967867856488,0.008135019733704753,40.0,5.749593776274958
7,499061.431,3120942.646,839.7,11.014655075830232,0,0,0.907881357260615,0.008911930946986918,40.0,0.9913189568247208
8,499093.7148,3120925.966,840.0,36.33945710172037,0,0,0.8255489320057895,0.010234253265021746,40.0,3.2705511391548336
9,499146.3859,3120898.757,841.3,59.29809825109662,0,0,2.192313140457103,0.00383077883926735,40.0,5.336828842598696
10,499165.4873,3120888.882,842.0,21.51439301861494,0,0,3.253635830647805,0.017848791605811147,40.0,1.9362953716753446
11,499335.6452,3120807.821,842.5,188.48036145302353,1,0,0.26527962708975333,1.8654408169931964,40.0,16.963232530772117
12,499345.9519,3120802.612,842.5,11.54823561792125,0,0,0.0,1.3394867022287966,40.0,1.0393412056129125
13,499353.893,3120798.479,842.2,8.957274039186432,0,0,-3.349233245376992,0.6830260293812626,40.0,0.8061546635267789
14,499365.9764,3120792.981,841.6,13.288963825538536,0,0,-4.515024706794306,3.029289277109123,40.0,1.1960067442984683
15,499384.2636,3120784.736,841.9,20.06219601246581,0,0,1.4953497603828965,0.19694863279662866,40.0,1.805597641121923
16,499393.8932,3120781.522,842.3,10.159674805854051,0,0,3.9371338910325697,5.811714840824372,40.0,0.9143707325268646
17,499412.3668,3120772.013,842.6,20.779436420713434,0,0,1.4437350172838235,8.779364921291679,40.0,1.870149277864209
18,499425.1473,3120767.037,843.4,13.738331639895623,0,0,5.823123367300169,5.963335110848592,40.0,1.236449847590606
19,499439.626,3120761.927,844.8,15.417679906134564,0,0,9.08048427859064,1.8335302130125994,40.0,1.3875911915521109
20,499463.9307,3120755.044,846.4,25.31114638041149,0,0,6.321325695616364,3.6276561555695555,40.0,2.278003174237034
21,499482.1987,3120751.165,846.9,18.68198236271543,0,0,2.676375506048411,3.8238768975315773,40.0,1.681378412644389
22,499501.4875,3120747.341,846.9,19.664200503437947,0,0,0.0,0.7745705921083239,40.0,1.7697780453094154
23,499567.2169,3120734.527,847.2,66.96747434663904,0,0,0.4479786686402406,0.1819817590525008,40.0,6.027072691197513
24,499694.9849,3120705.3,844.9,131.08840281654494,0,0,-1.754541172661065,1.853260369087507,40.0,11.797956253489044
25,499709.6504,3120702.219,845.0,14.98597515174377,0,0,0.6672905766054652,1.0203167888759297,40.0,1.3487377636569393
26,499786.6298,3120686.503,845.2,78.56755488343885,0,0,0.25455800463277906,0.3255881142321904,40.0,7.071079939509497
27,499872.7286,3120667.95,842.5,88.11644097687024,0,0,-3.0641273865211724,0.6215887587038362,40.0,7.9304796879183215
28,499970.0969,3120646.75,842.4,99.64956520178066,0,0,-0.10035166716235287,0.12286430549718813,40.0,8.96846086816026
29,499993.4206,3120641.574,841.6,23.904517516363857,0,0,-3.346647759998979,0.22901343046817874,40.0,2.1514065764727475
30,500076.6046,3120623.167,840.7,85.20097126797276,0,0,-1.0563259862018608,0.03493420122667282,40.0,7.668087414117549
31,500201.705,3120596.749,842.4,127.87068000195461,0,0,1.3294681782985325,0.5531726656026446,40.0,11.508361200175916
32,500223.6939,3120592.716,841.8,22.363738779739183,0,0,-2.6829145426416945,1.5310615780440606,40.0,2.0127364901765263
