fid,X,Y,Z,bridge,osm_id,code,fclass,name,ref,oneway,maxspeed,tunnel,len,Length,vertex_index,vertex_part,vertex_part_index,distance,angle,
1006,606447.394,3070294.041,645.318,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,241,0,241,6727.122404,280.9405251,FALSE
1006,606425.4907,3070300.211,643.123,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,242,0,242,6749.87794,287.6197086,FALSE
1006,606414.8981,3070303.964,641.32,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,243,0,243,6761.115733,290.2511425,FALSE
1006,606402.8979,3070308.568,640.437,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,244,0,244,6773.969136,294.850477,FALSE
1006,606385.7287,3070317.971,639.964,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,245,0,245,6793.544455,301.4133637,FALSE
1006,606370.5334,3070328.267,638.385,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,246,0,246,6811.899061,307.5682922,FALSE
1006,606358.3229,3070338.887,635.667,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,247,0,247,6828.082373,312.814743,FALSE
1006,606344.5384,3070352.487,634.795,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,248,0,248,6847.446131,317.6970005,FALSE
1006,606315.4959,3070388.073,632.74,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,249,0,249,6893.379127,324.3934268,FALSE
1006,606281.7271,3070442.125,633.573,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,250,0,250,6957.112881,326.4238473,FALSE
1006,606253.4737,3070482.24,633.253,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,251,0,251,7006.178696,323.3085657,FALSE
1006,606241.2502,3070497.759,632.235,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,252,0,252,7025.933717,314.8089869,FALSE
1006,606225.8038,3070509.76,632.846,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,253,0,253,7045.493737,302.644641,FALSE
1006,606198.2296,3070524.081,634.393,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,254,0,254,7076.565156,296.8561659,FALSE
1006,606150.5008,3070547.635,635.894,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,255,0,255,7129.789545,294.5508045,FALSE
1006,606092.3326,3070572.129,631.326,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,256,0,256,7192.904409,290.2553601,FALSE
1006,606072.5981,3070578.418,629.943,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,257,0,257,7213.616682,287.2692238,FALSE
1006,606050.3159,3070585.172,628.869,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,258,0,258,7236.900125,281.0512181,FALSE
1006,606034.0939,3070586.659,628.881,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,259,0,259,7253.190197,271.6587506,FALSE
1006,606013.119,3070585.955,628.877,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,260,0,260,7274.176892,263.3030278,FALSE
1006,605990.0097,3070581.266,628.7,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,261,0,261,7297.757204,256.1859874,FALSE
1006,605926.2712,3070562.801,627.366,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,262,0,262,7364.116429,252.1884761,FALSE
1006,605897.8548,3070552.756,629.19,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,263,0,263,7394.255758,254.307606,FALSE
1006,605890.2966,3070551.161,629.395,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,264,0,264,7401.980484,261.6056973,FALSE
1006,605879.5774,3070550.248,630.752,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,265,0,265,7412.738546,268.8124584,FALSE
1006,605859.0223,3070551.144,632.993,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,266,0,266,7433.313125,280.4397147,FALSE
1006,605841.7675,3070556.878,634.07,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,267,0,267,7451.495873,290.2933396,FALSE
1006,605820.207,3070565.678,634.736,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,268,0,268,7474.783126,294.6695943,FALSE
1006,605800.5185,3070575.769,635.736,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,269,0,269,7496.906953,301.6757907,FALSE
1006,605777.7259,3070592.46,637.931,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,270,0,270,7525.157465,310.3607007,FALSE
1006,605763.1969,3070606.741,640.35,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,271,0,271,7545.529648,324.7436041,FALSE
1006,605754.6974,3070624.952,641.167,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,272,0,272,7565.627267,336.3501265,FALSE
1006,605750.5572,3070635.057,641.557,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,273,0,273,7576.546861,343.6696613,FALSE
1006,605747.7624,3070650.315,641.016,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,274,0,274,7592.058894,353.889288,FALSE
1006,605747.3028,3070664.607,639.878,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,275,0,275,7606.358459,5.807968239,FALSE
1006,605751.6505,3070682.776,638.374,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,276,0,276,7625.039896,11.4039245,FALSE
1006,605754.3568,3070699.212,638.213,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,277,0,277,7641.697661,13.278475,FALSE
1006,605763.6207,3070729.126,635.199,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,278,0,278,7673.013437,15.29800195,FALSE
1006,605766.7691,3070742.353,632.961,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,279,0,279,7686.609412,5.514716624,FALSE
1006,605766.2066,3070756.001,631.471,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,280,0,280,7700.269507,352.6914811,FALSE
1006,605763.8443,3070766.875,631.055,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,281,0,281,7711.396508,339.7503066,FALSE
1006,605755.3359,3070782.715,628.227,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,282,0,282,7729.377159,322.7793223,FALSE
1006,605734.298,3070802.89,624.848,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,283,0,283,7758.525558,313.1142351,FALSE
1006,605709.1839,3070825.844,622.056,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,284,0,284,7792.549613,309.398814,FALSE
1006,605696.6017,3070835.111,622.075,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,285,0,285,7808.175671,297.9990871,FALSE
1006,605681.7074,3070840.423,621.549,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,286,0,286,7823.988824,282.9555479,FALSE
1006,605669.7662,3070841.737,621.662,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,287,0,287,7836.002146,268.8743991,FALSE
1006,605657.4582,3070839.89,620.343,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,288,0,288,7848.447998,250.8459494,FALSE
1006,605645.6562,3070833.138,620.117,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,289,0,289,7862.04495,235.3493843,FALSE
1006,605633.2632,3070822.912,620.494,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,290,0,290,7878.112132,225.9487559,FALSE
1006,605612.1846,3070799.024,622.036,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,291,0,291,7909.970522,221.9171539,FALSE
1006,605598.0623,3070783.564,624.732,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,292,0,292,7930.910161,224.9774051,FALSE
1006,605586.3342,3070772.834,626.029,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,293,0,293,7946.806006,238.0659732,FALSE
1006,605566.6825,3070765.127,626.534,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,294,0,294,7967.914855,256.6077743,FALSE
1006,605542.5271,3070762.856,623.968,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,295,0,295,7992.17677,268.038227,FALSE
1006,605489.3243,3070764.201,618.474,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,296,0,296,8045.396579,273.2233218,FALSE
1006,605428.4657,3070769.524,620.653,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,297,0,297,8106.487539,278.5803921,FALSE
1006,605385.359,3070778.814,618.681,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,298,0,298,8150.583892,284.1987829,FALSE
1006,605346.9981,3070789.985,614.801,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,299,0,299,8190.538164,288.5362785,FALSE
1006,605319.2117,3070800.56,613.319,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,300,0,300,8220.269095,298.1311354,FALSE
1006,605300.4025,3070813.94,612.139,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,301,0,301,8243.351509,309.9242707,FALSE
1006,605276.3487,3070837.514,610.097,F,303111426,5112,trunk,Prithvi Rajmarg,H04,B,0,F,10837.49193,8298.332932,302,0,302,8277.031334,310.363266,FALSE
1007,605258.8753,3070850.351,610.133,F,303111431,5112,trunk,Prithvi Rajmarga,H04,B,0,F,159.6686761,159.6675695,0,0,0,0,301.5289183,FALSE
1007,605246.5845,3070857.891,610.109,F,303111431,5112,trunk,Prithvi Rajmarga,H04,B,0,F,159.6686761,159.6675695,1,0,1,14.41943254,300.8734763,FALSE
1007,605146.3531,3070916.27,601.86,F,303111431,5112,trunk,Prithvi Rajmarga,H04,B,0,F,159.6686761,159.6675695,2,0,2,130.4123934,300.6414137,FALSE
1008,605121.2886,3070931.369,602.593,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,0,0,0,0,300.9138458,FALSE
1008,605056.4145,3070970.216,610.725,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,1,0,1,75.61602825,300.9614745,FALSE
1008,605042.5099,3070978.574,611.537,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,2,0,2,91.83919033,299.7436349,FALSE
1008,605028.4737,3070986.188,611.993,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,3,0,3,107.8076041,293.0598391,FALSE
1008,605011.1034,3070991.712,613.481,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,4,0,4,126.0350618,283.82134,FALSE
1008,604994.1494,3070994.702,615.242,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,5,0,5,143.2506339,275.615932,FALSE
1008,604972.8103,3070995.16,615.119,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,6,0,6,164.5946815,266.8343786,FALSE
1008,604954.1487,3070992.683,612.684,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,7,0,7,183.4200619,254.989972,FALSE
1008,604848.4807,3070949.004,610.708,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,8,0,8,297.7596676,245.2855566,FALSE
1008,604836.3186,3070942.815,612.525,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,9,0,9,311.4059828,236.4636658,FALSE
1008,604824.8176,3070933.13,614.22,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,10,0,10,326.4419113,234.7085892,FALSE
1008,604816.3717,3070928.159,614.101,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,11,0,11,336.242206,225.4360304,FALSE
1008,604810.636,3070918.745,615.298,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,12,0,12,347.2658996,209.3477862,FALSE
1008,604802.7616,3070903.516,617.109,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,13,0,13,364.4097395,207.3255624,FALSE
1008,604797.3991,3070893.13,617.417,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,14,0,14,376.0984686,204.8095463,FALSE
1008,604747.3307,3070771.115,610.379,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,15,0,15,507.9869324,205.2957147,FALSE
1008,604732.1635,3070742.924,615.406,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,16,0,16,539.9990648,218.3028741,FALSE
1008,604710.1391,3070723.318,610.358,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,17,0,17,569.4857957,231.5293696,FALSE
1008,604684.66,3070705.3,614.466,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,18,0,18,600.6918659,239.8302212,FALSE
1008,604666.8273,3070696.957,616.268,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,19,0,19,620.379898,248.274512,FALSE
1008,604647.2729,3070690.461,613.207,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,20,0,20,640.9851093,255.2909964,FALSE
1008,604613.5218,3070683.875,605.023,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,21,0,21,675.3726319,260.3308147,FALSE
1008,604580.0912,3070679,604.085,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,22,0,22,709.1569276,261.3428316,FALSE
1008,604533.2738,3070671.571,595.668,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,23,0,23,756.5600904,256.5035644,FALSE
1008,604500.7497,3070661.018,594.109,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,24,0,24,790.7533758,245.1998035,FALSE
1008,604462.4025,3070637.404,598.541,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,25,0,25,835.7878869,234.0260562,FALSE
1008,604440.5067,3070618.82,597.874,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,26,0,26,864.5075191,224.8677792,FALSE
1008,604351.8977,3070513.442,592.517,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,27,0,27,1002.188217,224.8411177,FALSE
1008,604339.1145,3070502.571,592.338,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,28,0,28,1018.968566,233.1982632,FALSE
1008,604324.5943,3070493.06,593.173,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,29,0,29,1036.326673,240.3686683,FALSE
1008,604311.2707,3070486.551,594.721,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,30,0,30,1051.155035,243.5945658,FALSE
1008,604293.8652,3070477.769,596.736,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,31,0,31,1070.650805,248.4253939,FALSE
1008,604227.5102,3070458.271,600.908,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,32,0,32,1139.811107,255.7032,FALSE
1008,604160.5304,3070443.767,596.465,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,33,0,33,1208.343324,264.5573286,FALSE
1008,604142.4345,3070444.188,597.711,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,34,0,34,1226.444105,275.8734501,FALSE
1008,604126.7628,3070447.068,598.215,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,35,0,35,1242.378329,286.9275231,FALSE
1008,604077.2121,3070468.553,591.046,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,36,0,36,1296.386538,295.0478749,FALSE
1008,604026.9789,3070493.768,590.51,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,37,0,37,1352.592683,315.6771176,FALSE
1008,604022.3198,3070503.624,589.224,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,38,0,38,1363.494964,340.8673121,FALSE
1008,604019.432,3070516.167,588.496,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,39,0,39,1376.365646,354.0582178,FALSE
1008,604019.6288,3070526.586,587.997,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,40,0,40,1386.786496,0.011221636,FALSE
1008,604018.4176,3070592.082,592.618,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,41,0,41,1452.294469,359.9045121,FALSE
1008,604018.8902,3070623.261,591.949,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,42,0,42,1483.476448,356.813925,FALSE
1008,604013.3825,3070666.612,589.849,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,43,0,43,1527.175859,347.1259966,FALSE
1008,604004.7822,3070692.304,588.723,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,44,0,44,1554.2697,339.6388454,FALSE
1008,603975.9711,3070762.851,595.272,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,45,0,45,1630.472979,331.2231455,FALSE
1008,603966.8796,3070775.673,597.609,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,46,0,46,1646.191051,317.1976075,FALSE
1008,603951.677,3070788.31,599.868,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,47,0,47,1665.95987,302.7074772,FALSE
1008,603929.0555,3070799.188,600.358,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,48,0,48,1691.060732,284.3504539,FALSE
1008,603893.6251,3070801.057,597.902,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,49,0,49,1726.540408,267.9688198,FALSE
1008,603857.9922,3070796.63,592.793,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,50,0,50,1762.447299,257.4386862,FALSE
1008,603837.6205,3070789.995,590.922,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,51,0,51,1783.872252,245.8461683,FALSE
1008,603816.4792,3070777.657,591.788,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,52,0,52,1808.350336,232.1941477,FALSE
1008,603793.4987,3070754.398,591.779,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,53,0,53,1841.046777,218.4952105,FALSE
1008,603761.0458,3070703.132,590.927,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,54,0,54,1901.721659,213.4709411,FALSE
1008,603726.4144,3070652.944,592.564,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,55,0,55,1962.698325,217.5221865,FALSE
1008,603678.1723,3070596.335,602.144,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,56,0,56,2037.075375,223.5609688,FALSE
1008,603605.677,3070527.982,601.239,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,57,0,57,2136.713031,232.5679955,FALSE
1008,603569.9656,3070506.056,607.224,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,58,0,58,2178.618253,251.2503557,FALSE
1008,603509.7579,3070499.78,598.196,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,59,0,59,2239.152093,268.3679381,FALSE
1008,603448.585,3070502.651,586.88,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,60,0,60,2300.392298,277.5656801,FALSE
1008,603394.2362,3070514.645,583.302,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,61,0,61,2356.048851,287.1162836,FALSE
1008,603242.4274,3070575.326,588.451,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,62,0,62,2519.536283,302.0842693,FALSE
1008,603219.8419,3070595.936,582.89,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,63,0,63,2550.111663,318.1535171,FALSE
1008,603203.6016,3070618.228,574.915,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,64,0,64,2577.692542,326.1150564,FALSE
1008,603185.5473,3070647.465,572.914,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,65,0,65,2612.054477,333.6787485,FALSE
1008,603173.0143,3070680.206,576.385,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,66,0,66,2647.112578,342.2849541,FALSE
1008,603156.367,3070744.652,579.715,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,67,0,67,2713.67381,352.7743622,FALSE
1008,603156.3873,3070780.592,571.926,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,68,0,68,2749.613612,5.982264129,FALSE
1008,603162.0555,3070807.415,567.722,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,69,0,69,2777.028708,14.45805278,FALSE
1008,603184.6364,3070881.347,568.7,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,70,0,70,2854.33298,16.98743569,FALSE
1008,603197.8262,3070924.514,567.838,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,71,0,71,2899.469548,20.63986068,FALSE
1008,603248.9495,3071037.798,569.653,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,72,0,72,3023.755365,21.35871835,FALSE
1008,603256.3522,3071060.014,566.596,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,73,0,73,3047.172495,14.00342601,FALSE
1008,603260.2569,3071083.154,564.811,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,74,0,74,3070.639251,3.648703854,FALSE
1008,603259.4172,3071104.236,566.493,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,75,0,75,3091.738304,355.4589417,FALSE
1008,603256.997,3071124.53,568.669,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,76,0,76,3112.175273,348.9678096,FALSE
1008,603246.404,3071163.349,570.438,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,77,0,77,3152.414303,340.5496694,FALSE
1008,603223.1891,3071216.391,566.42,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,78,0,78,3210.313864,337.3524444,FALSE
1008,603183.5367,3071316.249,560.721,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,79,0,79,3317.756244,336.4228564,FALSE
1008,603164.2446,3071356.701,559.249,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,80,0,80,3362.573563,336.7676373,FALSE
1008,603152.3578,3071387.719,556.961,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,81,0,81,3395.791188,334.1501159,FALSE
1008,603131.9247,3071422.089,552.283,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,82,0,82,3435.776174,329.1348148,FALSE
1008,603125.6047,3071432.608,551.124,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,83,0,83,3448.047578,326.7389434,FALSE
1008,603104.812,3071461.733,552.442,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,84,0,84,3483.833022,324.3945848,FALSE
1008,603082.1853,3071493.236,560.942,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,85,0,85,3522.619877,332.6671646,FALSE
1008,603074.7256,3071514.927,565.56,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,86,0,86,3545.557875,351.3917574,FALSE
1008,603075.3438,3071535.024,565.075,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,87,0,87,3565.664696,3.365072845,FALSE
1008,603081.5863,3071606.835,560.021,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,88,0,88,3637.745879,6.488973289,FALSE
1008,603086.9977,3071645.292,548.576,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,89,0,89,3676.581646,14.50318509,FALSE
1008,603093.0742,3071661.124,547.017,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,90,0,90,3693.540331,22.35491767,FALSE
1008,603097.7843,3071671.848,546.822,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,91,0,91,3705.252411,28.38435931,FALSE
1008,603102.3387,3071678.846,546.985,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,92,0,92,3713.602172,32.56928599,FALSE
1008,603189.8889,3071818.505,549.638,F,188865974,5112,trunk,Prithvi Rajmarg,H04,B,0,F,12218.66849,12218.584,93,0,93,3878.434466,28.82752111,FALSE
