y,x,z
"27.98825290","84.32955670",519.900
"27.98823990","84.32972700",521.100
"27.98818810","84.33004260",523.700
"27.98816990","84.33019900",524.100
"27.98813050","84.33041890",527.000
"27.98796520","84.33099970",535.900
"27.98781230","84.33158900",537.600
"27.98773660","84.33191300",538.300
"27.98767740","84.33226570",539.700
"27.98757080","84.33293640",547.000
"27.98752700","84.33316820",549.400
"27.98751630","84.33328090",550.200
"27.98751110","84.33341740",550.900
"27.98751630","84.33364300",551.700
"27.98753550","84.33386630",553.000
"27.98757320","84.33423040",551.900
"27.98761590","84.33460130",551.300
"27.98764310","84.33484060",551.700
"27.98764190","84.33495600",552.500
"27.98762270","84.33507950",554.200
"27.98752710","84.33560480",561.400
"27.98750800","84.33580490",563.500
"27.98749940","84.33601820",564.700
"27.98752820","84.33627160",563.900
"27.98758270","84.33653110",562.200
"27.98761930","84.33674630",562.300
"27.98763630","84.33696560",564.400
"27.98763830","84.33710040",566.000
"27.98762880","84.33723180",568.000
"27.98760990","84.33749200",570.000
"27.98756960","84.33773880",574.200
"27.98755990","84.33801660",578.000
"27.98756800","84.33815810",580.100
"27.98760880","84.33833470",581.000
"27.98767500","84.33850250",578.000
"27.98770700","84.33859500",576.900
"27.98771980","84.33868210",576.900
"27.98774130","84.33880630",576.900
"27.98772860","84.33893050",578.900
"27.98771880","84.33906240",581.400
"27.98772710","84.33913080",582.100
"27.98775200","84.33920370",582.400
"27.98780770","84.33935480",583.000
"27.98792490","84.33951710",583.400
"27.98803500","84.33966060",584.100
"27.98812150","84.33982050",584.400
"27.98816530","84.33989260",584.100
"27.98819750","84.33997630",584.200
"27.98821030","84.34003470",584.400
"27.98822020","84.34010680",584.600
"27.98826480","84.34045580",586.600
"27.98829330","84.34081690",593.100
"27.98830990","84.34123520",594.500
"27.98831210","84.34141040",593.600
"27.98830560","84.34157030",593.400
"27.98829790","84.34173340",592.900
"27.98826100","84.34202650",593.000
"27.98825780","84.34205230",593.100
"27.98820320","84.34244870",593.300
"27.98817480","84.34264320",592.200
"27.98816310","84.34285210",590.400
"27.98815020","84.34413370",583.200
"27.98812560","84.34483590",583.600
"27.98806580","84.34552820",587.600
"27.98803980","84.34573440",589.200
"27.98800760","84.34596900",590.100
"27.98793140","84.34623930",592.400
"27.98783180","84.34649060",593.800
"27.98778040","84.34660880",593.200
"27.98771500","84.34671930",593.800
"27.98754890","84.34691260",597.400
"27.98737030","84.34709580",601.600
"27.98733960","84.34712800",602.100
"27.98726310","84.34725890",602.000
"27.98725050","84.34729350",602.000
"27.98724630","84.34733300",601.600
"27.98723580","84.34741190",600.800
"27.98724450","84.34753220",599.500
"27.98726350","84.34765690",599.300
"27.98729370","84.34776690",598.700
"27.98730850","84.34782920",598.000
"27.98731150","84.34788630",597.600
"27.98731150","84.34796740",597.200
"27.98730340","84.34804920",597.100
"27.98728840","84.34812290",596.800
"27.98726800","84.34819430",596.700
"27.98713820","84.34850010",598.700
"27.98706390","84.34862580",599.300
"27.98698520","84.34873980",600.500
"27.98690580","84.34885720",602.000
"27.98681870","84.34896810",604.600
"27.98669920","84.34908780",606.600
"27.98656840","84.34919580",609.000
"27.98640980","84.34927750",614.000
"27.98620660","84.34937350",621.800
"27.98586046","84.34977545",629.900
"27.98564068","84.35017434",639.800
"27.98547265","84.35061829",631.300
"27.98543546","84.35088759",626.900
"27.98531445","84.35128223",629.800
"27.98526150","84.35182030",626.500
"27.98524900","84.35189080",624.900
"27.98524370","84.35196450",622.600
"27.98523780","84.35204030",620.500
"27.98523830","84.35211600",617.800
"27.98522480","84.35221060",615.600
"27.98520410","84.35230120",615.600
"27.98518800","84.35236010",615.800
"27.98517030","84.35241980",616.000
"27.98510460","84.35259350",617.600
"27.98503170","84.35272020",620.700
"27.98496180","84.35281950",623.400
"27.98487770","84.35291600",625.700
"27.98473090","84.35305890",628.300
"27.98448220","84.35326400",635.100
"27.98433830","84.35335260",637.400
"27.98419080","84.35346520",636.100
"27.98396770","84.35362280",634.400
"27.98387470","84.35370190",634.500
"27.98383380","84.35373540",634.400
"27.98378930","84.35376630",634.600
"27.98374140","84.35380520",634.600
"27.98369760","84.35383730",634.900
"27.98366150","84.35385620",635.400
"27.98362240","84.35386890",636.300
"27.98353480","84.35389430",638.600
"27.98346310","84.35390980",640.500
"27.98339030","84.35392250",642.600
"27.98331450","84.35393660",644.300
"27.98324810","84.35395930",644.700
"27.98319720","84.35398080",644.800
"27.98316290","84.35399960",644.700
"27.98313330","84.35401710",644.500
"27.98310780","84.35404130",643.800
"27.98308480","84.35406270",643.300
"27.98305390","84.35410290",642.000
"27.98302200","84.35414240",641.400
"27.98298940","84.35419810",640.100
"27.98294850","84.35424910",639.200
"27.98286740","84.35434300",637.500
"27.98281060","84.35440930",635.900
"27.98274840","84.35446500",637.100
"27.98255300","84.35461660",648.600
"27.98233620","84.35479220",654.600
"27.98220950","84.35490350",655.700
"27.98201470","84.35507720",654.400
"27.98185780","84.35519780",654.400
"27.98171560","84.35529110",655.200
"27.98159420","84.35537360",657.300
"27.98152750","84.35541180",658.000
"27.98136950","84.35549170",658.700
"27.98121300","84.35556020",658.000
"27.98099200","84.35564180",660.100
"27.98076970","84.35573990",662.300
"27.98067150","84.35579740",662.400
"27.98035220","84.35602300",661.200
"27.98017380","84.35616550",659.500
"27.97994760","84.35628150",656.900
"27.97989890","84.35630770",656.700
"27.97985210","84.35634190",656.300
"27.97976240","84.35642040",655.400
"27.97960870","84.35657720",653.800
"27.97938140","84.35683810",650.100
"27.97917440","84.35711860",646.900
"27.97885440","84.35760600",645.400
"27.97870440","84.35787870",643.800
"27.97867900","84.35793980",643.400
"27.97865530","84.35800280",642.900
"27.97862690","84.35810480",642.200
"27.97855820","84.35841050",639.700
"27.97848750","84.35876300",636.400
"27.97838010","84.35927500",635.900
"27.97829530","84.35955850",635.900
"27.97823080","84.35970940",635.500
"27.97814310","84.35986560",634.300
"27.97805370","84.36000910",633.000
"27.97794470","84.36015930",632.100
"27.97708720","84.36124560",631.500
"27.97702520","84.36131100",632.200
"27.97691790","84.36145150",633.800
"27.97679170","84.36162850",635.000
"27.97675800","84.36169970",634.800
"27.97674320","84.36174050",634.400
"27.97673550","84.36178540",634.100
"27.97672720","84.36181960",633.800
"27.97672720","84.36186250",633.600
"27.97674130","84.36195780",633.200
"27.97676560","84.36205170",632.600
"27.97682200","84.36219710",632.100
"27.97694840","84.36242520",632.600
"27.97709020","84.36267590",632.000
"27.97715060","84.36279860",631.700
"27.97720120","84.36292070",631.100
"27.97725420","84.36304940",630.400
"27.97729180","84.36319050",629.800
"27.97733820","84.36345650",628.600
"27.97741260","84.36407670",627.500
"27.97743420","84.36420680",627.300
"27.97746530","84.36437960",626.700
"27.97751630","84.36455800",626.600
"27.97763080","84.36496790",626.600
"27.97766050","84.36510870",626.300
"27.97766870","84.36520460",626.000
"27.97767470","84.36525550",625.900
"27.97768060","84.36530650",625.800
"27.97767290","84.36540910",625.200
"27.97765990","84.36546940",624.600
"27.97763910","84.36552380",623.700
"27.97754680","84.36588590",620.700
"27.97745560","84.36619710",619.600
"27.97743480","84.36627350",619.500
"27.97742510","84.36634670",619.700
"27.97741410","84.36647140",619.200
"27.97741170","84.36657920",618.400
"27.97741870","84.36668060",617.700
"27.97743310","84.36675620",617.000
"27.97750210","84.36714460",613.900
"27.97754880","84.36752820",611.000
"27.97756120","84.36771220",609.000
"27.97755860","84.36791560",607.900
"27.97755170","84.36810230",607.800
"27.97754790","84.36818790",608.100
"27.97754200","84.36827500",608.400
"27.97752940","84.36844340",610.200
"27.97750890","84.36854260",611.200
"27.97748330","84.36864090",612.200
"27.97744900","84.36872500",613.100
"27.97740390","84.36880510",613.300
"27.97736730","84.36884770",612.800
"27.97732910","84.36888780",612.200
"27.97727620","84.36893930",611.600
"27.97719080","84.36899120",610.900
"27.97709870","84.36905990",611.400
"27.97692460","84.36918120",610.900
"27.97688470","84.36920110",610.600
"27.97684440","84.36922320",610.300
"27.97680890","84.36923590",609.800
"27.97676820","84.36924030",609.100
"27.97664350","84.36923070",606.800
"27.97644260","84.36919550",605.600
"27.97628130","84.36915730",605.800
"27.97622020","84.36914070",606.300
"27.97616340","84.36914140",606.800
"27.97607370","84.36916000",607.200
"27.97599640","84.36918290",607.400
"27.97591960","84.36922870",607.500
"27.97584180","84.36929960",607.100
"27.97577880","84.36938530",606.200
"27.97576430","84.36941630",605.800
"27.97575130","84.36945120",605.400
"27.97574230","84.36948940",605.100
"27.97574110","84.36952940",604.800
"27.97574350","84.36960210",604.400
"27.97576200","84.36970720",604.100
"27.97579510","84.36983000",603.700
"27.97583830","84.36995580",603.500
"27.97595670","84.37024850",604.400
"27.97606270","84.37053820",605.600
"27.97612080","84.37065750",607.400
"27.97618710","84.37077690",610.500
"27.97634750","84.37103110",613.200
"27.97645590","84.37119390",612.900
"27.97659070","84.37133490",611.600
"27.97670110","84.37145010",611.200
"27.97680060","84.37158310",612.500
"27.97682840","84.37163920",612.400
"27.97684200","84.37169880",611.900
"27.97686400","84.37178870",611.600
"27.97686790","84.37187670",610.600
"27.97687340","84.37198320",609.100
"27.97688710","84.37204690",608.000
"27.97691950","84.37210860",607.300
"27.97693800","84.37215150",606.600
"27.97696930","84.37219180",606.300
"27.97702670","84.37225330",605.800
"27.97709860","84.37233410",604.400
"27.97725720","84.37244120",602.700
"27.97741820","84.37255650",600.000
"27.97757640","84.37267050",596.600
"27.97765570","84.37272010",595.500
"27.97773000","84.37278930",594.200
"27.97776760","84.37283010",593.800
"27.97779270","84.37288310",592.700
"27.97781430","84.37295700",591.200
"27.97781170","84.37305720",589.300
"27.97776940","84.37317610",589.400
"27.97771640","84.37328910",589.200
"27.97762190","84.37346440",590.400
"27.97709940","84.37446520",591.600
"27.97684710","84.37493210",593.500
"27.97652780","84.37556760",589.100
"27.97587470","84.37773240",583.500
"27.97584360","84.37785050",583.200
"27.97582170","84.37799820",582.800
"27.97581640","84.37806170",582.800
"27.97581700","84.37811610",582.800
"27.97584160","84.37821790",583.100
"27.97586550","84.37826220",583.500
"27.97589450","84.37830920",583.900
"27.97592590","84.37835010",584.300
"27.97596260","84.37838610",584.600
"27.97601550","84.37843160",584.900
"27.97638840","84.37870960",582.200
"27.97652460","84.37879200",581.900
"27.97665300","84.37888630",580.900
"27.97672600","84.37896030",580.100
"27.97677670","84.37905350",578.700
"27.97681010","84.37913800",577.300
"27.97683140","84.37922750",576.200
"27.97683670","84.37929620",575.400
"27.97685390","84.37936330",574.800
"27.97687340","84.37950280",573.800
"27.97691070","84.37978570",573.000
"27.97696170","84.38007880",571.100
"27.97704140","84.38035590",570.300
"27.97708010","84.38044830",569.500
"27.97713420","84.38051180",569.400
"27.97720620","84.38058970",569.200
"27.97729890","84.38064960",568.800
"27.97742180","84.38070980",568.300
"27.97748400","84.38074860",567.800
"27.97753940","84.38080970",566.600
"27.97759290","84.38087400",565.500
"27.97762490","84.38094710",564.700
"27.97767410","84.38105640",563.800
"27.97771430","84.38117110",563.200
"27.97775280","84.38128310",563.100
"27.97778310","84.38140090",563.200
"27.97779670","84.38147890",564.100
"27.97779610","84.38152510",564.500
"27.97778930","84.38156980",564.600
"27.97777590","84.38160490",564.500
"27.97775930","84.38163850",564.400
"27.97771970","84.38170660",564.100
"27.97763560","84.38178730",563.200
"27.97753610","84.38185640",562.300
"27.97743010","84.38192010",561.300
"27.97732740","84.38199250",560.400
"27.97723030","84.38209550",559.300
"27.97719030","84.38215880",558.500
"27.97716060","84.38220870",557.900
"27.97715060","84.38223800",557.600
"27.97712280","84.38231440",556.600
"27.97710260","84.38236530",555.800
"27.97708900","84.38242100",555.300
"27.97708500","84.38248690",555.100
"27.97708310","84.38255780",555.200
"27.97707540","84.38263220",555.300
"27.97706530","84.38266370",555.200
"27.97705230","84.38269530",555.100
"27.97701800","84.38275530",554.900
"27.97693390","84.38288970",552.800
"27.97688530","84.38294600",550.800
"27.97685080","84.38301810",549.400
"27.97681950","84.38311440",548.200
"27.97680780","84.38319670",547.500
"27.97680770","84.38324780",547.400
"27.97680420","84.38328730",547.100
"27.97682200","84.38337980",546.900
"27.97685090","84.38344900",546.700
"27.97687140","84.38350910",546.500
"27.97695130","84.38363110",546.800
"27.97702720","84.38372750",546.600
"27.97725780","84.38394250",545.900
"27.97738570","84.38404440",546.700
"27.97745320","84.38410210",547.100
"27.97750720","84.38415930",547.200
"27.97753960","84.38421470",546.900
"27.97757010","84.38426710",546.600
"27.97759350","84.38432870",546.000
"27.97760470","84.38438010",545.400
"27.97761840","84.38447290",544.400
"27.97761930","84.38455980",543.300
"27.97760180","84.38468810",541.500
"27.97758490","84.38481730",539.900
"27.97756130","84.38501580",537.300
"27.97754020","84.38523330",536.300
"27.97752900","84.38546750",535.800
"27.97752540","84.38556930",535.700
"27.97754770","84.38568110",535.800
"27.97756570","84.38576440",535.800
"27.97759060","84.38585220",535.800
"27.97764620","84.38602590",535.400
"27.97770960","84.38619550",535.200
"27.97773210","84.38628070",535.100
"27.97774650","84.38637120",534.700
"27.97774870","84.38642890",535.000
"27.97774050","84.38647920",535.300
"27.97773150","84.38653220",535.600
"27.97770280","84.38661160",535.700
"27.97760720","84.38677420",533.700
"27.97750840","84.38692610",531.200
"27.97730130","84.38722560",528.600
"27.97683510","84.38791760",528.400
"27.97677510","84.38805160",527.600
"27.97674800","84.38817200",526.200
"27.97672660","84.38828900",525.000
"27.97671000","84.38841100",524.100
"27.97670170","84.38854720",523.300
"27.97670580","84.38869000",523.600
"27.97672010","84.38882680",524.600
"27.97673270","84.38904100",525.300
"27.97676050","84.38935020",523.300
"27.97677540","84.38955690",520.200
"27.97684840","84.39072480",514.400
"27.97684320","84.39088200",514.200
"27.97683800","84.39093510",514.100
"27.97682840","84.39097590",513.900
"27.97681070","84.39102490",513.600
"27.97678760","84.39105840",513.200
"27.97674780","84.39111650",512.500
"27.97669160","84.39118110",512.100
"27.97662780","84.39123890",511.800
"27.97650510","84.39134200",510.400
"27.97637750","84.39145690",508.100
"27.97634340","84.39149560",507.900
"27.97631910","84.39152400",507.600
"27.97628770","84.39156060",507.200
"27.97625820","84.39160380",506.700
"27.97621550","84.39167800",506.000
"27.97617520","84.39175170",505.800
"27.97611600","84.39189890",505.800
"27.97601770","84.39210850",505.200
"27.97593010","84.39232080",504.700
"27.97563220","84.39297220",502.300
"27.97558250","84.39308750",502.400
"27.97556470","84.39315120",502.400
"27.97555610","84.39322380",502.600
"27.97554340","84.39328940",502.700
"27.97553920","84.39334430",502.700
"27.97553600","84.39338440",502.400
"27.97554280","84.39344630",502.000
"27.97555170","84.39349110",501.800
"27.97555760","84.39353210",501.600
"27.97559670","84.39367620",501.100
"27.97566320","84.39394240",499.500
"27.97567250","84.39400420",499.000
"27.97567540","84.39404800",498.500
"27.97567010","84.39411740",497.600
"27.97565970","84.39418700",497.000
"27.97564170","84.39424690",496.900
"27.97563040","84.39427900",496.900
"27.97562320","84.39430820",497.000
"27.97559020","84.39436960",496.900
"27.97554390","84.39442190",496.700
"27.97540870","84.39452810",496.000
"27.97489680","84.39485730",490.700
"27.97389190","84.39535660",477.900
"27.97378690","84.39542100",476.900
"27.97369460","84.39549900",475.600
"27.97365480","84.39555380",474.900
"27.97363530","84.39558460",474.200
"27.97362500","84.39561760",473.600
"27.97362260","84.39563960",473.400
"27.97362340","84.39566180",473.100
"27.97363550","84.39571560",472.800
"27.97364360","84.39573620",472.800
"27.97365430","84.39575830",472.900
"27.97366980","84.39577990",473.000
"27.97385200","84.39610360",472.300
"27.97394500","84.39626320",471.800
"27.97405270","84.39641600",471.400
"27.97418250","84.39653480",471.100
"27.97421270","84.39656230",470.900
"27.97426060","84.39659450",471.000
"27.97435160","84.39664260",471.600
"27.97452600","84.39670710",473.600
"27.97470070","84.39678880",475.000
"27.97474920","84.39682180",475.300
"27.97478490","84.39685860",475.400
"27.97482740","84.39690220",475.500
"27.97485820","84.39695280",475.300
"27.97488250","84.39703970",474.600
"27.97488780","84.39707800",474.200
"27.97488840","84.39711550",473.600
"27.97488270","84.39715620",472.900
"27.97487180","84.39721800",471.800
"27.97484150","84.39728660",471.700
"27.97479780","84.39735890",471.800
"27.97476940","84.39739180",471.900
"27.97473140","84.39741750",471.900
"27.97468820","84.39744270",471.800
"27.97463910","84.39746220",471.600
"27.97453290","84.39748350",470.700
"27.97429130","84.39750930",466.900
"27.97391970","84.39753880",458.600
"27.97383190","84.39754730",457.300
"27.97379930","84.39755670",457.100
"27.97376990","84.39756890",456.900
"27.97374070","84.39757620",456.600
"27.97370280","84.39759160",456.300
"27.97364910","84.39762390",455.900
"27.97359510","84.39766730",455.600
"27.97354210","84.39772010",455.200
"27.97345760","84.39782960",454.600
"27.97337060","84.39794050",453.800
"27.97313920","84.39824500",451.200
"27.97285770","84.39859810",447.900
"27.97278130","84.39868930",447.300
"27.97272090","84.39878920",446.800
"27.97259270","84.39897800",445.000
"27.97256100","84.39901050",444.400
"27.97252960","84.39903130",443.700
"27.97249050","84.39904870",443.000
"27.97243960","84.39907010",442.900
"27.97239130","84.39910000",442.900
"27.97152940","84.39968820",439.900
"27.97148320","84.39971590",439.700
"27.97142990","84.39973870",439.500
"27.97131560","84.39977150",438.600
"27.97108460","84.39983790",436.200
"27.97085370","84.39989220",435.000
"27.97071030","84.39992440",433.900
"27.97066060","84.39993780",433.500
"27.97062880","84.39995930",433.400
"27.97046400","84.40004780",432.600
"27.97030590","84.40015170",432.200
"27.97015660","84.40026440",432.900
"27.96999860","84.40036380",433.900
"27.96995700","84.40039050",433.400
"27.96991200","84.40040720",432.600
"27.96982380","84.40044750",431.400
"27.96964020","84.40051450",429.200
"27.96955020","84.40053530",428.200
"27.96945840","84.40056880",427.600
"27.96936890","84.40059900",426.300
"27.96928770","84.40062860",425.000
"27.96920900","84.40065940",423.700
"27.96913820","84.40071150",423.600
"27.96909420","84.40075320",424.000
"27.96905610","84.40080430",424.400
"27.96897220","84.40094840",425.000
"27.96890360","84.40109590",425.200
"27.96867650","84.40163370",423.000
"27.96864110","84.40168130",422.000
"27.96860570","84.40171790",421.100
"27.96855940","84.40173620",420.500
"27.96851240","84.40175700",419.800
"27.96845160","84.40176980",418.900
"27.96839240","84.40177110",417.900
"27.96827550","84.40176260",418.100
"27.96814730","84.40176390",420.500
"27.96804060","84.40176710",422.600
"27.96794400","84.40180890",424.200
"27.96781480","84.40192020",425.600
"27.96771180","84.40207850",424.300
"27.96731070","84.40275040",424.800
"27.96709180","84.40308000",427.800
"27.96698870","84.40326110",426.300
"27.96693540","84.40335230",426.300
"27.96689090","84.40345290",427.600
"27.96687270","84.40354410",427.700
"27.96686910","84.40360980",427.400
"27.96687790","84.40366900",426.800
"27.96691110","84.40394260",425.100
"27.96691770","84.40401080",425.200
"27.96690860","84.40408340",426.000
"27.96688810","84.40413550",427.100
"27.96686600","84.40418000",428.000
"27.96671920","84.40441190",430.900
"27.96662630","84.40455930",431.600
"27.96658250","84.40463970",432.200
"27.96654860","84.40473120",432.700
"27.96654220","84.40477520",432.900
"27.96654930","84.40483290",432.600
"27.96656520","84.40494300",431.800
"27.96667780","84.40535340",425.000
"27.96671990","84.40552890",422.400
"27.96673340","84.40569940",419.100
"27.96673530","84.40579040",417.300
"27.96672340","84.40582930",416.900
"27.96670380","84.40586310",416.600
"27.96666660","84.40592320",416.100
"27.96661730","84.40597700",416.100
"27.96633850","84.40613370",419.400
"27.96606180","84.40627880",418.300
"27.96577350","84.40642740",416.800
"27.96563010","84.40649990",418.300
"27.96555550","84.40654680",418.600
"27.96548970","84.40659530",418.500
"27.96541220","84.40667820",417.300
"27.96534510","84.40677500",416.000
"27.96529850","84.40685790",414.700
"27.96526490","84.40695580",413.400
"27.96523690","84.40704430",413.800
"27.96522270","84.40713690",413.700
"27.96521200","84.40730320",412.900
"27.96519900","84.40743060",412.600
"27.96517220","84.40757830",413.100
"27.96514730","84.40770400",413.300
"27.96510780","84.40781410",414.000
"27.96505730","84.40791620",414.600
"27.96491470","84.40816280",415.400
"27.96475120","84.40838810",415.100
"27.96457950","84.40860270",413.900
"27.96439030","84.40880650",413.900
"27.96433550","84.40885620",413.400
"27.96426910","84.40890980",413.000
"27.96413170","84.40900500",411.800
"27.96382880","84.40915880",410.400
"27.96316010","84.40949460",410.500
"27.96276120","84.40969710",408.100
"27.96236210","84.40990470",408.200
"27.96211680","84.41004310",408.200
"27.96187760","84.41019730",408.500
"27.96140090","84.41055920",409.800
"27.96121900","84.41070960",409.200
"27.96106140","84.41087190",407.400
"27.96072780","84.41117580",410.400
"27.96056390","84.41133720",411.400
"27.96040500","84.41148260",411.100
"27.96025830","84.41161220",410.800
"27.96019190","84.41168190",411.300
"27.96013150","84.41176830",411.800
"27.96003200","84.41190990",413.200
"27.95997100","84.41208120",413.700
"27.95991830","84.41220630",415.700
"27.95987310","84.41233630",415.800
"27.95982120","84.41250670",414.000
"27.95975460","84.41266760",414.000
"27.95952050","84.41314520",417.400
"27.95933370","84.41348420",409.300
"27.95912260","84.41376380",404.500
"27.95867690","84.41432120",401.800
"27.95843290","84.41457200",401.000
"27.95816740","84.41480850",399.500
"27.95771630","84.41512980",397.200
"27.95733240","84.41537660",395.600
"27.95691030","84.41557760",397.100
"27.95674010","84.41563410",394.400
"27.95656240","84.41565090",393.500
"27.95645160","84.41564690",393.400
"27.95638880","84.41563950",393.500
"27.95632370","84.41563010",393.500
"27.95609610","84.41556980",393.700
"27.95510680","84.41520040",390.500
"27.95491700","84.41513390",391.200
"27.95467630","84.41505180",392.200
"27.95460190","84.41502280",392.000
"27.95369920","84.41470410",387.400
"27.95356320","84.41465260",388.000
"27.95341200","84.41461770",389.600
"27.95329160","84.41459480",391.000
"27.95316830","84.41458970",392.000
"27.95305590","84.41459480",392.700
"27.95295760","84.41461350",393.400
"27.95277490","84.41468630",394.000
"27.95266500","84.41473160",394.900
"27.95256550","84.41478790",395.300
"27.95237040","84.41491370",395.200
"27.95222310","84.41503730",394.200
"27.95208110","84.41517630",393.200
"27.95202050","84.41524120",392.700
"27.95198850","84.41528140",392.300
"27.95196820","84.41533140",392.100
"27.95191860","84.41547720",391.300
"27.95188900","84.41564220",390.400
"27.95181670","84.41596840",391.000
"27.95172350","84.41636560",394.500
"27.95171130","84.41646560",395.500
"27.95170660","84.41657690",396.600
"27.95171250","84.41669630",397.400
"27.95173170","84.41682330",397.600
"27.95176820","84.41697520",397.000
"27.95179660","84.41707980",396.900
"27.95183100","84.41716590",396.300
"27.95190090","84.41729310",395.000
"27.95196990","84.41741400",394.800
"27.95212480","84.41761360",394.700
"27.95227900","84.41779280",395.000
"27.95239130","84.41793290",392.800
"27.95245410","84.41801320",391.300
"27.95247900","84.41806690",391.100
"27.95250960","84.41811880",390.900
"27.95262690","84.41843660",391.200
"27.95268870","84.41860740",392.700
"27.95279270","84.41878520",391.500
"27.95283790","84.41887960",391.200
"27.95289820","84.41896960",390.200
"27.95302980","84.41914110",388.400
"27.95313640","84.41932850",386.800
"27.95324380","84.41956820",385.800
"27.95342610","84.41996620",386.100
"27.95348290","84.42014490",386.600
"27.95351590","84.42027360",387.300
"27.95352920","84.42033940",387.400
"27.95353400","84.42040270",387.600
"27.95353090","84.42047420",388.000
"27.95352040","84.42054000",388.300
"27.95346320","84.42077550",388.500
"27.95340660","84.42092080",388.100
"27.95335960","84.42107640",387.200
"27.95286960","84.42276100",378.200
"27.95272910","84.42323410",376.300
"27.95266600","84.42344350",376.500
"27.95256190","84.42368880",376.000
"27.95244820","84.42391680",379.500
"27.95221810","84.42438700",384.500
"27.95193850","84.42477760",395.500
"27.95155080","84.42525380",399.400
"27.95138550","84.42546980",407.200
"27.95122990","84.42570030",422.000
"27.95108110","84.42594050",433.800
"27.95095050","84.42619020",441.000
"27.95073230","84.42672690",412.900
"27.95056100","84.42719040",405.700
"27.95040350","84.42763970",408.000
"27.95009140","84.42855520",404.100
"27.94998360","84.42888840",394.200
"27.94988340","84.42919390",392.500
"27.94975810","84.42956210",386.600
"27.94955210","84.43006660",388.500
"27.94941660","84.43037290",385.700
"27.94926950","84.43067210",382.600
"27.94878370","84.43155990",386.100
"27.94858620","84.43193930",382.800
"27.94838480","84.43230940",380.200
"27.94806060","84.43291820",380.000
"27.94790000","84.43319600",381.200
"27.94779310","84.43338780",382.800
"27.94769170","84.43353120",385.800
"27.94758870","84.43366390",387.200
"27.94736350","84.43391710",390.800
"27.94700100","84.43430440",394.900
"27.94691170","84.43441020",396.700
"27.94688610","84.43445380",397.300
"27.94686720","84.43450880",397.800
"27.94685950","84.43457250",397.400
"27.94685900","84.43464080",396.700
"27.94687370","84.43472340",395.300
"27.94689680","84.43480780",393.600
"27.94695480","84.43491920",391.300
"27.94700050","84.43504830",390.100
"27.94704440","84.43525280",391.200
"27.94708620","84.43554270",391.900
"27.94709700","84.43579090",389.500
"27.94709900","84.43605500",387.500
"27.94713600","84.43629880",388.000
"27.94716160","84.43641190",388.800
"27.94720010","84.43652850",390.200
"27.94725710","84.43664170",390.700
"27.94738410","84.43682320",391.500
"27.94744890","84.43692550",392.100
"27.94751640","84.43701800",390.300
"27.94756850","84.43712000",387.700
"27.94759220","84.43717230",386.500
"27.94761200","84.43721620",385.500
"27.94762660","84.43730100",384.500
"27.94763010","84.43737070",384.200
"27.94763370","84.43745260",383.800
"27.94761930","84.43753090",384.300
"27.94755430","84.43787630",385.500
"27.94746850","84.43820630",386.300
"27.94734100","84.43854810",389.800
"27.94706700","84.43915040",390.100
"27.94648880","84.44011060",388.300
"27.94622390","84.44053710",392.100
"27.94609470","84.44075700",390.300
"27.94599710","84.44101400",387.500
"27.94558930","84.44225910",387.500
"27.94547620","84.44265070",389.200
"27.94540760","84.44303990",391.100
"27.94540170","84.44335340",390.300
"27.94540230","84.44368260",390.100
"27.94545140","84.44401320",389.300
"27.94548100","84.44417420",389.500
"27.94549530","84.44426000",390.400
"27.94549190","84.44434170",391.700
"27.94546330","84.44447320",394.600
"27.94542360","84.44459290",397.600
"27.94538150","84.44473480",401.500
"27.94536970","84.44482590",402.900
"27.94537030","84.44491480",403.600
"27.94541000","84.44519880",402.900
"27.94547910","84.44549650",402.500
"27.94575630","84.44673840",410.600
"27.94581040","84.44685640",411.300
"27.94587910","84.44696630",410.300
"27.94600590","84.44717290",406.800
"27.94611490","84.44737940",405.700
"27.94620790","84.44759950",404.600
"27.94629020","84.44802050",404.700
"27.94634750","84.44844160",405.500
"27.94645290","84.44917480",401.100
"27.94646200","84.44925290",400.600
"27.94645730","84.44932800",400.400
"27.94645250","84.44940180",400.300
"27.94644540","84.44947560",400.200
"27.94642050","84.44960830",400.000
"27.94637350","84.44975010",400.400
"27.94634120","84.44980810",401.200
"27.94629500","84.44986050",402.400
"27.94621560","84.44995570",403.800
"27.94605090","84.45014210",403.900
"27.94587790","84.45033390",401.800
"27.94569320","84.45049440",399.400
"27.94566350","84.45059810",397.400
"27.94561650","84.45068890",397.200
"27.94545020","84.45108090",400.100
"27.94527960","84.45148590",397.900
"27.94496950","84.45232200",395.000
"27.94463680","84.45321140",398.400
"27.94450520","84.45352940",398.700
"27.94443260","84.45369060",397.300
"27.94438400","84.45376840",396.300
"27.94432070","84.45384330",395.500
"27.94414270","84.45395430",396.500
"27.94404520","84.45401920",399.800
"27.94399070","84.45407290",401.400
"27.94390330","84.45419850",403.300
"27.94383310","84.45435320",402.400
"27.94377770","84.45452070",401.100
"27.94371340","84.45470720",399.600
"27.94362620","84.45487670",397.900
"27.94359500","84.45492040",397.500
"27.94354990","84.45496070",398.000
"27.94344950","84.45504310",399.200
"27.94332600","84.45512160",400.900
"27.94318810","84.45519020",400.800
"27.94238000","84.45587510",405.200
"27.94228820","84.45597320",405.300
"27.94220740","84.45607250",404.300
"27.94075975","84.45815263",417.500
