ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,fid
628.9,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>606013.119</td></tr><tr><td><b>y</b></td><td>3070585.955</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>260</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>260</td></tr><tr><td><b>distance</b></td><td>7274.176892</td></tr><tr><td><b>angle</b></td><td>263.3030278</td></tr></table>",,,,,,,,,,,,,,,,,
628.7,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605990.0097</td></tr><tr><td><b>y</b></td><td>3070581.266</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>261</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>261</td></tr><tr><td><b>distance</b></td><td>7297.757204</td></tr><tr><td><b>angle</b></td><td>256.1859874</td></tr></table>",,,,,,,,,,,,,,,,,
627.4,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605926.2712</td></tr><tr><td><b>y</b></td><td>3070562.801</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>262</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>262</td></tr><tr><td><b>distance</b></td><td>7364.116429</td></tr><tr><td><b>angle</b></td><td>252.1884761</td></tr></table>",,,,,,,,,,,,,,,,,
629.2,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605897.8548</td></tr><tr><td><b>y</b></td><td>3070552.756</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>263</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>263</td></tr><tr><td><b>distance</b></td><td>7394.255758</td></tr><tr><td><b>angle</b></td><td>254.307606</td></tr></table>",,,,,,,,,,,,,,,,,
629.4,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605890.2966</td></tr><tr><td><b>y</b></td><td>3070551.161</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>264</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>264</td></tr><tr><td><b>distance</b></td><td>7401.980484</td></tr><tr><td><b>angle</b></td><td>261.6056973</td></tr></table>",,,,,,,,,,,,,,,,,
630.8,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605879.5774</td></tr><tr><td><b>y</b></td><td>3070550.248</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>265</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>265</td></tr><tr><td><b>distance</b></td><td>7412.738546</td></tr><tr><td><b>angle</b></td><td>268.8124584</td></tr></table>",,,,,,,,,,,,,,,,,
633,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605859.0223</td></tr><tr><td><b>y</b></td><td>3070551.144</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>266</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>266</td></tr><tr><td><b>distance</b></td><td>7433.313125</td></tr><tr><td><b>angle</b></td><td>280.4397147</td></tr></table>",,,,,,,,,,,,,,,,,
634.1,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605841.7675</td></tr><tr><td><b>y</b></td><td>3070556.878</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>267</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>267</td></tr><tr><td><b>distance</b></td><td>7451.495873</td></tr><tr><td><b>angle</b></td><td>290.2933396</td></tr></table>",,,,,,,,,,,,,,,,,
634.7,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605820.207</td></tr><tr><td><b>y</b></td><td>3070565.678</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>268</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>268</td></tr><tr><td><b>distance</b></td><td>7474.783126</td></tr><tr><td><b>angle</b></td><td>294.6695943</td></tr></table>",,,,,,,,,,,,,,,,,
635.7,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605800.5185</td></tr><tr><td><b>y</b></td><td>3070575.769</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>269</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>269</td></tr><tr><td><b>distance</b></td><td>7496.906953</td></tr><tr><td><b>angle</b></td><td>301.6757907</td></tr></table>",,,,,,,,,,,,,,,,,
637.9,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605777.7259</td></tr><tr><td><b>y</b></td><td>3070592.46</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>270</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>270</td></tr><tr><td><b>distance</b></td><td>7525.157465</td></tr><tr><td><b>angle</b></td><td>310.3607007</td></tr></table>",,,,,,,,,,,,,,,,,
640.4,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605763.1969</td></tr><tr><td><b>y</b></td><td>3070606.741</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>271</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>271</td></tr><tr><td><b>distance</b></td><td>7545.529648</td></tr><tr><td><b>angle</b></td><td>324.7436041</td></tr></table>",,,,,,,,,,,,,,,,,
641.2,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605754.6974</td></tr><tr><td><b>y</b></td><td>3070624.952</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>272</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>272</td></tr><tr><td><b>distance</b></td><td>7565.627267</td></tr><tr><td><b>angle</b></td><td>336.3501265</td></tr></table>",,,,,,,,,,,,,,,,,
641.6,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605750.5572</td></tr><tr><td><b>y</b></td><td>3070635.057</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>273</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>273</td></tr><tr><td><b>distance</b></td><td>7576.546861</td></tr><tr><td><b>angle</b></td><td>343.6696613</td></tr></table>",,,,,,,,,,,,,,,,,
641,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605747.7624</td></tr><tr><td><b>y</b></td><td>3070650.315</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>274</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>274</td></tr><tr><td><b>distance</b></td><td>7592.058894</td></tr><tr><td><b>angle</b></td><td>353.889288</td></tr></table>",,,,,,,,,,,,,,,,,
639.9,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605747.3028</td></tr><tr><td><b>y</b></td><td>3070664.607</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>275</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>275</td></tr><tr><td><b>distance</b></td><td>7606.358459</td></tr><tr><td><b>angle</b></td><td>5.807968239</td></tr></table>",,,,,,,,,,,,,,,,,
638.4,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605751.6505</td></tr><tr><td><b>y</b></td><td>3070682.776</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>276</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>276</td></tr><tr><td><b>distance</b></td><td>7625.039896</td></tr><tr><td><b>angle</b></td><td>11.4039245</td></tr></table>",,,,,,,,,,,,,,,,,
638.2,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605754.3568</td></tr><tr><td><b>y</b></td><td>3070699.212</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>277</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>277</td></tr><tr><td><b>distance</b></td><td>7641.697661</td></tr><tr><td><b>angle</b></td><td>13.278475</td></tr></table>",,,,,,,,,,,,,,,,,
635.2,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605763.6207</td></tr><tr><td><b>y</b></td><td>3070729.126</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>278</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>278</td></tr><tr><td><b>distance</b></td><td>7673.013437</td></tr><tr><td><b>angle</b></td><td>15.29800195</td></tr></table>",,,,,,,,,,,,,,,,,
633,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605766.7691</td></tr><tr><td><b>y</b></td><td>3070742.353</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>279</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>279</td></tr><tr><td><b>distance</b></td><td>7686.609412</td></tr><tr><td><b>angle</b></td><td>5.514716624</td></tr></table>",,,,,,,,,,,,,,,,,
631.5,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605766.2066</td></tr><tr><td><b>y</b></td><td>3070756.001</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>280</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>280</td></tr><tr><td><b>distance</b></td><td>7700.269507</td></tr><tr><td><b>angle</b></td><td>352.6914811</td></tr></table>",,,,,,,,,,,,,,,,,
631.1,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605763.8443</td></tr><tr><td><b>y</b></td><td>3070766.875</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>281</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>281</td></tr><tr><td><b>distance</b></td><td>7711.396508</td></tr><tr><td><b>angle</b></td><td>339.7503066</td></tr></table>",,,,,,,,,,,,,,,,,
628.2,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605755.3359</td></tr><tr><td><b>y</b></td><td>3070782.715</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>282</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>282</td></tr><tr><td><b>distance</b></td><td>7729.377159</td></tr><tr><td><b>angle</b></td><td>322.7793223</td></tr></table>",,,,,,,,,,,,,,,,,
624.8,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1006</td></tr><tr><td><b>x</b></td><td>605734.298</td></tr><tr><td><b>y</b></td><td>3070802.89</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>303111426</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>40</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>10837.49193</td></tr><tr><td><b>length</b></td><td>8298.332932</td></tr><tr><td><b>vertex_index</b></td><td>283</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>283</td></tr><tr><td><b>distance</b></td><td>7758.525558</td></tr><tr><td><b>angle</b></td><td>313.1142351</td></tr></table>",,,,,,,,,,,,,,,,,
