ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,fid
550.6,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602484.1176</td></tr><tr><td><b>y</b></td><td>3072539.48</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>124</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>124</td></tr><tr><td><b>distance</b></td><td>5162.975158</td></tr><tr><td><b>angle</b></td><td>315.025505</td></tr></table>",,,,,,,,,,,,,,,,,
545.3,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602468.8452</td></tr><tr><td><b>y</b></td><td>3072558.49</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>125</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>125</td></tr><tr><td><b>distance</b></td><td>5187.360196</td></tr><tr><td><b>angle</b></td><td>323.1272302</td></tr></table>",,,,,,,,,,,,,,,,,
541.6,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602455.4845</td></tr><tr><td><b>y</b></td><td>3072577.594</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>126</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>126</td></tr><tr><td><b>distance</b></td><td>5210.672541</td></tr><tr><td><b>angle</b></td><td>334.8943848</td></tr></table>",,,,,,,,,,,,,,,,,
537.2,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602450.1032</td></tr><tr><td><b>y</b></td><td>3072597.341</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>127</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>127</td></tr><tr><td><b>distance</b></td><td>5231.140082</td></tr><tr><td><b>angle</b></td><td>353.0741777</td></tr></table>",,,,,,,,,,,,,,,,,
534.4,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602450.3593</td></tr><tr><td><b>y</b></td><td>3072607.882</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>128</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>128</td></tr><tr><td><b>distance</b></td><td>5241.684541</td></tr><tr><td><b>angle</b></td><td>4.81068477</td></tr></table>",,,,,,,,,,,,,,,,,
530,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602453.0233</td></tr><tr><td><b>y</b></td><td>3072626.301</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>129</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>129</td></tr><tr><td><b>distance</b></td><td>5260.295139</td></tr><tr><td><b>angle</b></td><td>7.247841362</td></tr></table>",,,,,,,,,,,,,,,,,
527.9,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602454.4422</td></tr><tr><td><b>y</b></td><td>3072639.224</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>130</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>130</td></tr><tr><td><b>distance</b></td><td>5273.295559</td></tr><tr><td><b>angle</b></td><td>8.66331157</td></tr></table>",,,,,,,,,,,,,,,,,
525.5,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602456.6251</td></tr><tr><td><b>y</b></td><td>3072650.391</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>131</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>131</td></tr><tr><td><b>distance</b></td><td>5284.674042</td></tr><tr><td><b>angle</b></td><td>359.006799</td></tr></table>",,,,,,,,,,,,,,,,,
522.9,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602454.2722</td></tr><tr><td><b>y</b></td><td>3072660.545</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>132</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>132</td></tr><tr><td><b>distance</b></td><td>5295.096728</td></tr><tr><td><b>angle</b></td><td>339.9554173</td></tr></table>",,,,,,,,,,,,,,,,,
520.9,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602450.3631</td></tr><tr><td><b>y</b></td><td>3072668.203</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>133</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>133</td></tr><tr><td><b>distance</b></td><td>5303.694825</td></tr><tr><td><b>angle</b></td><td>327.6388464</td></tr></table>",,,,,,,,,,,,,,,,,
518.8,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602443.5261</td></tr><tr><td><b>y</b></td><td>3072677.055</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>134</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>134</td></tr><tr><td><b>distance</b></td><td>5314.880109</td></tr><tr><td><b>angle</b></td><td>313.6180547</td></tr></table>",,,,,,,,,,,,,,,,,
519.1,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602432.0433</td></tr><tr><td><b>y</b></td><td>3072685.071</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>135</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>135</td></tr><tr><td><b>distance</b></td><td>5328.883672</td></tr><tr><td><b>angle</b></td><td>299.8513936</td></tr></table>",,,,,,,,,,,,,,,,,
521.7,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602387.2631</td></tr><tr><td><b>y</b></td><td>3072705.749</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>136</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>136</td></tr><tr><td><b>distance</b></td><td>5378.20785</td></tr><tr><td><b>angle</b></td><td>294.2080995</td></tr></table>",,,,,,,,,,,,,,,,,
523.2,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602369.2953</td></tr><tr><td><b>y</b></td><td>3072713.61</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>137</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>137</td></tr><tr><td><b>distance</b></td><td>5397.819952</td></tr><tr><td><b>angle</b></td><td>294.4636852</td></tr></table>",,,,,,,,,,,,,,,,,
525.2,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602349.2538</td></tr><tr><td><b>y</b></td><td>3072723.083</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>138</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>138</td></tr><tr><td><b>distance</b></td><td>5419.987352</td></tr><tr><td><b>angle</b></td><td>294.7279926</td></tr></table>",,,,,,,,,,,,,,,,,
531.3,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602311.2272</td></tr><tr><td><b>y</b></td><td>3072740.14</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>139</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>139</td></tr><tr><td><b>distance</b></td><td>5461.663992</td></tr><tr><td><b>angle</b></td><td>294.4559161</td></tr></table>",,,,,,,,,,,,,,,,,
531.1,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602274.2161</td></tr><tr><td><b>y</b></td><td>3072757.205</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>140</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>140</td></tr><tr><td><b>distance</b></td><td>5502.419935</td></tr><tr><td><b>angle</b></td><td>296.2236289</td></tr></table>",,,,,,,,,,,,,,,,,
535.9,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602238.2445</td></tr><tr><td><b>y</b></td><td>3072776.085</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>141</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>141</td></tr><tr><td><b>distance</b></td><td>5543.045365</td></tr><tr><td><b>angle</b></td><td>299.6881898</td></tr></table>",,,,,,,,,,,,,,,,,
542.7,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602214.3835</td></tr><tr><td><b>y</b></td><td>3072790.812</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>142</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>142</td></tr><tr><td><b>distance</b></td><td>5571.085131</td></tr><tr><td><b>angle</b></td><td>305.7970605</td></tr></table>",,,,,,,,,,,,,,,,,
547.4,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602190.4584</td></tr><tr><td><b>y</b></td><td>3072810.825</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>143</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>143</td></tr><tr><td><b>distance</b></td><td>5602.276738</td></tr><tr><td><b>angle</b></td><td>314.7826345</td></tr></table>",,,,,,,,,,,,,,,,,
537.4,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602160.2116</td></tr><tr><td><b>y</b></td><td>3072846.432</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>144</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>144</td></tr><tr><td><b>distance</b></td><td>5648.996808</td></tr><tr><td><b>angle</b></td><td>321.4535289</td></tr></table>",,,,,,,,,,,,,,,,,
533.6,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602147.4004</td></tr><tr><td><b>y</b></td><td>3072863.591</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>145</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>145</td></tr><tr><td><b>distance</b></td><td>5670.410252</td></tr><tr><td><b>angle</b></td><td>326.9955781</td></tr></table>",,,,,,,,,,,,,,,,,
534.3,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602137.9631</td></tr><tr><td><b>y</b></td><td>3072880.434</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>146</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>146</td></tr><tr><td><b>distance</b></td><td>5689.7171</td></tr><tr><td><b>angle</b></td><td>331.1318941</td></tr></table>",,,,,,,,,,,,,,,,,
536,,,,Prithvi Rajmarg,,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>fid</b></td><td>1008</td></tr><tr><td><b>x</b></td><td>602129.0718</td></tr><tr><td><b>y</b></td><td>3072896.827</td></tr><tr><td><b>z</b></td><td></td></tr><tr><td><b>bridge</b></td><td>F</td></tr><tr><td><b>osm_id</b></td><td>188865974</td></tr><tr><td><b>code</b></td><td>5112</td></tr><tr><td><b>fclass</b></td><td>trunk</td></tr><tr><td><b>ref</b></td><td>H04</td></tr><tr><td><b>oneway</b></td><td>B</td></tr><tr><td><b>maxspeed</b></td><td>60</td></tr><tr><td><b>tunnel</b></td><td>F</td></tr><tr><td><b>len</b></td><td>12218.66849</td></tr><tr><td><b>length</b></td><td>12218.584</td></tr><tr><td><b>vertex_index</b></td><td>147</td></tr><tr><td><b>vertex_part</b></td><td></td></tr><tr><td><b>vertex_part_index</b></td><td>147</td></tr><tr><td><b>distance</b></td><td>5708.36646</td></tr><tr><td><b>angle</b></td><td>333.5407451</td></tr></table>",,,,,,,,,,,,,,,,,
