id,lat,lon,alt,x,y,z,length,grade,hz. angle
3798,27.8071123,84.6969993,302.9,521440.2732842495,5617756.633465236,2955615.6212347993,41.18881119833714,-10.196943970477124,11.66499883085957
3799,27.8070293,84.6971066,305.0,521430.3227261358,5617763.751349384,2955608.482508296,14.16472017384834,14.825566437077624,14.580994232519956
3800,27.8069842,84.6971715,306.1,521424.26575675915,5617767.642850898,2955604.5843430604,8.186962456862503,13.43599663240152,2.8570259021659155
3801,27.8069531,84.697229,306.9,521418.84262340347,5617770.478858504,2955601.915591765,6.676492193639472,11.982340079152562,5.112914642315409
3802,27.8069361,84.6972788,308.0,521414.13131248316,5617772.779918194,2955600.7659339528,5.367777879862385,20.49265123519276,1.5757243309777569
3803,27.8069314,84.697313,308.6,521410.8496531203,5617773.862624222,2955600.586114472,3.460328823074169,17.339392603359023,7.772341007718158
3804,27.8069327,84.6973387,308.9,521408.34808717435,5617774.293502934,2955600.853217985,2.5524170766517296,11.753564993127835,8.486149883415164
3805,27.8069332,84.6973653,309.1,521405.75394209643,5617774.685863667,2955600.99542265,2.6275002943474886,7.611797434630291,1.1722202853786037
3806,27.8069421,84.6973968,309.0,521402.6145215422,5617774.424240529,2955601.819298808,3.2562524481944437,-3.0710149655464103,13.364444308049851
3807,27.8069569,84.6974357,309.2,521398.74574915407,5617774.189097541,2955603.3602129375,4.170984100916586,4.7950314640623555,1.2855840043091111
3808,27.8070046,84.6975267,310.0,521389.6597965054,5617773.255290599,2955608.399032623,10.431502037762488,7.669077733043399,2.389815646013725
3809,27.8072211,84.6978744,314.1,521354.8644488924,5617768.835291551,2955631.4879110977,41.99224828827107,9.763706796202195,1.3714616017178156
3810,27.8072754,84.6979849,314.7,521343.81855048443,5617767.561394222,2955637.0789833856,12.445672957842723,4.82095264781863,0.6606984504245232
3811,27.8073163,84.6980996,315.3,521332.4251566635,5617767.018590252,2955641.3593784906,12.183014453056412,4.92488950343072,3.8511001405345424
3812,27.8073519,84.6982002,315.4,521322.39881768124,5617766.181158416,2955644.888121361,10.662119475612261,0.937899825908896,2.0468220013819036
3813,27.8073766,84.6983025,315.5,521312.2581040791,5617765.922807068,2955647.3507172274,10.438639575224748,0.957979239338472,3.315056122777016
3814,27.8073887,84.6983765,315.5,521304.9444528925,5617765.970415535,2955648.5342370607,7.408945906200213,0.0,1.8323520866404002
3815,27.8073994,84.6984536,315.3,521297.3172242352,5617765.942465038,2955649.4875204302,7.686621325641023,-2.6019234137738625,0.5829269440980698
3816,27.8074065,84.6985321,315.3,521289.5863477306,5617766.289543155,2955650.181982329,7.769761391296479,0.0,2.7805343142945262
3817,27.807411,84.6986125,315.2,521281.6734818965,5617766.700267956,2955650.575484108,7.933283319055791,-1.2605121483537867,0.4007542009303638
3818,27.8074041,84.6987212,315.4,521271.06505787215,5617768.222162466,2955649.993884745,10.73280396723974,1.863445942089862,5.192677576854332
3819,27.8073908,84.6988359,315.8,521259.91539002815,5617770.305711509,2955648.879591538,11.39727682378055,3.509610288357913,2.4208308144693818
3820,27.8073786,84.6989512,315.8,521248.6689211124,5617771.985521135,2955647.686290516,11.433669174112701,0.0,2.089749190056113
3821,27.8073541,84.6990525,316.1,521238.87865706097,5617774.438193468,2955645.4298569625,10.341970999431103,2.900801017683321,5.569281593565438
3822,27.8073228,84.6991617,316.5,521228.35459715634,5617777.402413356,2955642.554953587,11.305198177779076,3.538195383307804,1.6661052679651602
3823,27.8072852,84.6992623,316.8,521218.69580047624,5617780.526073253,2955639.0171855553,10.750135213199242,2.790662573542936,2.1907632103421872
3824,27.8072428,84.6993542,317.2,521209.92121841665,5617783.906850619,2955635.056569565,10.203402615989493,3.920260868400385,3.150046574656784
3825,27.8071977,84.69944,317.1,521201.7168216217,5617786.931366703,2955630.598610816,9.814948828970143,-1.0188540128176973,0.8350863856288885
3826,27.807093,84.6995996,315.2,521186.41524445993,5617792.123717282,2955619.471373228,19.619229967575766,-9.684376008335285,1.4923558195315403
3827,27.8069948,84.6997371,313.7,521173.28202645207,5617797.131167946,2955609.1665069493,17.42831737194475,-8.60668283683327,2.1270755991797086
3828,27.8069065,84.6998895,313.3,521158.7302396929,5617802.730999517,2955600.343117322,17.915490951275622,-2.232704652570497,0.1768532780322698
3829,27.8068549,84.6999617,313.6,521151.9231221306,5617806.320114049,2955595.4359671855,9.126812975502917,3.28701816072308,6.7530791689849154
3830,27.8068122,84.7000426,314.2,521144.24478653766,5617809.792365239,2955591.5392889553,9.284259099893378,6.462551222928025,3.467695964999488
3831,27.8067807,84.7001079,315.1,521138.066798632,5617812.807799974,2955588.8780511264,7.371741177533205,12.208784577827512,1.6835440885401634
3832,27.8067553,84.7001802,316.0,521131.1731989156,5617815.571472886,2955586.813465533,7.7085743613568924,11.675310606221561,4.170639565724504
3833,27.8067131,84.7002889,317.5,521120.8401963061,5617820.06335541,2955583.38552831,11.777041442369047,12.736645339495917,1.6491184516930153
3834,27.8066953,84.7003452,318.3,521115.4707491075,5617822.200423745,2955582.0176631873,5.9387775918605525,13.470785656234355,1.792357141320084
3835,27.8066858,84.7004043,319.1,521109.7869487106,5617823.933772723,2955581.461638958,5.968186372208192,13.404407136568967,4.743048939915371
